  12.0   3.9844271020164678e-17   8.6656789871023682e-14   7.1039968883596788e-14   2.6593058894422645e-15   7.1935580864442017e-14   5.8430460448365140e-14   5.0665960142637356e-12   9.4054084453457781e-14   3.0107738030281001e-19   2.4965040393976198e-15   2.7733279590874812e-15   6.9057121132587440e-12   4.3495339708404801e-13   4.5873170713417455e-12   3.8274852037778473e-12   2.1576569420034275e-09   7.2274089490953486e-11   2.1963690588489015e-10   3.4863439912768968e-10   4.1908147687796243e-14   5.1307989974713752e-12   2.1669339933527709e-11   5.6671752387453880e-14   9.9139876863496568e-11   4.0250931927776623e-12   2.0411650147877936e-10   8.7560271533337897e-12   1.0118740290110395e-09   6.5599997469689697e-06   1.0745160317071623e-08   1.1320879997334110e-11   8.1585742606193890e-09   1.4397029401980177e-10   2.7588400453026907e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  13.0   3.9790732582197796e-17   8.3036354214024305e-14   7.1361068909505526e-14   2.6740484978892256e-15   7.2042334120850371e-14   5.8559697347325412e-14   5.0595699505051606e-12   9.3986823261182212e-14   3.0319261037607881e-19   2.4950215199816880e-15   2.7562174700364707e-15   2.7082166804276442e-12   4.3443815710662859e-13   4.7349602537438695e-12   3.6950225865139963e-12   2.1554702467341258e-09   7.3240580267253108e-11   2.2096485752243211e-10   3.4072775156879231e-10   4.1595114803677155e-14   5.1198476881675337e-12   2.0216977397735647e-11   5.1221623920431544e-14   9.9906923012316184e-11   4.0411554311226006e-12   2.0377383114222880e-10   8.8045890023202844e-12   1.0141437689625832e-09   6.5175036070286296e-06   1.0760813573540418e-08   1.1312303524468881e-11   8.1056690248715313e-09   1.4362061540040827e-10   2.7610860264815074e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  14.0   3.9039639351109846e-17   8.3017678831603242e-14   7.2211124070315630e-14   2.6529796121174589e-15   7.3091475905583125e-14   5.9393543685656858e-14   5.0626352068872116e-12   9.5749044814758683e-14   2.9883274816246494e-19   2.4513866177038827e-15   2.6749488939121569e-15   1.0753757910195172e-12   4.3507179196128343e-13   4.8159145941972792e-12   3.6570169635596894e-12   2.1539381389601431e-09   7.3920911058955596e-11   2.2135906996290089e-10   3.3466082682842568e-10   3.9936553142185666e-14   5.0392606754101621e-12   2.0047213888929605e-11   4.9622778081721483e-14   9.9916505624797480e-11   4.0186721138313342e-12   2.0054025107185680e-10   8.7352026653664261e-12   1.0155049023907736e-09   6.4753830884001218e-06   1.0741007194781105e-08   1.1328729621062905e-11   7.9003568131952306e-09   1.4206709419983810e-10   2.7904318855576093e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  15.0   3.6112528404692949e-17   8.7272779335321321e-14   7.5102108505666759e-14   2.5219256157270895e-15   7.7318631098305390e-14   6.2778023068605499e-14   5.1335849633737940e-12   1.0456762002510403e-13   2.7887344866823151e-19   2.2751072029190012e-15   2.3942203640936899e-15   4.5301639501303670e-13   4.3504026878311841e-13   4.8246276765362417e-12   3.7563029943454840e-12   2.1528967497630447e-09   7.4255129822731192e-11   2.2272576838400227e-10   3.3237923524609414e-10   3.4238657373696080e-14   4.7334302276380580e-12   2.1270395167416467e-11   5.1341834836305875e-14   9.9145490428664829e-11   3.8636580913797847e-12   1.8809896695781703e-10   8.3036199444164183e-12   1.0143603734746875e-09   6.4225250753224827e-06   1.0611981515751268e-08   1.1400201095634888e-11   7.2056938194009490e-09   1.3665045484057003e-10   2.9216520314179206e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  16.0   2.9274676266970298e-17   1.0175482011891626e-13   8.3085183969367621e-14   2.1883716643948713e-15   8.9726776085052168e-14   7.2720394159522805e-14   5.3596788465726242e-12   1.3346357981454393e-13   2.3018391760274106e-19   1.8562868917096657e-15   1.7760760479782357e-15   2.2555938508032197e-13   4.3263821886997678e-13   4.7296251116935029e-12   4.1598707985202044e-12   2.1524779736381561e-09   7.4071512812245999e-11   2.2703261493006721e-10   3.3806993315899092e-10   2.2608405422851023e-14   4.0101082177113057e-12   2.5712388815324339e-11   5.9427973880896851e-14   9.6892258105718554e-11   3.4394303811274840e-12   1.5749808401910315e-10   7.2051808963635722e-12   1.0070656530913880e-09   6.3395300458068959e-06   1.0219888935125709e-08   1.1562127991138205e-11   5.6520303992613208e-09   1.2332183885188641e-10   3.3036180457912678e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  17.0   1.8647314528517665e-17   1.4191980110631747e-13   1.0230411082081531e-13   1.6228154946888187e-15   1.2297302932895438e-13   9.9196922919743413e-14   5.8925989088187691e-12   2.2204837252758070e-13   1.5125086680941902e-19   1.1953887993397874e-15   9.0760099105978475e-16   1.5467346099664464e-13   4.2775323756162609e-13   4.5366275840119652e-12   5.1711729516512595e-12   2.1537838179597202e-09   7.3337745598589521e-11   2.3760815537343660e-10   3.5560798750111644e-10   9.0383582373012097e-15   2.8586939673086453e-12   3.7842382005770503e-11   8.4696694644705028e-14   9.2881376201336963e-11   2.6183239604238295e-12   1.0473790584830667e-10   5.3427514148940425e-12   9.8475749776838484e-10   6.2236290432338137e-06   9.2367553605754438e-09   1.1740600679155389e-11   3.3470053395490140e-09   9.9216440618832280e-11   4.2561008051222871e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  18.0   7.8546572882585598e-18   2.5086193972817528e-13   1.4724742150411252e-13   9.1429106903543602e-16   2.2451531194074559e-13   1.7814212832732018e-13   6.9985614525869266e-12   5.2943278016845396e-13   6.5838943255320999e-20   5.1229431446622861e-16   2.1363514271068241e-16   1.7056423276800431e-13   4.2346565165031491e-13   4.3597096419101256e-12   7.1604488831311652e-12   2.1584594112056266e-09   7.2540376483409830e-11   2.6012550446985472e-10   3.8108896593946895e-10   1.4444565081393095e-15   1.6518246189270447e-12   6.7367125766715219e-11   1.8449781633012030e-13   8.8715756962898240e-11   1.4148387322832079e-12   4.3284324041659161e-11   3.0096131749951516e-12   9.2990032340978246e-10   6.1184136939118616e-06   6.8757288751442047e-09   1.1455426884854347e-11   1.1981257097559705e-09   6.5524273507033826e-11   6.5596874598838895e-09   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  19.0   1.1813983760023228e-18   5.0753455257956936e-13   2.4524894376605488e-13   1.9350603999389440e-16   7.3841779045513700e-13   5.3280822679205309e-13   8.8661352565244655e-12   1.6668194602331710e-12   9.3955188707800607e-21   8.2366913159106657e-17   4.2611386210959730e-18   4.6761981222984139e-13   4.2195934246702649e-13   4.3222370127438126e-12   9.8354779182185936e-12   2.1636294977867010e-09   7.2330461065028828e-11   2.9691682446042478e-10   3.9733494272553571e-10   4.7551681887582673e-17   9.0464755912039729e-13   1.2823990480637093e-10   9.9249167911930058e-13   8.7267269799351510e-11   2.4361933369070055e-13   5.1052131272433243e-12   6.3634693217920479e-13   8.2786250077404588e-10   6.0720194596797228e-06   1.9363319836429582e-09   9.2685008973303340e-12   1.2177608921248861e-10   2.8031164195363445e-11   1.1416747547343675e-08   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  20.0   2.5870598723414456e-20   7.6194416444644308e-13   3.0221669351099267e-13   6.4174362472240792e-19   9.1761329437667349e-12   2.1000878987209592e-12   1.0021073380828138e-11   3.5598260450520058e-12   2.6361166707911160e-22  -5.0819007256858955e-18   4.1872961516717114e-22   9.5654421883306640e-12   4.2179318848409308e-13   4.3426382281830378e-12   1.1110399059099940e-11   2.1640809144685136e-09   7.2387769389781198e-11   3.1963701130344191e-10   3.9889064273879171e-10  -2.0540941881707746e-18   9.0877712256506871e-13   2.1136017935852180e-10   2.6716856157960045e-11   8.7200337228754421e-11   2.5838040406778000e-14   3.8660109727244041e-13   1.7036261436260232e-15   7.1157779668595822e-10   6.0681500144710299e-06  -1.6661226218128711e-11   4.8712193133348958e-12   2.1153546714844720e-14   3.9989634867398927e-12   1.3237974272328756e-08   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  21.0   2.3313235362077874e-21   9.4150165094730731e-13   2.5412934560528622e-13  -5.7425320891177627e-20   1.6285710627284011e-11   2.9586795253361275e-12   1.0128029491462964e-11   4.6598285126375760e-12   2.9690660812390826e-23  -1.1015307015896954e-19   4.0386266630127797e-31   6.1890950697751634e-11   4.2188079201962991e-13   4.3472304749048174e-12   1.1287738105325573e-11   2.1640529368482930e-09   7.2388851857230208e-11   3.2284150353056873e-10   3.9899708537127765e-10   1.1339786705746779e-19   9.2260107973501926e-13   2.8515401151452124e-10   8.2262675837885268e-11   8.7179222174604831e-11   7.8984348494135284e-15   4.6836408991619838e-14  -3.9768101582382835e-16   6.2637872666471139e-10   6.0680285969283432e-06  -2.6803099670291708e-12   2.8235187625458291e-12   3.7548454391080901e-17   6.3919816705240717e-13   1.2988618180997946e-08   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  22.0   5.0284245823355155e-22   1.0826824463003315e-12   2.0289950546526631e-13   4.8596780208133681e-20   2.0069093956132100e-11   3.4107089982166050e-12   1.0138881054166937e-11   5.3018210481592387e-12   5.2333628042345365e-24  -1.7690415775421498e-20   3.9271249332856566e-40   1.4525636249373974e-10   4.2195682169697546e-13   4.3480314834698497e-12   1.1306991801185440e-11   2.1640489400454044e-09   7.2388546545898436e-11   3.2332950206104272e-10   3.9901490445082288e-10   1.7648497751645520e-20   9.2560681341780082e-13   3.4927355452296638e-10   1.0608167816394953e-10   8.7175280882867412e-11   4.2733396641713058e-15   7.2556393334341322e-15   4.5034644075477715e-17   5.5735938087053682e-10   6.0679121816065162e-06  -4.2431295564811233e-13   1.7221948693524336e-12   6.6790569313623508e-20   1.3129555494033329e-13   1.2731013576683381e-08   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
  23.0   1.8987219345509369e-22   1.1950893833573284e-12   1.6186105732639289e-13   4.0524053191590190e-20   2.2188426443414677e-11   3.6603437295057439e-12   1.0140383324697133e-11   5.6913597099028657e-12   1.5179769367470445e-24  -2.7861723028128678e-21   0.0000000000000000e+00   2.4013538379996646e-10   4.2200417422685876e-13   4.3482136294348273e-12   1.1301241192862577e-11   2.1640484959561945e-09   7.2388456340277685e-11   3.2342784006544889e-10   3.9901876247583346e-10   4.0379936356898432e-21   9.2657912592608582e-13   4.0535055867430003e-10   1.1625736484610627e-10   8.7174260865463538e-11   2.4074366191696988e-15   1.6439575429314044e-15   6.7358839292520141e-17   4.9867276974424612e-10   6.0678016780002508e-06  -6.6612690298624433e-14   1.0833380633540335e-12   1.1921219299134341e-22   3.6710387605210643e-14   1.2474257182759629e-08   6.1000000641797669e-06   3.7000000929765520e-07   2.0900000631809235e-01   7.8099995851516724e-01   4.8999999080479029e-07   1.9999999878450581e-08 
