 0.0000000000000000E+000  0.9999999939225290E-008  0.9999999939225290E-008  0.1000000000000000E+001  0.9999999939225290E-008  0.1000000000000000E+002  0.9999999939225290E-008  0.1000000000000000E+002  0.9999999939225290E-008  0.1000000000000000E+001  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.3000000000000000E+003  0.1000000000000000E+002  0.9999999939225290E-008  0.9999999939225290E-008  0.5000000000000000E+002  0.1000000000000000E+002  0.1000000000000000E+002  0.1000000000000000E+002  0.1000000000000000E+002  0.1000000000000000E+003  0.2000000000000000E+002  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.5000000000000000E+002  0.9999999939225290E-008  0.1250000000000000E+009
 0.1000000000000000E+001  0.1690833075477658E-011  0.2358107690824950E-001  0.6043724666809222E+001  0.1758227199965417E-004  0.9118703033458837E+001  0.2562772577450496E-001  0.6939287680748293E+001  0.1069271282141650E-002  0.2544143167180983E+000  0.2501309062018272E+000  0.7224654096580588E-004  0.9275099827486054E+001  0.6358329122495141E-007  0.1088927458528556E+001  0.3523293083202418E+001  0.3071307076881398E+003  0.1566061763660720E+002  0.2256927666124151E-002  0.4456361578603886E+000  0.4856456806354648E+002  0.1990626532187385E+002  0.2263374007691255E+001  0.6070663442666832E+001  0.1292230193191484E+002  0.9767454263101592E+002  0.4461902797028016E+002  0.2064760578617545E-003  0.3665852781789419E-002  0.5232146776186931E-005  0.3045535022824466E-003  0.9908415365421444E+001  0.1340901197608272E-003  0.1250000000000000E+009
 0.2000000000000000E+001  0.2284425485461684E-011  0.1723886282047416E+000  0.1438567668469541E+002  0.5565242191915846E-004  0.7758579694242566E+001  0.2713732974973671E-001  0.3660011008209488E+001  0.9256886895821137E-003  0.1987264941983796E+000  0.4080989806052088E+000  0.9887714658166561E-004  0.2173541081688466E+002  0.1057019340422387E-006  0.1234142042435466E+001  0.3300112675608395E+001  0.3196062801446258E+003  0.1424797159310001E+002  0.4929672658683323E-002  0.6235121205668264E+000  0.4707899782402898E+002  0.2258288916969703E+002  0.1746611396550810E+000  0.2587179640120690E+001  0.1217414675124269E+002  0.1335208187717440E+003  0.2734622461356048E+002  0.3531354945279722E-003  0.9748020316592313E-002  0.3494341048879199E-005  0.5215083687007105E-003  0.4274128772900220E+001  0.3414633985087535E-003  0.1250000000000000E+009
 0.3000000000000000E+001  0.2733555674868281E-011  0.1673057543622551E+001  0.2398393446171757E+002  0.1572792926414517E-003  0.5970848061918589E+001  0.1213122513586591E-001  0.1297150683828984E+001  0.3847622252698502E-002  0.8295100536259832E-001  0.4342962016309748E+000  0.9008924289997848E-004  0.3177501834596586E+002  0.1427877197350610E-006  0.8288912950913641E+000  0.1941288977740846E+001  0.3338684251834490E+003  0.1007451029018310E+002  0.1748476438313102E-001  0.4521328140916245E+000  0.4520549209313119E+002  0.2033434125750314E+002  0.2876468505918624E-002  0.6693761760608054E+000  0.8405710766825898E+001  0.1681883966028933E+003  0.8875856805853894E+001  0.4953826456339302E-003  0.3159689729110605E-001  0.1600426971529466E-005  0.7025488237439768E-003  0.9564389265478035E+000  0.1165731844192332E-002  0.1250000000000000E+009
 0.4000000000000000E+001  0.2512128651714395E-011  0.7289307755139518E+001  0.2939571258304148E+002  0.5481967726295842E-003  0.4690651052519568E+001  0.5161678707957650E-003  0.4987908301941414E+000  0.2286530796296374E-001  0.8646092483897697E-002  0.5803310431261386E-001  0.3923585490947982E-004  0.3439462233061817E+002  0.8677297436099443E-007  0.5768096512489239E+000  0.9511510403266331E+000  0.3436609594983303E+003  0.7204507609475773E+001  0.7914559388770052E-001  0.2695053427797994E+000  0.4333834300290953E+002  0.1638997918591766E+002  0.6307721163388257E-004  0.1868166716257538E+000  0.5584451718882322E+001  0.1782920681083384E+003  0.8571966478441949E+000  0.3136258918042329E-003  0.4216408952890260E-001  0.7218572769983685E-006  0.2858469606210624E-003  0.6322676500210439E-001  0.8851792926363995E-002  0.1250000000000000E+009
 0.5000000000000000E+001  0.1756186586093960E-011  0.1332098124134144E+002  0.2975413226635447E+002  0.2831387728859283E-002  0.3968815238756348E+001  0.2052840803892933E-004  0.2573333136999257E+000  0.1181624045606760E+000  0.3948902377351287E-003  0.5657437603176970E-002  0.2455677608020451E-004  0.3447571342090814E+002  0.6680292391053960E-007  0.5744197501687962E+000  0.5294122697480985E+000  0.3491589651489240E+003  0.5671201579812318E+001  0.1340836797102731E+000  0.2071295320254538E+000  0.4198094692841816E+002  0.1503175968153693E+002  0.4250546759215233E-005  0.7369633289961937E-001  0.4204428094773331E+001  0.1727446708252559E+003  0.9590287494384739E-001  0.2492249623752698E-003  0.3837534606084626E-001  0.4581093262281749E-006  0.1133944666790014E-003  0.4028033045772268E-002  0.5504246545798162E-001  0.1250000000000000E+009
 0.6000000000000000E+001  0.8395956375119908E-012  0.1694800357711638E+002  0.2935790396973362E+002  0.1186863529932666E-002  0.3538583334904253E+001  0.2675452481439693E-004  0.1633572784045108E+000  0.1682202744494312E+000  0.2118965236326557E-003  0.5636082287754846E-002  0.1142694836902985E-004  0.3451829857196064E+002  0.3530978306744515E-007  0.5008019014623956E+000  0.3615338796356942E+000  0.3523664564574897E+003  0.4781087297649302E+001  0.9328018888763795E-001  0.1778683344767903E+000  0.4103910303349162E+002  0.1433590890650285E+002  0.6310401358821020E-006  0.3726705128565619E-001  0.3487776217621139E+001  0.1687964288019756E+003  0.1363667044788865E+000  0.1347560258784339E-003  0.2682070250309055E-001  0.2203273353176903E-006  0.1039627379356625E-003  0.3246872899426948E-002  0.3861694774915319E-001  0.1250000000000000E+009
 0.7000000000000000E+001  0.1170683722793055E-012  0.1820302830193461E+002  0.2905421763959867E+002  0.3972570151621551E-003  0.3383096333940617E+001  0.3850025197459297E-004  0.1367253554610127E+000  0.1776464236743484E+000  0.1685214503964210E-003  0.3617242433425071E-002  0.2104065969978514E-005  0.3458693270831627E+002  0.6813080737152364E-008  0.4275381628320979E+000  0.3169981430720851E+000  0.3535042854853078E+003  0.4414272832525776E+001  0.4929537338263437E-001  0.1540068197147991E+000  0.4066846186691881E+002  0.1425083637532903E+002  0.2670563195271523E-006  0.2614917146591328E-001  0.3250680897742977E+001  0.1671293570602662E+003  0.2037216352543260E+000  0.2623863583641860E-004  0.1140732204310657E-001  0.3101992555934898E-007  0.1004887637322162E-003  0.8192060060180031E-003  0.2587509513655455E-001  0.1250000000000000E+009
 0.8000000000000000E+001  0.5826887456664267E-241  0.1835607426660272E+002  0.2883299382779589E+002  0.3024223339771243E-003  0.3365466347247493E+001  0.6094152385256725E-004  0.1339251802265712E+000  0.1797556993965921E+000  0.1632333627291971E-003  0.1947958250270333E-002  0.3888225996339969E-006  0.3467502464269332E+002  0.1265902124834171E-008  0.3429231090128974E+000  0.3177466454307499E+000  0.3536448571005167E+003  0.4291549368556217E+001  0.3117695490988136E-001  0.1332993799925075E+000  0.4062250664965728E+002  0.1455350210245955E+002  0.2048175002116364E-006  0.2209323416052345E-001  0.3226741295810291E+001  0.1666900592134041E+003  0.2432760861241521E+000  0.4880807534781262E-005  0.5198827291976753E-002 -0.1840739261381856E-081  0.1328816920827723E-003  0.3439356142875909E-008  0.2167561740390785E-001  0.1250000000000000E+009
 0.9000000000000000E+001  0.0000000000000000E+000  0.1844344124515482E+002  0.2863972338866366E+002  0.2976758402262656E-003  0.3355984921224638E+001  0.8446494036357921E-004  0.1324370901735394E+000  0.1817916060005156E+000  0.1627606251586496E-003  0.1927797141831992E-002  0.3753742736108088E-006  0.3476896015573305E+002  0.1225587770143554E-008  0.2542490120419790E+000  0.3201660697611136E+000  0.3537301372523190E+003  0.4185464597472232E+001  0.3030888022661642E-001  0.1152179443215500E+000  0.4059666657225036E+002  0.1484430076504072E+002  0.1627065055763821E-006  0.1888202474062144E-001  0.3214626383765274E+001  0.1663361802638381E+003  0.2476199100168970E+000  0.4728382612582133E-005  0.5054588291264521E-002 -0.2020673383940665E-165  0.1809570935868976E-003  0.4792605648127485E-008  0.2117060865174524E-001  0.1250000000000000E+009
