  12.0   0.0000000000000000e+00   6.7699997453019023e-04   1.1599999852478504e-03   3.9200001629069448e-04   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   2.0000000298023224e-01   5.0000000745058060e-02   0.0000000000000000e+00   1.1669999919831753e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000474974513e-03   1.8799999728798866e-02   4.6900000423192978e-02   0.0000000000000000e+00   3.0600000172853470e-02   8.7400004267692566e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   5.8900001458823681e-03   4.1699998080730438e-02   1.1799999512732029e-02   0.0000000000000000e+00   0.0000000000000000e+00   5.6000001495704055e-04   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   7.5100004323758185e-05   6.0600001597777009e-04   0.0000000000000000e+00   8.3699997048825026e-05   5.0699999555945396e-03   0.0000000000000000e+00   1.8899999558925629e-02   1.2099999730708078e-04   0.0000000000000000e+00   4.3300000834278762e-04   0.0000000000000000e+00   8.2000001566484571e-04   1.3000000035390258e-03   1.0400000028312206e-02   8.9300003310199827e-05   7.9700006172060966e-03   0.0000000000000000e+00   2.3159999400377274e-03   1.1210000142455101e-02   0.0000000000000000e+00   7.8430000272078360e-09   1.7200000584125519e-03   3.2600001432001591e-03   1.9300000276416540e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000149011612e-01   5.0000000745058060e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   9.8664326708686190e-11   6.7699997453019023e-04   1.1599999852478504e-03   3.9200001629069448e-04   3.0058606086834765e-18   1.1292812411229599e-18   2.0750977276596577e-22   2.0000000298023224e-01   5.0000000745058060e-02   4.8043275532418091e-19   1.1669999919831753e-02   4.0975150356059586e-11   1.9042857568596361e-11   3.4000161627106840e-12   1.0085441054345778e-13   3.0859698477159192e-12   5.2193438982148490e-17   1.3004135528821292e-12   9.9997769575566053e-04   1.8799999728798866e-02   4.6900000423192978e-02   7.5235373486748358e-12   3.0600000172853470e-02   8.7399994954466820e-03   1.0064021144229329e-10   1.6625898110445797e-18   7.1843534810503429e-13   2.4047690031243221e-35   5.8900001458823681e-03   4.1699998080730438e-02   1.1799999512732029e-02   6.1998788047912257e-11   5.1058733629982811e-11   5.6000007316470146e-04   3.3410407773715178e-10   3.0647021379004435e-12   6.3241723155827307e-17   7.5100055255461484e-05   6.0599995777010918e-04   1.1623352946799059e-08   8.3700018876697868e-05   5.0700004212558270e-03   8.9959562021846295e-10   1.8899999558925629e-02   1.2099988089175895e-04   1.6843465858173978e-11   4.3299989192746580e-04   1.1665937105220792e-09   8.1999984104186296e-04   1.2999998871237040e-03   1.0399999096989632e-02   8.9300039689987898e-05   7.9699987545609474e-03   2.7564625929010766e-11   2.3160018026828766e-03   1.1209990829229355e-02   3.7693848042863465e-11   7.8353448174084406e-09   1.7200011061504483e-03   3.2600003760308027e-03   1.9300006097182631e-03   5.5713071560603566e-06   1.1930477938904005e-08   4.3500425483955496e-10   4.7142706405267631e-11   3.2622610168786537e-10   1.4669378992776538e-12   3.7670013774970812e-09   1.0000558942556381e-01   4.9994431436061859e-02   1.2701610596632662e-10   2.9712471372178584e-10   5.5908309232188813e-11   1.5188202695526343e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   5.8349036713423175e-10   6.7700003273785114e-04   1.1599999852478504e-03   3.9200001629069448e-04   6.2649488307018941e-17   2.8356747323775303e-17   1.3628952505437596e-20   2.0000000298023224e-01   5.0000000745058060e-02   1.3711428551740242e-18   1.1669999919831753e-02   2.4232482687125412e-10   1.4668030678954835e-10   4.0426949982075300e-11   1.2202811460956808e-12   3.1294748042975939e-11   1.1541426358523577e-15   7.7196461029105379e-12   9.9994079209864140e-04   1.8799999728798866e-02   4.6900000423192978e-02   1.4540467788148881e-11   3.0599998310208321e-02   8.7399976328015327e-03   7.9464812507978877e-10   4.8116771977409499e-17   2.9714204187458737e-12   6.2947267900827514e-34   5.8900001458823681e-03   4.1699994355440140e-02   1.1799998581409454e-02   3.6665087632670179e-10   3.0194705069597205e-10   5.6000042241066694e-04   1.9758554792304039e-09   4.3464058741005118e-11   2.0449164703819885e-15   7.5100433605257422e-05   6.0599984135478735e-04   3.4006891524995808e-08   8.3700564573518932e-05   5.0700022839009762e-03   5.3194395555067331e-09   1.8899997696280479e-02   1.2099990271963179e-04   7.6809426874380193e-11   4.3299942626617849e-04   5.9363900462017227e-09   8.1999908434227109e-04   1.2999996542930603e-03   1.0399996303021908e-02   8.9300250692758709e-05   7.9699931666254997e-03   1.6304067818051493e-10   2.3160090204328299e-03   1.1209978722035885e-02   5.7351412507955501e-10   7.8338526776633444e-09   1.7200061120092869e-03   3.2600020058453083e-03   1.9300027051940560e-03   1.5900366634014063e-05   3.2739254862690359e-08   2.2200803417860016e-09   1.5352341620200605e-10   1.3156415956672163e-09   5.5166739232337392e-12   1.8082266350916143e-08   1.0001593828201294e-01   4.9984112381935120e-02   2.2749037376090797e-10   7.5562056611744310e-10   2.0800404454401900e-10   2.7509877043030428e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   2.7983542150167295e-09   6.7700014915317297e-04   1.1599999852478504e-03   3.9200001629069448e-04   9.5817849301064149e-16   4.9222646281943893e-16   5.2748945770988583e-19   2.0000000298023224e-01   5.0000000745058060e-02   3.9002943137595156e-18   1.1669999919831753e-02   1.1621864581812247e-09   8.8678031584521477e-10   2.9376479027121150e-10   8.8816887872100736e-12   2.1174717534933052e-10   2.3450086815944571e-14   3.3678185240582081e-11   9.9984824191778898e-04   1.8799999728798866e-02   4.6899996697902679e-02   2.2549561176643529e-11   3.0599985271692276e-02   8.7399864569306374e-03   6.0887925812380672e-09   1.2656070895133401e-15   8.9416677187537097e-12   7.1428554232571361e-33   5.8900001458823681e-03   4.1699986904859543e-02   1.1799995787441730e-02   1.7583648981300826e-09   1.4479736298866897e-09   5.6000193580985069e-04   9.4759649016395997e-09   3.9240283244978968e-10   5.3739808826905322e-14   7.5102303526364267e-05   6.0599914286285639e-04   9.9959208910149755e-08   8.3703569544013590e-05   5.0700115971267223e-03   2.5502298939272805e-08   1.8899990245699883e-02   1.2100060848752037e-04   1.9631059278157892e-10   4.3299730168655515e-04   1.9235159243180533e-08   8.1999576650559902e-04   1.2999984901398420e-03   1.0399980470538139e-02   8.9301254774909467e-05   7.9699689522385597e-03   7.8222867072597069e-10   2.3160404525697231e-03   1.1209955438971519e-02   6.1946709983828896e-09   7.8295574468256746e-09   1.7200299771502614e-03   3.2600089907646179e-03   1.9300121348351240e-03   4.5229502575239167e-05   8.6046426872599113e-08   7.1993984107621145e-09   2.9411528768008566e-10   4.3357752943506966e-09   1.1102496526305128e-11   5.7389016205888765e-08   1.0004521906375885e-01   4.9954894930124283e-02   2.8578794886158221e-10   1.3634040563204053e-09   4.1933218009049256e-10   4.2334043826031120e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   1.2654187919736160e-08   6.7700067302212119e-04   1.1599999852478504e-03   3.9200010360218585e-04   1.0027100643664102e-14   5.6310419990616457e-15   1.2045493415503345e-17   2.0000000298023224e-01   4.9999989569187164e-02   1.1036874871489873e-17   1.1669999919831753e-02   5.2555866325576517e-09   4.1499399472400000e-09   1.5354267857148329e-09   4.6440001150171994e-11   1.0680484274772084e-09   3.4613528406349237e-13   1.2044557018420221e-10   9.9963904358446598e-04   1.8799996003508568e-02   4.6899974346160889e-02   3.5440587964341574e-11   3.0599927529692650e-02   8.7399389594793320e-03   4.0603651996207191e-08   1.9701999905662182e-14   1.9801323775103796e-11   5.0801498051224160e-32   5.8899987488985062e-03   4.1699949651956558e-02   1.1799982748925686e-02   7.9506676797791442e-09   6.5460605824796403e-09   5.6000892072916031e-04   4.2850103909586323e-08   2.3370299029323860e-09   8.3137739314426140e-13   7.5110932812094688e-05   6.0599611606448889e-04   2.9684727564927016e-07   8.3718259702436626e-05   5.0700525753200054e-03   1.1520770470951902e-07   1.8899956718087196e-02   1.2100546882720664e-04   3.4685815331059189e-10   4.3298822129145265e-04   4.1243964687964763e-08   8.1998127279803157e-04   1.2999936006963253e-03   1.0399911552667618e-02   8.9305722212884575e-05   7.9698627814650536e-03   3.5398395326069476e-09   2.3161796852946281e-03   1.1209947988390923e-02   4.5114742164287236e-08   7.8175093065624424e-09   1.7201385926455259e-03   3.2600399572402239e-03   1.9300524145364761e-03   1.2798838724847883e-04   1.8213377472875436e-07   1.5442457979020219e-08   4.6825654465010302e-10   9.1650198541515238e-09   1.8150201827604739e-11   1.2153925865732162e-07   1.0012724995613098e-01   4.9872897565364838e-02   3.3961305989649304e-10   1.9980594956336972e-09   6.8478384074310839e-10   6.6343901039545017e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   3.8236269261915368e-08   6.7700218642130494e-04   1.1600002180784941e-03   3.9200045284815133e-04   4.5517280537147459e-14   2.6899811452754316e-14   1.1676234034359263e-16   2.0000000298023224e-01   4.9999963492155075e-02   2.4455108427930082e-17   1.1669998988509178e-02   1.5880956993896689e-08   1.2287703299307395e-08   4.8360875304354067e-09   1.4633050327006458e-10   3.3123221943043291e-09   1.8553990809022647e-12   3.2499958280141072e-10   9.9934381432831287e-04   1.8799984827637672e-02   4.6899914741516113e-02   4.4019312500642727e-11   3.0599774792790413e-02   8.7398169562220573e-03   1.4221816968529311e-07   1.0446032466760943e-13   2.6891190663125286e-11   2.1892380928838564e-31   5.8899959549307823e-03   4.1699852794408798e-02   1.1799946427345276e-02   2.4019808364528217e-08   1.9769549552961507e-08   5.6002690689638257e-04   1.2947471361712815e-07   7.6846315977263657e-09   4.4623189691950227e-12   7.5133779319003224e-05   6.0598825803026557e-04   6.9035144178997143e-07   8.3757971879094839e-05   5.0701596774160862e-03   3.4750365784930182e-07   1.8899871036410332e-02   1.2102020264137536e-04   4.4649148267517091e-10   4.3296505464240909e-04   5.5521848452144695e-08   8.1994419451802969e-04   1.2999810278415680e-03   1.0399732738733292e-02   8.9317312813363969e-05   7.9695889726281166e-03   1.0707795539133258e-08   2.3165380116552114e-03   1.1210038326680660e-02   1.6218565690451214e-07   7.7949877663741063e-09   1.7204239265993237e-03   3.2601174898445606e-03   1.9301555585116148e-03   2.8359206044115126e-04   2.4482588401042449e-07   2.0784943544072121e-08   5.8570975847160867e-10   1.2050226594340074e-08   2.2907953312056861e-11   1.6284343473671470e-07   1.0028038918972015e-01   4.9719586968421936e-02   4.4395595533153198e-10   2.4266315623577839e-09   8.6425561152125852e-10   8.2304637771812850e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   1.1395741950082083e-07   6.7700725048780441e-04   1.1600011494010687e-03   3.9200251922011375e-04   1.6824520563622075e-13   1.0156914372061454e-13   1.4117042851678275e-15   2.0000003278255463e-01   4.9999888986349106e-02   5.8566346132444885e-17   1.1669993400573730e-02   4.7333941211036290e-08   3.6038006356875485e-08   1.4633044997935940e-08   4.4265069387705580e-10   9.9354950933161490e-09   7.3325252120115536e-12   1.0886358481343450e-09   9.9870620761066675e-04   1.8799953162670135e-02   4.6899739652872086e-02   4.6867478648016103e-11   3.0599325895309448e-02   8.7394556030631065e-03   4.3966682028440118e-07   4.0995860677538187e-13   2.9099700080137403e-11   1.0846721778144791e-30   5.8899871073663235e-03   4.1699565947055817e-02   1.1799838393926620e-02   7.1551959024418466e-08   5.8833485638842831e-08   5.6008016690611839e-04   3.8585844208682829e-07   2.3808256699453523e-08   1.7603644236752203e-11   7.5201925938017666e-05   6.0596509138122201e-04   1.7458690990679315e-06   8.3877057477366179e-05   5.0704777240753174e-03   1.0313684697393910e-06   1.8899617716670036e-02   1.2106581561965868e-04   4.8363557603181562e-10   4.3289677705615759e-04   5.9904429861035169e-08   8.1983493873849511e-04   1.2999448226764798e-03   1.0399204678833485e-02   8.9351648057345301e-05   7.9687749966979027e-03   3.2001398864167641e-08   2.3175971582531929e-03   1.1210415512323380e-02   5.2294706165412208e-07   7.7379347374062490e-09   1.7212732927873731e-03   3.2603458967059851e-03   1.9304596353322268e-03   6.7916075931861997e-04   2.6451883172740054e-07   2.2402215194006203e-08   6.2306365622433191e-10   1.3059453074504290e-08   2.4446276600254002e-11   1.7533906770950125e-07   1.0066809505224228e-01   4.9331109970808029e-02   7.0470917989950976e-10   2.5825459548656227e-09   9.2342988811111582e-10   8.7594557385273220e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   4.6260652197815944e-07   6.7703856620937586e-04   1.1600150028243661e-03   3.9203080814331770e-04   7.6829493288188555e-13   4.6255008287129917e-13   4.9136665873292240e-14   2.0000010728836060e-01   4.9999538809061050e-02   1.9232167617539607e-16   1.1669971980154514e-02   1.9218855129565782e-07   1.4426316852222953e-07   5.8918491419035490e-08   1.7782982864034125e-09   3.9655507322322592e-08   3.3878799071684895e-11   7.4455388521244004e-09   9.9620036780834198e-04   1.8799809738993645e-02   4.6898927539587021e-02   4.9204283009141037e-11   3.0597262084484100e-02   8.7377913296222687e-03   1.5563389297312824e-06   1.9183248739507164e-12   3.0366462816511230e-11   1.1013355907656340e-29   5.8899475261569023e-03   4.1698243468999863e-02   1.1799335479736328e-02   2.8980517186028010e-07   2.3723229958250158e-07   5.6032498832792044e-04   1.5659769587728078e-06   9.8722047425781057e-08   8.0792705858812042e-11   7.5519004894886166e-05   6.0585851315408945e-04   6.4573632698738948e-06   8.4428575064521283e-05   5.0719454884529114e-03   4.1181883716490120e-06   1.8898453563451767e-02   1.2127984518883750e-04   5.2909510106502466e-10   4.3258248479105532e-04   6.2170400383365632e-08   8.1932795001193881e-04   1.2997805606573820e-03   1.0396767407655716e-02   8.9509630925022066e-05   7.9649677500128746e-03   1.3135874610270548e-07   2.3225028999149799e-03   1.1212358251214027e-02   2.1916150672041113e-06   7.5150694556214148e-09   1.7252117395401001e-03   3.2613941002637148e-03   1.9318624399602413e-03   2.2302453871816397e-03   2.7639538302537403e-07   2.3150311889708064e-08   6.4840488533945972e-10   1.4067131459682969e-08   2.5600218125920726e-11   1.8107250809862308e-07   1.0218232125043869e-01   4.7813240438699722e-02   1.6740463459896660e-09   2.7616737785507439e-09   9.7158314726897288e-10   9.1897057075129851e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   1.6618319023109507e-06   6.7721144296228886e-04   1.1601360747590661e-03   3.9227757952176034e-04   3.0515581381229673e-12   1.7916124313288595e-12   1.2623329031374864e-12   2.0000039041042328e-01   4.9998339265584946e-02   4.8063915798011851e-16   1.1669897474348545e-02   6.9032489591336343e-07   5.0686816166489734e-07   2.0363043518045743e-07   6.1230078785001751e-09   1.3508564222775021e-07   1.3102129103881310e-10   3.9803143891958825e-08   9.9015107844024897e-04   1.8799318000674248e-02   4.6896141022443771e-02   5.4189184389707989e-11   3.0590163543820381e-02   8.7320702150464058e-03   3.5301152365718735e-06   7.7150673002956971e-12   3.2926040366421105e-11   8.9559895200449052e-29   5.8898110873997211e-03   4.1693702340126038e-02   1.1797606013715267e-02   1.0336077593819937e-06   8.3438641240718425e-07   5.6116335326805711e-04   5.6205381042673253e-06   3.6060271213500528e-07   3.0831140418463576e-10   7.6634125434793532e-05   6.0549116460606456e-04   2.1927216948824935e-05   8.6347310570999980e-05   5.0770253874361515e-03   1.4192864910000935e-05   1.8894439563155174e-02   1.2204284576000646e-04   6.3572036523851239e-10   4.3150331475771964e-04   6.6975871959584765e-08   8.1755535211414099e-04   1.2992334086447954e-03   1.0388327762484550e-02   9.0051587903872132e-05   7.9513862729072571e-03   4.8341149749830947e-07   2.3396161850541830e-03   1.1220289394259453e-02   7.9380342867807485e-06   7.0418382236425714e-09   1.7389691201969981e-03   3.2649857457727194e-03   1.9367139320820570e-03   5.5736992508172989e-03   3.0034047426852339e-07   2.4718527669165269e-08   7.0173405974927050e-10   1.6267533098357490e-08   2.8226124562658050e-11   1.9317781152494717e-07   1.0539571940898895e-01   4.4587165117263794e-02   3.4958691497166683e-09   3.1619753482203805e-09   1.0766636471259972e-09   1.0105461711873431e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  12.0   3.7749011880805483e-06   6.7762844264507294e-04   1.1604756582528353e-03   3.9297013427130878e-04   7.4998349544608267e-12   4.2813417741593973e-12   9.0800682944758293e-12   2.0000088214874268e-01   4.9996227025985718e-02   6.9049236475575947e-16   1.1669764295220375e-02   1.5656653431506129e-06   1.1270283266640035e-06   4.4401124910109502e-07   1.3357722927764826e-08   2.9019244607297878e-07   3.1042726722496639e-10   8.2472936924204987e-08   9.8368071485310793e-04   1.8798451870679855e-02   4.6891223639249802e-02   5.7238051104357979e-11   3.0577661469578743e-02   8.7219970300793648e-03   4.4395901568350382e-06   1.9043806462337720e-11   3.4305686763547172e-11   2.8712004352167961e-28   5.8895708061754704e-03   4.1685704141855240e-02   1.1794558726251125e-02   2.3202985630632611e-06   1.8315096212973003e-06   5.6263257283717394e-04   1.2747370419674553e-05   8.2904722376042628e-07   7.2320727184660427e-10   7.8637371188960969e-05   6.0484319692477584e-04   4.8169811634579673e-05   8.9775050582829863e-05   5.0860256887972355e-03   3.0896353564457968e-05   1.8887337297201157e-02   1.2344587594270706e-04   7.1490807718177507e-10   4.2960795690305531e-04   6.9798090862605022e-08   8.1438675988465548e-04   1.2982989428564906e-03   1.0373366996645927e-02   9.1000940301455557e-05   7.9266401007771492e-03   1.1201527740922756e-06   2.3701693862676620e-03   1.1236275546252728e-02   1.8068387362291105e-05   6.7171566087154133e-09   1.7635424155741930e-03   3.2712912652641535e-03   1.9453059649094939e-03   8.0072488635778427e-03   3.1309974701798637e-07   2.5551129212431078e-08   7.3332517835922317e-10   1.7866398138721706e-08   3.0334491862848978e-11   1.9979739818154485e-07   1.0759483277797699e-01   4.2365197092294693e-02   4.6200181458289080e-09   3.4788025793375255e-09   1.1513031639154292e-09   1.0663597294069405e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
