   0.0   1.0000000000000000e-08   1.0000000000000000e-08   2.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   2.0000000000000000e+00   1.0000000000000000e-08   5.0000000000000000e-01   1.0000000000000001e-01   1.0000000000000000e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.0   1.2040733376508087e-02   5.1812541708358521e-02   1.9759992186416553e+00   3.3716905604918523e-02   4.1014164551223274e-02   1.0635272314053718e-06   6.3332123399798479e-07   1.9902823108568863e+00   9.6157530653914264e-07   1.2856726910230049e-01   4.2567511191627300e-01   5.5733740760877637e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.0   2.2469324555089973e-02   5.5795010896804755e-02   1.9646144416562965e+00   6.8635966244730007e-02   1.5964351959463807e-01   1.9477988563716551e-06   6.7903447439582410e-07   1.9667474271604328e+00   1.5159040667416145e-06   5.1783893689385838e-02   4.5711083551079379e-01   2.6994826841418835e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   3.1471016339145126e-02   5.2548107632538206e-02   1.9553407359622965e+00   1.0440732132575450e-01   2.9545545841247634e-01   3.3858555463058331e-06   9.4755632787767088e-07   1.9402485026472496e+00   2.5225083718099807e-06   3.3859076992076804e-02   4.3026260534302274e-01   2.0487260201035197e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   3.9507451985537761e-02   4.8547501500888567e-02   1.9465555960275562e+00   1.4052588518295997e-01   4.2500528212942495e-01   5.0629836578127272e-06   1.3068749478356725e-06   1.9129135195776692e+00   3.7223368671602459e-06   2.2546677058734269e-02   3.9742000577276715e-01   1.9658429732266737e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   4.6755194361857488e-02   4.4139829080766732e-02   1.9379315091582183e+00   1.7680184494321585e-01   5.5254977571059882e-01   7.0978190933636183e-06   1.7528269118158311e-06   1.8852597353893528e+00   5.1876823017043693e-06   1.5098580467708395e-02   3.6134440022721731e-01   1.9490410105027244e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   5.3267618057308432e-02   3.9476064775770689e-02   1.9293530912168324e+00   2.1317645672695493e-01   6.7930934314267755e-01   9.6017405381862924e-06   2.3140041221012913e-06   1.8574611664946996e+00   7.0015573914782383e-06   1.0381326563655877e-02   3.2317461865207986e-01   1.9553598445247896e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   5.9063613089370269e-02   3.4683761802684954e-02   1.9207652899622008e+00   2.4962808841952722e-01   8.0527863326311910e-01   1.2780502993360867e-05   3.0354212888290952e-06   1.8295943013834524e+00   9.3148135313270913e-06   7.3695655538494106e-03   2.8393875293725235e-01   1.9722118555870296e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   6.4147991136821778e-02   2.9849836654721587e-02   1.9121370244799796e+00   2.8615025224513368e-01   9.3026472209644651e-01   1.6934844048816531e-05   3.9914654414794055e-06   1.8016964103206607e+00   1.2351488784932272e-05   5.3496499331848416e-03   2.4435212668485892e-01   1.9947400903186588e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.1   6.8518432922005865e-02   2.5025242360044279e-02   1.9034489094132854e+00   3.2274369645452416e-01   1.0541398634693309e+00   2.2628013977265994e-05   5.3114424004569812e-06   1.7737855857775229e+00   1.6526912267458892e-05   3.9008030922176693e-03   2.0483708753125146e-01   2.0205612091404293e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
   0.2   7.2168503578790594e-02   2.0237231885756449e-02   1.8946881982302264e+00   3.5941260295242661e-01   1.1768479994430194e+00   3.0909971655272563e-05   7.2402742962220521e-06   1.7458693716796236e+00   2.2616863427468861e-05   2.7990758611152254e-03   1.6561983760766680e-01   2.0484382984085759e-08   1.3000000000000000e+04   2.0000000000000000e+05   1.0000000000000000e-08   1.0000000000000000e-08 
