  12.0   3.6632338829001299e-10   3.0597442673752084e-05   2.9546027083271476e-12   8.6063228081911802e-06   2.4191038712137458e-13   6.2070762634277344e+01   3.7944491299013450e-12   3.0086309814453125e+02   7.6023765060995174e-10   1.3757644653320312e+02   4.4256063842773438e+02   3.2247421264648438e+02   6.7625627517700195e+00   2.0572817993164062e+02   2.1267999267578125e+02   7.5374530448069299e-17   4.5113045243905248e-11   3.4194860839843750e+02   2.6079510498046875e+02   1.7354363389052163e-14   9.2199747836474444e-11   5.4209508409952534e-11   5.2468546000994376e-12   7.5408160618573028e-12   1.6568511843336278e-15   1.0879088428727979e-12   6.8473144531250000e+01   7.2665725708007812e+01   6.1035770177841187e-01   1.5235099792480469e+01   2.8995935427017505e-13   2.5190602111816406e+02   0.0000000000000000e+00 0 
  12.0   2.2908154539980075e-10   1.2815888794648345e-07   1.7014491757779554e-13   6.0406321722439316e-08   6.0532688650266012e-15   1.9662986993789673e+00   9.4949676105512276e-14   9.8354476928710938e+01   1.9137913476185986e-11   1.2295797348022461e+01   1.3274380493164062e+02   1.3150877380371094e+02   4.2134876251220703e+01   5.1362514495849609e+01   7.5982261657714844e+01   1.8854515000156072e-18   1.1289023101740403e-12   1.3338346862792969e+02   1.2949193000793457e+01   2.6803163828802298e-16   2.2212000034410595e-12   1.3557814810064017e-12   1.3128217859603025e-13   1.7870104809976362e-13   1.6253437292176951e-16   1.0463586462263136e-15   6.0567584037780762e+00   1.4011228561401367e+01   3.1962735652923584e+00   9.2608612775802612e-01   2.9683522129951003e-15   7.4479110717773438e+01   0.0000000000000000e+00 0 
  12.0   1.9261454653474175e-09   2.0844848069856425e-09   7.7029133871658710e-15   1.3467256199106714e-09   2.2862287455164502e-16   6.9249697029590607e-02   3.5861007529659501e-15   1.4009563446044922e+01   7.2380269095992378e-13   5.8293098211288452e-01   1.7534921646118164e+01   2.6906433105468750e+01   5.5636577606201172e+01   5.4050612449645996e+00   1.7081909179687500e+01   7.1805035122147996e-20   4.2645432270140698e-14   3.4447082519531250e+01   5.3238612413406372e-01   1.8991202460477398e-18   8.3007717724143532e-14   5.1214830716194565e-14   4.9558237559272494e-15   4.9381893769983622e-15   7.0426571340117747e-15   2.6055747580973268e-17   5.8470708131790161e-01   1.9192236661911011e+00   1.0879895210266113e+01   8.8351696729660034e-02   7.8331899661293386e-17   1.3641831398010254e+01   0.0000000000000000e+00 0 
  12.0   1.7798343776576075e-07   1.3605208370223287e-15   1.6385102150592946e-20   1.9160778886651627e-15   5.0665004369845095e-22   1.0307589093372371e-07   7.9443532706779494e-21   2.2086248918640194e-06   1.5479330655676857e-18   7.9235348948714091e-07   9.0614201326388866e-05   2.8193817706778646e-04   3.3666354417800903e-01   2.2967320546740666e-05   1.0137995705008507e-03   5.3348574116420003e-23   2.0105887531005188e-19   6.1920436564832926e-04   1.0170002724407823e-06   2.3460742102473323e-19   2.0514425573196593e-19   4.5771904778772247e-19   7.8834057256792803e-23   4.6102518529852035e-19   3.7475946824960804e-13   4.1727126000237481e-19   2.5233851745724678e-02   5.9439055621623993e-03   4.5351101684570312e+02   8.0653546774556162e-07   6.2282996391738535e-21   6.6179654095321894e-04   0.0000000000000000e+00 0 
  12.0   1.7223885151906870e-05   1.2776522487414136e-21   9.9884774335947427e-27   5.5772063435201447e-19   3.2678555776543123e-28   5.7066330827471035e-14   5.1240071060782056e-27   4.7758678789477926e-08   8.9506808879017542e-24   1.1741124565645134e-12   2.2940139371430135e-11   1.8186441241851981e-10   1.9272047211416066e-06   2.2171450439478768e-11   1.0950771400786152e-09   3.1968360992140800e-23   1.3326691500764057e-20   9.6861430210992694e-04   1.0844448169317067e-12   2.9086879297309147e-21   3.8130446347990141e-22   7.7752870854362005e-20   8.6716009332704814e-21   6.3779554335748061e-20   2.5241045148102770e-13   1.2502011514171707e-22   1.0147655382752419e-02   8.3264196291565895e-04   4.7322241210937500e+02   4.8326772230211645e-05   9.3592749909667051e-22   1.3945183354735491e-06   0.0000000000000000e+00 0 
  12.0   1.7219115979969501e-03   1.2532060814866743e-27   1.3485134271051299e-29   5.2132189728070102e-21   2.6088592323736965e-37   2.5978842738267835e-19   5.1243520780430963e-37   5.7170310152621084e-12   3.0191195201469144e-26   2.2850735381601831e-17   3.8188649998985704e-18   2.8541933210591224e-18   2.3970248529125993e-12   1.6998745764897982e-20   3.1417312599136410e-14   3.1222563812683553e-27   1.2944319986158430e-24   1.0493742053085953e-07   1.2005258936918459e-18   2.7055523023319781e-25   3.7256510802540518e-26   7.5120841644263187e-24   8.4034078460437720e-25   6.2806028716166598e-24   2.4351012710923959e-17   3.5894029468220918e-23   6.2011752743273973e-04   1.5909334649677476e-07   1.0003185272216797e+00   1.0649825910036270e-08   3.5805900368428052e-26   1.5008165543672902e-10   0.0000000000000000e+00 1 
  12.0   1.8124102219019278e-09   1.2631283762636601e-27   1.3527759012765788e-29   5.3952528297376617e-21   2.8100846784316909e-34   1.5103837186487239e-19   4.1572536884600866e-33   3.9363265251501911e-12   3.4234193622388338e-26   1.6763794495232369e-17   5.5658568051304577e-17   1.7429267253731690e-16   2.3867370753383188e-12   8.9665493317492768e-18   2.4767171379915225e-15   2.1258757541676410e-27   8.8517944124191321e-25   7.1407981749871396e-08   1.2131777245584210e-18   1.8709367250510489e-25   2.4329889342199029e-26   5.1561266162957051e-24   5.8363548667653155e-25   4.3132740985691042e-24   1.6773621400909499e-17   3.1903390407986797e-23   1.9243975857285989e-10   1.0267621775028601e-07   2.2600837051868439e-01   6.8851435663930260e-09   6.5155643033758329e-24   1.0263657285181083e-10   0.0000000000000000e+00 1 
  12.0   2.2245819523130782e-16   9.6120803104627100e-26   7.3465752064103619e-32   1.8835498465570399e-31   2.5667110168036656e-32   5.6041698465499592e-19   4.0228529394179656e-31   1.0138326289599320e-10   1.4591007036793027e-26   5.2902962086116465e-16   5.0363283083331399e-15   1.5175421954217311e-14   1.6568969807284617e-10   1.0726344552830893e-15   1.1257555759987270e-13   5.5301152423135090e-26   2.3073479391508949e-23   1.8157184058509301e-06   8.4621251643554574e-17   4.8458885270862695e-24   7.0839512073620555e-25   1.3403395538913444e-22   1.4826262060394411e-23   1.1159310931145473e-22   4.3426497762067242e-16   4.0767180475988992e-22   8.3562490260646882e-09   2.2199044451554073e-06   2.1276233196258545e+00   1.3400460829871008e-07   1.8378925546049825e-22   2.5992097363314315e-09   0.0000000000000000e+00 1 
  12.0   1.9863046690205226e-18   7.7632141879065148e-25   3.6153440777195330e-31   4.6013776439525060e-35   2.2957914836107532e-31   6.5965494909705194e-18   3.6024850628972438e-30   2.1947092754270869e-10   6.2528020221933984e-30   1.7335508647404519e-15   4.4325183307840701e-14   1.3038025791379387e-13   1.3243081076197427e-09   1.0434555678545416e-14   1.3292545232926334e-12   1.2105678260032479e-25   5.0780374330600582e-23   3.8779658098064829e-06   6.3254906429557932e-16   1.0783182682624818e-23   1.5486269439280491e-24   2.9561710453379779e-22   3.2593747829694672e-23   2.4504145222987654e-22   9.5733643638195231e-16   1.1006067442785963e-22   1.1760047158304587e-08   3.9887913771963213e-06   2.5544130802154541e+00   2.2777622632474959e-07   9.5977598226273936e-24   5.6115196933603784e-09   0.0000000000000000e+00 1 
  12.0   1.9360747467086994e-18   5.2099068140786949e-24   1.8965116052279639e-28   5.5335023587557424e-31   1.6032872139000912e-30   2.0867408397350377e-16   2.5509005307985239e-29   2.5323143582056673e-10   2.2645982847979972e-25   4.8163491932499882e-15   3.0846020724652201e-13   9.4270912690680442e-13   8.3525186767019477e-09   7.4133970175745828e-14   5.9932098346593410e-12   1.4916330500767053e-25   6.2019966689437310e-23   4.4769685700885020e-06   4.3219830722662257e-15   1.3369226502120339e-23   1.7594771379419815e-24   3.5995084443445902e-22   3.9478786970944344e-23   2.9503660388175099e-22   1.1620070191302586e-15   5.2820384408720222e-23   5.2772564096414953e-09   3.6629371606977656e-06   2.1847598552703857e+00   2.0388247889968625e-07   2.4911596298155376e-23   6.9864150020748639e-09   0.0000000000000000e+00 1 
