  12.0   9.9999999392252903e-09   9.9999999392252903e-09   1.0000000000000000e+00   9.9999999392252903e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+00   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   3.0000000000000000e+02   1.0000000000000000e+01   9.9999999392252903e-09   9.9999999392252903e-09   5.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+02   2.0000000000000000e+01   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   5.0000000000000000e+01   9.9999999392252903e-09   1.2500000800000000e+08 
  13.0   1.6908394172635011e-12   2.3595638573169708e-02   6.0436000823974609e+00   1.7582668078830466e-05   9.1186933517456055e+00   2.5630928575992584e-02   6.9393444061279297e+00   1.0689143091440201e-03   2.5427272915840149e-01   2.5011354684829712e-01   7.2243114118464291e-05   9.2748346328735352e+00   6.3579463471796771e-08   1.0889534950256348e+00   3.5237591266632080e+00   3.0713040161132812e+02   1.5661366462707520e+01   2.2567121777683496e-03   4.4561669230461121e-01   4.8564586639404297e+01   1.9906938552856445e+01   2.2626514434814453e+00   6.0707402229309082e+00   1.2922379493713379e+01   9.7674903869628906e+01   4.4619762420654297e+01   2.0646353368647397e-04   3.6656621377915144e-03   5.2322270676086191e-06   3.0456925742328167e-04   9.9081296920776367e+00   1.3408553786575794e-04   1.2500000800000000e+08 
  14.0   2.2844356614704076e-12   1.7259499430656433e-01   1.4385437011718750e+01   5.5656339100096375e-05   7.7585601806640625e+00   2.7139263227581978e-02   3.6601097583770752e+00   9.2463166220113635e-04   1.9873584806919098e-01   4.0809005498886108e-01   9.8878124845214188e-05   2.1734678268432617e+01   1.0570197161996475e-07   1.2342661619186401e+00   3.3004639148712158e+00   3.1960607910156250e+02   1.4248612403869629e+01   4.9290894530713558e-03   6.2351560592651367e-01   4.7078887939453125e+01   2.2583391189575195e+01   1.7404279112815857e-01   2.5872297286987305e+00   1.2174322128295898e+01   1.3352140808105469e+02   2.7347082138061523e+01   3.5313642001710832e-04   9.7475377842783928e-03   3.4944346225529443e-06   5.2150973351672292e-04   4.2742481231689453e+00   3.4145373501814902e-04   1.2500000800000000e+08 
  15.0   2.7334853131000258e-12   1.6735072135925293e+00   2.3982786178588867e+01   1.5728331345599145e-04   5.9710259437561035e+00   1.2137047946453094e-02   1.2972540855407715e+00   3.8445868995040655e-03   8.2979820668697357e-02   4.3454387784004211e-01   9.0108878794126213e-05   3.1774402618408203e+01   1.4281413029948453e-07   8.2895451784133911e-01   1.9414681196212769e+00   3.3386746215820312e+02   1.0074956893920898e+01   1.7485966905951500e-02   4.5218011736869812e-01   4.5205638885498047e+01   2.0334774017333984e+01   2.8357061091810465e-03   6.6936427354812622e-01   8.4063224792480469e+00   1.6818406677246094e+02   8.8773832321166992e+00   4.9547269009053707e-04   3.1604751944541931e-02   1.6005631096049910e-06   7.0260092616081238e-04   9.5657157897949219e-01   1.1656937422230840e-03   1.2500000800000000e+08 
  16.0   2.5121189850541015e-12   7.2891888618469238e+00   2.9395214080810547e+01   5.4798432392999530e-04   4.6907277107238770e+00   5.1601917948573828e-04   4.9877950549125671e-01   2.2859802469611168e-02   8.6472593247890472e-03   5.8051966130733490e-02   3.9236525481101125e-05   3.4394836425781250e+01   8.6774100793718389e-08   5.7680708169937134e-01   9.5120733976364136e-01   3.4366067504882812e+02   7.2046623229980469e+00   7.9105637967586517e-02   2.6952329277992249e-01   4.3338481903076172e+01   1.6390399932861328e+01   6.1925587942823768e-05   1.8678285181522369e-01   5.5846405029296875e+00   1.7829139709472656e+02   8.5747319459915161e-01   3.1362887239083648e-04   4.2163506150245667e-02   7.2187913247034885e-07   2.8588977875187993e-04   6.3248209655284882e-02   8.8476072996854782e-03   1.2500000800000000e+08 
  17.0   1.7561849327205059e-12   1.3320786476135254e+01   2.9753892898559570e+01   2.8315989766269922e-03   3.9688889980316162e+00   2.0525925719994120e-05   2.5732600688934326e-01   1.1814962327480316e-01   3.9378015208058059e-04   5.6569767184555531e-03   2.4556897187721916e-05   3.4475982666015625e+01   6.6802691378597956e-08   5.7442390918731689e-01   5.2943396568298340e-01   3.4915881347656250e+02   5.6713342666625977e+00   1.3408698141574860e-01   2.0713028311729431e-01   4.1981124877929688e+01   1.5031997680664062e+01   4.1661101022327784e-06   7.3680847883224487e-02   4.2045497894287109e+00   1.7274450683593750e+02   9.5895342528820038e-02   2.4922296870499849e-04   3.8375560194253922e-02   4.5810841697857541e-07   1.1339191405568272e-04   4.0276623331010342e-03   5.5045399814844131e-02   1.2500000800000000e+08 
  18.0   8.3959401930844280e-13   1.6948011398315430e+01   2.9357688903808594e+01   1.1867956491187215e-03   3.5386323928833008e+00   2.6750050892587751e-05   1.6334716975688934e-01   1.6822785139083862e-01   2.1164865756873041e-04   5.6359772570431232e-03   1.1427101526351180e-05   3.4518558502197266e+01   3.5310122825649159e-08   5.0080311298370361e-01   3.6154571175575256e-01   3.5236642456054688e+02   4.7811646461486816e+00   9.3284308910369873e-02   1.7786598205566406e-01   4.1039249420166016e+01   1.4336112022399902e+01   6.1594664657604881e-07   3.7255275994539261e-02   3.4878387451171875e+00   1.6879609680175781e+02   1.3634888827800751e-01   1.3475681771524251e-04   2.6821661740541458e-02   2.2032621416201437e-07   1.0395822755526751e-04   3.2465634867548943e-03   3.8620408624410629e-02   1.2500000800000000e+08 
  19.0   1.1706785443387629e-13   1.8203401565551758e+01   2.9054040908813477e+01   3.9728623232804239e-04   3.3831036090850830e+00   3.8469657738460228e-05   1.3671690225601196e-01   1.7766588926315308e-01   1.6840003081597388e-04   3.6178487353026867e-03   2.1043085780547699e-06   3.4587184906005859e+01   6.8138845676912752e-09   4.2754754424095154e-01   3.1700015068054199e-01   3.5350457763671875e+02   4.4142899513244629e+00   4.9306280910968781e-02   1.5400561690330505e-01   4.0668479919433594e+01   1.4250717163085938e+01   2.6080812176587642e-07   2.6142062619328499e-02   3.2506947517395020e+00   1.6712861633300781e+02   2.0365476608276367e-01   2.6241712475894019e-05   1.1409508064389229e-02   3.1019499857620758e-08   1.0046056559076533e-04   8.1889983266592026e-04   2.5882828980684280e-02   1.2500000800000000e+08 
  20.0   0.0000000000000000e+00   1.8356439590454102e+01   2.8832784652709961e+01   3.0241897911764681e-04   3.3654615879058838e+00   6.0929669416509569e-05   1.3391524553298950e-01   1.7977401614189148e-01   1.6307056648656726e-04   1.9479362526908517e-03   3.8881455566297518e-07   3.4675262451171875e+01   1.2658848413948931e-09   3.4295690059661865e-01   3.1774431467056274e-01   3.5364505004882812e+02   4.2915492057800293e+00   3.1176600605249405e-02   1.3329525291919708e-01   4.0622497558593750e+01   1.4553202629089355e+01   2.0002724454570853e-07   2.2087102755904198e-02   3.2267303466796875e+00   1.6668917846679688e+02   2.4327519536018372e-01   4.8807410166773479e-06   5.1987688057124615e-03   0.0000000000000000e+00   1.3286553439684212e-04   3.4388334402279952e-09   2.1675469353795052e-02   1.2500000800000000e+08 
  21.0   0.0000000000000000e+00   1.8443811416625977e+01   2.8639501571655273e+01   2.9766585794277489e-04   3.3559796810150146e+00   8.4404440713115036e-05   1.3242721557617188e-01   1.8181000649929047e-01   1.6259829862974584e-04   1.9277938408777118e-03   3.7532731766987126e-07   3.4769195556640625e+01   1.2254434134106873e-09   2.5428846478462219e-01   3.2016354799270630e-01   3.5373031616210938e+02   4.1854648590087891e+00   3.0305890366435051e-02   1.1521449685096741e-01   4.0596656799316406e+01   1.4844012260437012e+01   1.5890027782461402e-07   1.8876766785979271e-02   3.2146146297454834e+00   1.6633532714843750e+02   2.4764166772365570e-01   4.7278258534788620e-06   5.0541209056973457e-03   0.0000000000000000e+00   1.8084734620060772e-04   4.7898347510511030e-09   2.1168624982237816e-02   1.2500000800000000e+08 
