  12.0   9.8708511352539062e+01   6.6244211200000000e+08   5.3259999641600000e+11   8.7251654400000000e+08   2.2398342400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8708518981933594e+01   6.6255078400000000e+08   5.3260006195200000e+11   8.7256032000000000e+08   2.2393966400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8708610534667969e+01   6.6312684800000000e+08   5.3260048793600000e+11   8.7282252800000000e+08   2.2367750400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8709442138671875e+01   6.6489024000000000e+08   5.3260474777600000e+11   8.7437824000000000e+08   2.2212172800000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8715644836425781e+01   6.6559532800000000e+08   5.3263846604800000e+11   8.8273875200000000e+08   2.1376118400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8742141723632812e+01   6.6557523200000000e+08   5.3278149836800000e+11   9.0857241600000000e+08   1.8792747200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8805534362792969e+01   6.6588704000000000e+08   5.3312382566400000e+11   9.3546854400000000e+08   1.6103129600000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.8897254943847656e+01   6.6646406400000000e+08   5.3361878630400000e+11   9.4313747200000000e+08   1.5336238400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.9061500549316406e+01   6.6755366400000000e+08   5.3450480025600000e+11   9.4388537600000000e+08   1.5261454400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.9542015075683594e+01   6.7075289600000000e+08   5.3709953433600000e+11   9.4341587200000000e+08   1.5308408000000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.0   9.9652984619140625e+01   6.7149216000000000e+08   5.3770017177600000e+11   9.4332633600000000e+08   1.5317358400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.2   1.0057733154296875e+02   6.7765702400000000e+08   5.4272714342400000e+11   9.4252723200000000e+08   1.5397267200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.5   1.0146000671386719e+02   6.8357638400000000e+08   5.4770456985600000e+11   9.4171616000000000e+08   1.5478376000000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  12.8   1.0226399993896484e+02   6.8904972800000000e+08   5.5262845337600000e+11   9.4086726400000000e+08   1.5563270400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  13.0   1.0292911529541016e+02   6.9373708800000000e+08   5.5748742348800000e+11   9.3993606400000000e+08   1.5656387200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  13.2   1.0338806152343750e+02   6.9726291200000000e+08   5.6226689843200000e+11   9.3887091200000000e+08   1.5762905600000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  13.5   1.0354640197753906e+02   6.9910342400000000e+08   5.6694688972800000e+11   9.3760281600000000e+08   1.5889715200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  13.8   1.0329988861083984e+02   6.9867020800000000e+08   5.7149692313600000e+11   9.3605184000000000e+08   1.6044809600000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  14.0   1.0252932739257812e+02   6.9528230400000000e+08   5.7588036403200000e+11   9.3411948800000000e+08   1.6238041600000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  14.2   1.0110842895507812e+02   6.8821459200000000e+08   5.8004865024000000e+11   9.3169081600000000e+08   1.6480910400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  14.5   9.8910720825195312e+01   6.7672633600000000e+08   5.8394928742400000e+11   9.2863020800000000e+08   1.6786966400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  14.8   9.5816947937011719e+01   6.6009849600000000e+08   5.8752080281600000e+11   9.2477280000000000e+08   1.7172704000000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  15.0   9.1732536315917969e+01   6.3772204800000000e+08   5.9070205132800000e+11   9.1991993600000000e+08   1.7657985600000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  15.2   8.6596260070800781e+01   6.0916288000000000e+08   5.9343437824000000e+11   9.1382944000000000e+08   1.8267030400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  15.5   8.0397514343261719e+01   5.7419046400000000e+08   5.9566483046400000e+11   9.0619494400000000e+08   1.9030478400000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  15.8   7.3193778991699219e+01   5.3295635200000000e+08   5.9735546265600000e+11   8.9663500800000000e+08   1.9986475200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  16.0   6.5114799499511719e+01   4.8594816000000000e+08   5.9848779366400000e+11   8.8465292800000000e+08   2.1184684800000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  16.2   5.6387557983398438e+01   4.3418246400000000e+08   5.9907158835200000e+11   8.6962240000000000e+08   2.2687739200000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  16.5   4.7289054870605469e+01   3.7892412800000000e+08   5.9914302259200000e+11   8.5068531200000000e+08   2.4581448000000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  16.8   3.8184436798095703e+01   3.2197158400000000e+08   5.9877117132800000e+11   8.2674694400000000e+08   2.6975292800000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
  17.0   2.9453842163085938e+01   2.6523344000000000e+08   5.9805014425600000e+11   7.9631603200000000e+08   3.0018384000000000e+08   8.1199998863147008e+16   1.6969999902048256e+16 
