  12.0   8.2159984111235262e-13   6.8616650139574631e-08   2.9546031212557093e-16   1.9302490272821160e-08   2.4191044252262329e-17   2.1016201004385948e-02   3.7944497880459450e-16   3.4465231001377106e-02   7.6023781996233109e-14   3.5397060215473175e-02   5.2252698689699173e-02   3.4822903573513031e-02   1.5167254954576492e-02   2.5815449655056000e-02   2.1813435479998589e-02   7.5374531107228850e-21   4.5113046768564553e-15   3.4565452486276627e-02   1.5788157284259796e-01   1.7354365056648278e-18   9.2199748066867405e-15   5.4209515701212144e-15   5.2468555945161177e-16   7.5408172214454076e-16   1.6568512972437814e-19   1.0879090004209261e-16   6.8652257323265076e-03   7.3057445697486401e-03   6.2866471125744283e-05   1.5350605826824903e-03   2.8995936252874629e-17   2.6164559647440910e-02   0.0000000000000000e+00 1 
  12.0   1.9027451582871003e-18   1.8132044715457596e-05   1.7806432496298309e-15   6.1602037249031127e-07   4.7337326303645682e-17   4.5696576125919819e-03   7.4250156414571280e-16   2.0914077758789062e-03   1.4630541244654849e-13   1.7114956790464930e-05   2.7290354482829571e-03   2.0608839113265276e-03   3.5563693381845951e-03   1.6572299646213651e-03   1.5351623296737671e-03   1.4761748889347692e-20   8.8274775266209901e-15   2.6929506566375494e-03   7.3472721851430833e-05   3.5549782544722098e-18   2.1725720858846789e-14   1.0624149604228188e-14   1.0268947820104755e-15   1.4842250226502541e-15   7.3069348376692620e-20   4.7567752484872251e-15   2.8278366662561893e-03   9.5542438793927431e-04   1.7477934377563287e-10   2.0851443987339735e-03   5.0376596323679869e-16   9.7488617757335305e-04   0.0000000000000000e+00 1 
  12.0   1.9125857124443373e-18   1.8576748669147491e-02   4.2385550364648639e-13   1.6013631829991937e-04   2.0753871571704819e-16   1.2008900521323085e-03   3.2548721188321817e-15   5.0918565830215812e-04   5.7532499814563764e-13   4.0719001553952694e-03   4.3608713895082474e-05   4.7821601037867367e-04   5.6497927289456129e-04   6.4558617305010557e-04   3.0939932912588120e-04   6.4621100749095662e-20   3.8672668176533212e-14   2.2788977366872132e-04   4.2087212204933167e-03   1.5389480229589816e-17   1.6718660418753306e-13   4.6572907206124392e-14   4.5006938951262006e-15   6.4930377833291933e-15   6.4953271926172522e-19   2.5750755694442518e-13   5.5088993394747376e-04   2.1250564259389648e-06   1.6784263865907145e-12   5.0771571695804596e-03   4.4468758780532094e-14   1.7343513900414109e-03   0.0000000000000000e+00 1 
  12.0   1.3768406755660941e-20   6.5969175100326538e-01   1.0892559423880677e-11   1.1315252631902695e-02   1.1875372274352137e-14   8.8233200585818850e-06   1.8622629209107816e-13   1.5580073231831193e-03   3.1057760530028844e-11   9.1507332399487495e-03   1.4058043016120791e-03   1.6105681424960494e-03   4.0834990795701742e-04   1.8222394865006208e-03   9.9240604322403669e-04   3.7074516296034968e-18   2.2113146817132057e-12   5.6225940352305770e-04   5.0078951753675938e-03   8.7586039012512037e-16   7.2199464289102178e-12   2.6522629578695778e-12   2.5740065461021810e-13   3.7104911157492815e-13   7.2042444446891751e-16   1.3746339136422314e-11   4.1507100104354322e-04   1.1832808377221227e-03   1.4918039026312613e-11   7.4203802796546370e-05   3.5128592743016718e-12   1.8856056267395616e-03   0.0000000000000000e+00 1 
  12.0   5.6562248394858040e-19   1.1028132587671280e-01   2.7669472615898805e-11   7.6639011502265930e-02   2.9897030760350080e-14   2.4894745820347453e-07   4.6865229795869934e-13   3.4446688368916512e-04   6.5596368614695422e-11   2.4191066622734070e-03   1.4894700143486261e-03   6.6083547426387668e-04   8.4029755089432001e-04   5.2774482173845172e-04   3.2143358839675784e-04   9.4247743038791520e-18   5.5530883710797063e-12   1.6964507522061467e-03   9.3397859018296003e-04   2.2003514631261257e-15   1.7187707854193768e-11   6.6641731195915543e-12   6.4744271142253007e-13   9.3210725596315491e-13   2.9518457854904243e-14   2.9285785602128911e-11   8.4862060612067580e-04   1.5651741996407509e-03   3.9000334212113685e-11   7.1033633730621659e-07   8.4506169423237409e-12   1.1112798238173127e-03   0.0000000000000000e+00 1 
  12.0   5.6794829662821719e-17   1.0572239756584167e-02   5.8752350207136317e-11   2.1428016945719719e-02   1.8169181979256488e-14   1.0909052434726618e-05   2.8419513921004724e-13   1.2573409185279161e-04   6.8594305582814208e-12   7.1802217280492187e-04   1.3978143688291311e-03   1.9012705888599157e-04   9.6892815781757236e-04   6.0389327700249851e-05   2.8745012969011441e-05   6.0555961178276845e-18   3.3239121090961055e-12   1.7545145237818360e-03   6.4680389186833054e-05   1.3083917824703389e-15   8.6960620995779614e-12   3.9984912082735580e-12   3.9017224238817316e-13   5.5831711866585754e-13   2.9862488350185235e-12   1.3056574051095726e-11   9.7717670723795891e-04   1.4520229306071997e-03   1.1694667803596737e-11   6.6051802916078373e-10   4.7809916832800003e-13   1.2731539318338037e-03   0.0000000000000000e+00 1 
  12.0   1.7765936698123028e-14   1.7839853171608411e-05   1.1353831557651267e-13   4.7692563384771347e-03   8.4414863066231000e-15   4.2946299072355032e-04   1.3256428832257583e-13   2.4718912318348885e-03   5.8518301315757526e-11   8.4383631474338472e-05   5.2774303185287863e-05   9.3475955864619209e-09   6.3734332798048854e-05   4.1909152059815824e-07   1.8744433418760309e-06   3.2785913624241010e-18   1.6048635944482248e-12   5.3481016948353499e-05   4.6166223910404369e-06   9.5898317431053308e-16   5.7746867183905426e-12   1.9639394277515265e-12   2.1003070972951815e-13   2.8866191663541596e-13   9.7088581618720582e-10   1.7077011804644826e-08   6.4129642851185054e-05   5.3045201639179140e-05   1.1451382952998301e-08   1.0416964641990489e-06   4.1406882367311937e-09   7.8049553849268705e-05   0.0000000000000000e+00 1 
  12.0   1.2512788548357801e-11   4.3510607792995870e-04   3.1174504755426824e-08   5.5593997240066528e-01   1.7939776183681366e-12   1.6985971480607986e-02   2.8766867360419113e-11   1.1381688818801194e-04   8.6296175538791431e-08   9.3092785391490906e-05   1.3132351159583777e-04   1.0448800167068839e-03   4.2101583676412702e-04   4.1886010876623914e-05   4.4225540477782488e-05   1.3398320837554220e-16   3.6288341775936317e-10   2.4304996259161271e-05   4.9884522013599053e-05   3.7179562542826589e-14   2.6312374501458180e-09   4.1414671692052707e-10   2.9532317563640831e-11   5.1538110584781194e-11   7.0033314614192932e-07   6.5212375375267584e-06   4.2023611604236066e-04   8.9751738414634019e-05   4.7690614337625448e-06   7.9497095430269837e-04   2.9310017453099135e-06   5.3766975179314613e-04   0.0000000000000000e+00 1 
  12.0   9.0043833500530468e-11   3.5097933141514659e-04   1.0129561189842207e-07   1.2399270385503769e-01   2.2524071095677417e-13   1.5039853751659393e-02   3.0078346497514064e-12   2.7470372515381314e-05   9.4911399628472282e-08   5.4517731769010425e-04   2.5631274911575019e-04   6.2744104070588946e-04   7.7308248728513718e-04   9.8123018688056618e-07   8.5308022335084388e-07   1.9039538825746383e-15   2.0120795654610113e-11   2.9354805519687943e-05   1.7669604858383536e-05   3.7519455858142647e-13   3.0430177822005078e-10   4.2108840719867757e-11   2.0215645130106097e-11   1.2953754388589367e-11   5.8304967751610093e-06   3.0953116947785020e-05   7.7488349052146077e-04   5.0425045628799126e-05   2.4059703719103709e-05   3.2405480742454529e-03   3.0092700399109162e-05   9.1495981905609369e-04   0.0000000000000000e+00 1 
  12.0   6.3198762889626892e-10   1.8247370608150959e-03   4.9766555321184569e-07   8.5259214043617249e-02   9.9575472867208248e-11   1.5986671671271324e-02   1.5195856795102713e-09   1.2251506268512458e-04   1.6646088674132642e-10   1.7587697366252542e-03   1.2863363372161984e-03   5.3494906751438975e-04   2.8118670452386141e-03   2.2234868083614856e-05   1.3827763905283064e-04   1.1205176597781780e-13   1.5888687698861759e-08   7.1588222635909915e-04   6.4780155662447214e-04   1.8197700291100460e-11   3.4963679951260929e-08   2.1125829974266708e-08   2.8873565760534348e-09   3.3394680354348338e-09   4.9086029321188107e-05   1.5026338223833591e-04   2.8386157937347889e-03   1.8093478502123617e-05   1.2209083070047200e-04   1.0322478599846363e-02   3.3981484011746943e-04   2.9646968469023705e-03   0.0000000000000000e+00 1 
