   0.0   3.2288604781758310e-16   2.1479385466576873e-15   5.9499537153511525e-15   3.3171368755101349e-15   1.7330412685435601e-14   6.5450484650268043e-16   4.4560301654548366e-16   4.6913313653999898e-15   6.8198603638295816e-16   2.9069767426559423e-12   2.8825602928911342e-12   7.5923665878241202e-18   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   9.1269237292965172e-19   3.8390485235240135e-11   9.9960052171374492e-16   2.1926252272823272e-19   4.5369267370753974e-11   2.4627705246208406e-19   1.4574011202040832e-19   1.0209253173147008e-15   2.4691051771493483e-19   5.4801296963877255e-14   5.8557894861213655e-14   1.9645598113168011e-21   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   1.8542737392395035e-17   1.8311816063487640e-08   1.7619601253276301e-13   4.9269239272048079e-20   2.3694977091537339e-09   1.5686737922468404e-18   1.4832387528720306e-18   1.7817622648564485e-13   1.8989556371058417e-18   3.4297155337981167e-08   3.7121210993973364e-08   3.1127530233406415e-20   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   4.7004880456696929e-14   7.1305295001877766e-11   2.4701307665964123e-10   5.2078851756238997e-14   2.4512504873119845e-11   2.8656249571246053e-17   2.4246936846252537e-17   2.4075924587307895e-10   3.3022486038660257e-17   1.2626676948457316e-07   1.3603080617485830e-07   5.2679767622385007e-19   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   5.2880921863618369e-10   3.1645963645132724e-06   4.6538312403754389e-07   6.8542166387075554e-10   1.2740622779006117e-08   5.1735141879869200e-15   4.3910683499937073e-15   4.3570364027800679e-07   5.9639259473325858e-15   2.0330851839389652e-04   2.1371152251958847e-04   9.9583486469315851e-17   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   8.3906776637832081e-08   4.9912196118384600e-06   4.9033769755624235e-07   8.7440746199263231e-08   1.7437849237467162e-05   2.2137747052611749e-17   5.1696787169226341e-16   2.0474239192935784e-07   7.6479015089174604e-17   3.2078809454105794e-04   3.1992243020795286e-04   1.2699160486864187e-17   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   4.2351942397544917e-07   3.7883025605367493e-09   8.1539326401980361e-08   4.0227214981314319e-07   7.2437040216755122e-05   5.1312239505128809e-15   1.7158420858785492e-17   6.6903004380947095e-07   2.0624068537098425e-15   1.8057237127777626e-07   1.5969554567618616e-07   9.3041326998752837e-19   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   2.3622290790115130e-09   4.1353609958605375e-07   4.7128931868201107e-09   2.5923010404937941e-09   5.4156123951543123e-05   3.0769920235352265e-15   1.0202872707220274e-18   6.5751643019140715e-10   1.0934209614460650e-15   2.7732687158277258e-05   2.5723649741848931e-05   1.0642067129200402e-20   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.1   1.5896789440361658e-10   2.3078289501654581e-08   8.6882756544781614e-10   1.1897004215111195e-10   4.4619218897423707e-06   2.0557891970511815e-16   7.5527909585971332e-18   1.5036257794420749e-09   5.3197728890016472e-17   1.5520816987191211e-06   1.4380876791619812e-06   2.7338565621915483e-21   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.1   1.5129186098361558e-11   3.5630582928547483e-09   1.1609450206728766e-10   1.0196071417722941e-11   6.3119301785263815e-07   1.4333691969639450e-19   1.8126419044458322e-17   1.8354373576556782e-10   3.8262339383854991e-18   2.3892656031421211e-07   2.2237286145809776e-07   1.9229702565999824e-22   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
