   0.0   9.9999999392252903e-09   9.9999999392252903e-09   2.0000000000000000e+00   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   2.0000000000000000e+00   9.9999999392252903e-09   5.0000000000000000e-01   1.0000000149011612e-01   9.9999999392252903e-09   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.0   1.1967007070779800e-02   4.8020500689744949e-02   1.9773517847061157e+00   3.3792302012443542e-02   4.8235457390546799e-02   9.4820580898158369e-07   4.7504178724011581e-07   1.9888547658920288e+00   8.1136994367625448e-07   1.6042426228523254e-01   3.9381664991378784e-01   3.0589252020263302e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.0   2.2694097831845284e-02   5.4603818804025650e-02   1.9657990932464600e+00   6.8393014371395111e-02   1.4576540887355804e-01   1.8451314645062666e-06   6.6525143438411760e-07   1.9658058881759644e+00   1.4478509910986759e-06   6.1585634946823120e-02   4.4732755422592163e-01   2.2758777973308497e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   3.1862083822488785e-02   5.2697174251079559e-02   1.9562841653823853e+00   1.0398293286561966e-01   2.7438956499099731e-01   3.2260072657663841e-06   9.4739618816674920e-07   1.9397296905517578e+00   2.4258476969407639e-06   3.2600600272417068e-02   4.3155467510223389e-01   2.0548306167711416e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   3.9999108761548996e-02   4.8842094838619232e-02   1.9473707675933838e+00   1.3999195396900177e-01   4.0534949302673340e-01   4.8919841901806649e-06   1.3051742371317232e-06   1.9126324653625488e+00   3.6180244933348149e-06   2.0029168576002121e-02   3.9998009800910950e-01   1.9894685010513058e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   4.7307971864938736e-02   4.4327780604362488e-02   1.9386678934097290e+00   1.7620195448398590e-01   5.3563982248306274e-01   6.9203588282107376e-06   1.7504527249911916e-06   1.8851234912872314e+00   5.0785492931026965e-06   1.3519034720957279e-02   3.6297136545181274e-01   1.9708050302824631e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   5.3860176354646683e-02   3.9564110338687897e-02   1.9300341606140137e+00   2.1253469586372375e-01   6.6453695297241211e-01   9.4221577455755323e-06   2.3111447262635920e-06   1.8574222326278687e+00   6.8906838350812905e-06   9.6696661785244942e-03   3.2393580675125122e-01   1.9727965039351147e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   5.9682909399271011e-02   3.4720264375209808e-02   1.9214046001434326e+00   2.4895945191383362e-01   7.9186123609542847e-01   1.2591561244335026e-05   3.0328740194818238e-06   1.8296240568161011e+00   9.1980546130798757e-06   7.1030496619641781e-03   2.8425493836402893e-01   1.9855157518122724e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   6.4785644412040710e-02   2.9865859076380730e-02   1.9127434492111206e+00   2.8546452522277832e-01   9.1770058870315552e-01   1.6747582776588388e-05   3.9909568840812426e-06   1.8017762899398804e+00   1.2236781003593933e-05   5.2595180459320545e-03   2.4449069797992706e-01   2.0047711046800032e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   6.9168984889984131e-02   2.5034192949533463e-02   1.9040281772613525e+00   3.2204729318618774e-01   1.0421653985977173e+00   2.2450190954259597e-05   5.3172457228356507e-06   1.7739032506942749e+00   1.6421206964878365e-05   3.8703305181115866e-03   2.0491376519203186e-01   2.0284270263459803e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.2   7.2828300297260284e-02   2.0243803039193153e-02   1.8952443599700928e+00   3.5870987176895142e-01   1.1653276681900024e+00   3.0777136998949572e-05   7.2642069426365197e-06   1.7460163831710815e+00   2.2548256310983561e-05   2.7867686003446579e-03   1.6567541658878326e-01   2.0551176760363887e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
