  12.0   4.5131443721091458e-11   6.5941773024098398e-17   7.3312097865733684e-17   1.0834218433828464e-15   0.0000000000000000e+00 1 
  12.0   1.6236944020420196e-06   2.4505248091138965e-12   2.8240062198425786e-12   4.2816711981474853e-11   0.0000000000000000e+00 1 
  12.0   2.7353839948773384e-02   3.7378999451220807e-08   4.2694260571352061e-08   6.4924114440145786e-07   0.0000000000000000e+00 1 
  12.0   4.8216101527214050e-01   3.8583118566748453e-07   4.3689536255442363e-07   6.6848351707449183e-06   0.0000000000000000e+00 1 
  12.0   3.4472903609275818e-01   1.3120067876570829e-07   1.4850178331471398e-07   2.2908964183443459e-06   0.0000000000000000e+00 1 
  12.0   1.0454994440078735e-01   2.6500842409404868e-08   3.0221567470789523e-08   4.7008086312416708e-07   0.0000000000000000e+00 1 
  12.0   1.1683497577905655e-02   2.5758908339668096e-09   3.8330871809932887e-09   6.0217196562462050e-08   0.0000000000000000e+00 1 
  12.0   6.6684274315775838e-06   1.1344274044450264e-12   1.2347192601680490e-08   1.9758395808366913e-07   0.0000000000000000e+00 1 
  12.0   1.0248952548863599e-06   2.4242188811918197e-10   1.5917340351734310e-04   2.6875117328017950e-03   0.0000000000000000e+00 1 
  12.0   3.4107947612938005e-06   7.2562187369840103e-09   4.8412117175757885e-03   9.4637058675289154e-02   0.0000000000000000e+00 1 
  12.0   4.3347941414140223e-07   8.0865891760595332e-10   5.4003146942704916e-04   1.2137479148805141e-02   0.0000000000000000e+00 1 
  12.0   1.0974040565159271e-09   4.5868473949606248e-14   1.6401978086832969e-07   3.7454219636856578e-06   0.0000000000000000e+00 1 
  12.0   2.5544286685885709e-08   5.3336512290114158e-11   1.4042764173716193e-10   3.1805518219130136e-09   0.0000000000000000e+00 1 
  12.2   2.9588822503257006e-09   4.1354888402622692e-09   2.2318507930663145e-08   4.9614607178227743e-07   0.0000000000000000e+00 1 
  12.5   1.7528276657685637e-05   9.4408125761447081e-09   1.1776205610658508e-07   2.5698643639771035e-06   0.0000000000000000e+00 1 
  12.8   9.8492950201034546e-05   1.0542905215515930e-08   1.1272735491729691e-06   2.4090060833259486e-05   0.0000000000000000e+00 1 
  13.0   2.6057733339257538e-04   2.7975639582678014e-08   4.3296340663800947e-06   9.0554698545020074e-05   0.0000000000000000e+00 1 
  13.2   6.5111112780869007e-04   1.0049946297385759e-07   1.0998051948263310e-05   2.2487892420031130e-04   0.0000000000000000e+00 1 
  13.5   1.3497283216565847e-03   1.4600189501834393e-07   2.4889837732189335e-05   4.9647589912638068e-04   0.0000000000000000e+00 1 
  13.8   2.4294476024806499e-03   2.1975245090288809e-07   4.8740083002485335e-05   9.4578700372949243e-04   0.0000000000000000e+00 1 
  14.0   4.2980592697858810e-03   4.2157293478339852e-07   8.7843640358187258e-05   1.6520567005500197e-03   0.0000000000000000e+00 1 
  14.2   6.8688169121742249e-03   4.9473504759589559e-07   1.5092745888978243e-04   2.7372112963348627e-03   0.0000000000000000e+00 1 
  14.5   1.0153010487556458e-02   6.1016942254354944e-07   2.4810110335238278e-04   4.3123946525156498e-03   0.0000000000000000e+00 1 
  14.8   1.4534035697579384e-02   7.6095273016107967e-07   3.9081659633666277e-04   6.4614056609570980e-03   0.0000000000000000e+00 1 
  15.0   2.0017225295305252e-02   7.7460583725041943e-07   6.1372929485514760e-04   9.5625827088952065e-03   0.0000000000000000e+00 1 
  15.2   2.6393925771117210e-02   7.2948222396007623e-07   9.4306783284991980e-04   1.3694871217012405e-02   0.0000000000000000e+00 1 
  15.5   3.3797953277826309e-02   5.4393677828556974e-07   1.4479479286819696e-03   1.9338047131896019e-02   0.0000000000000000e+00 1 
  15.8   4.1006188839673996e-02   2.3979481511560152e-07   2.2364628966897726e-03   2.7041831985116005e-02   0.0000000000000000e+00 1 
  16.0   4.7859929502010345e-02   2.9586528782488131e-08   3.5169871989637613e-03   3.7788495421409607e-02   0.0000000000000000e+00 1 
  16.2   5.2444953471422195e-02   1.7414006237004287e-08   5.5223563686013222e-03   5.1573265343904495e-02   0.0000000000000000e+00 1 
  16.5   5.4325617849826813e-02   2.6103077743755421e-07   8.9664319530129433e-03   7.0894032716751099e-02   0.0000000000000000e+00 1 
  16.8   5.2375573664903641e-02   6.5568372065172298e-07   1.4898648485541344e-02   9.6668094396591187e-02   0.0000000000000000e+00 1 
  17.0   4.5707512646913528e-02   1.1391009593353374e-06   2.5614276528358459e-02   1.3139344751834869e-01   0.0000000000000000e+00 1 
  17.2   2.9914818704128265e-02   1.4205409115675138e-06   4.4501807540655136e-02   1.7261107265949249e-01   0.0000000000000000e+00 1 
  17.5   9.6474364399909973e-03   1.4346200032377965e-06   7.9882480204105377e-02   2.2198167443275452e-01   0.0000000000000000e+00 1 
  17.8   8.9402950834482908e-04   1.0759314363895101e-06   1.4539122581481934e-01   2.7101242542266846e-01   0.0000000000000000e+00 1 
  18.0   7.0639416575431824e-02   5.2392027782843797e-07   2.5897237658500671e-01   2.9848381876945496e-01   0.0000000000000000e+00 1 
  18.2   4.8478117585182190e-01   1.3642929275192728e-07   4.3316140770912170e-01   2.7819207310676575e-01   0.0000000000000000e+00 1 
  18.5   2.3806025981903076e+00   3.2446625386484129e-09   5.7286006212234497e-01   1.7835856974124908e-01   0.0000000000000000e+00 2 
  18.5   2.3806025981903076e+00   3.2446625386484129e-09   5.7286006212234497e-01   1.7835856974124908e-01   0.0000000000000000e+00 1 
  18.8   1.2722785949707031e+01   1.5809037634539891e-08   2.3184311389923096e-01   2.8538823127746582e-02   0.0000000000000000e+00 0 
