  12.0   3.0689770838744933e-74   5.1931696785537014e-81   9.6368591995449739e-76   1.1687603558718331e-83   1.9568775388934409e-78   1.9759241790654069e-80   8.1418443998673348e-73   2.3101934514996590e-75   1.8995698746536061e-79   3.9963125012245179e-82   3.0246083728603941e-82   3.4142699166382358e-81   7.7309831481077481e-82   1.3000964511758810e-77   1.8963942246860757e-78   4.2815220559639769e-81   1.3325541462251385e-81   3.9963125012245179e-82   3.2089020818502111e-85   7.2131893717732456e-84   9.6925836147458324e-60   9.6925836147458081e-60   8.7213975872736403e-46   1.3321061225818445e-81   9.6925836147457882e-60   3.7897366834504765e-60   1.0607211633414497e-59   1.0855524760404822e-73   4.8428109170318569e-60   7.1509136749280504e-83   9.7136490102485738e-62   4.3548358225143749e-59   4.6329105244261115e-61   1.0958396138382806e-72   1.3162354034341388e-72   3.5978236679632079e-76   5.7758996412774599e-36   1.1370237900377740e-72   1.1015249438548134e-72   3.4612813432820613e-82   4.0891803074260090e-46   8.7135755507916561e-73   1.2233594313911353e-72   1.2797744542806057e-72   3.9831631680110455e-73   9.3636899912288269e-73   1.2355561361726046e-72   1.1848586555917591e-72   1.2784876160068459e-72   1.2278299205765502e-72   8.2786354742584286e-73   5.3670635949199938e-74   1.2204092694838012e-72   1.1340568715874429e-58   1.0193147267127452e-72   3.2202931171002639e-59   2.5829401563234693e-59   2.3063572727301887e-71   1.2054772288406461e-72   1.9199292735447063e-79   1.0791937993539018e-72   6.6442881627710800e-73   1.2343132283266198e-72   3.2748433265584089e-78   1.3632190548967908e-55   6.9363366678070694e-61   7.1211043833671594e-73   8.6375336074553615e-73   1.0104110180359075e-72   1.0759118072076420e-72   6.6464021259971026e-73   3.6240534359295296e-59   3.6585186297770992e-72   4.6252376536208481e-40   3.2740290537745795e-72   5.2243748047566839e-38   5.7769693116742429e-36   2.9174183198032804e-74   1.5756781673058117e-59   7.0733159002579655e-73   5.5133644021462024e-38   5.7754844089771822e-36   1.3852692671252978e-57   1.4346401044221406e-43   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   6.6975483617226672e-74   1.8920327688673540e-79   1.6406711938550024e-69   1.1248071475954043e-78   5.1725395079061890e-75   4.8464043603466460e-77   1.3699566130734445e-66   3.1179988640137580e-69   2.5637927335854351e-73   6.5046340889272421e-76   1.0589789264338556e-76   4.0827250613295145e-77   1.4796908997748919e-77   3.6531703713357725e-74   1.8375907651238212e-75   4.3923031681775040e-74   4.7012368377848877e-79   6.5046340889272421e-76   5.2772423259637772e-79   1.1808521808894949e-77   1.0915608225896920e-57   1.0915608225897046e-57   1.8844430248416211e-44   2.1814712171452716e-75   1.0915608225897068e-57   6.2351012491205481e-54   1.7784148344851678e-53   1.7860557841489659e-67   7.6714022734236630e-54   1.1746748981438439e-76   2.2956033767238774e-56   6.0540849559940365e-58   6.2863972613403550e-55   1.8237267698078942e-66   2.2619086864832043e-66   4.4585682531258767e-74   7.7955584813002510e-30   1.8239260963580479e-66   1.8749788166179928e-66   6.8881426948285164e-76   5.5190434763452683e-40   1.4016074637543863e-66   1.9777394660999906e-66   2.0303550992103351e-66   6.5662600070913788e-67   1.5966235366111029e-66   1.9778873982020338e-66   1.9780931582009224e-66   1.9781785740387726e-66   1.9777360820077504e-66   1.3279468213619148e-66   5.5505620292564639e-68   1.9785761887334240e-66   8.3956957914586316e-58   1.6159192384055125e-66   3.7110113140035429e-58   4.4907010947784620e-53   3.9413999436486194e-65   1.9778404313991556e-66   5.5865037337490569e-75   1.7564015781196530e-66   1.1380150940009811e-66   1.9777770816879098e-66   9.5469834668213406e-74   2.2426256860827141e-49   1.1134663998209966e-57   1.1776667411619517e-66   1.4778341867092932e-66   1.6169093532616838e-66   1.6170364180638771e-66   8.9694822915397873e-67   1.5516723725244117e-57   6.2403218092792452e-66   7.6287806640958790e-34   6.2437918179715295e-66   9.1382040069735728e-32   7.7970015790561234e-30   8.1689714765699415e-74   2.2362078127198536e-62   1.1764621377159588e-66   9.1382799812561615e-32   7.7949971546775279e-30   2.2615571932927020e-51   6.8396502123243534e-41   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   5.1317786587882688e-70   5.1708661035567992e-79   2.7134332936725730e-63   1.7536090467174945e-72   8.1729029988006449e-69   6.2436624128154868e-71   2.2657418942401677e-60   1.5106949975590581e-63   1.2421777650735462e-67   1.0765723268414348e-69   1.4499100371979971e-70   5.8563521349903786e-71   2.3918335572535592e-71   5.1966456322485322e-68   2.2873958992086842e-69   7.2346570245314214e-68   3.9352283916173432e-74   1.0765723268414348e-69   8.7314545073521202e-73   1.9538753216345005e-71   5.4214671471600984e-56   5.4214671471602088e-56   1.4672280633202236e-42   3.6105377618016728e-69   5.4214671471600486e-56   1.0307936031817598e-47   2.9551270574273120e-47   2.9537801524502681e-61   1.2698792799312679e-47   1.9443017048462270e-70   1.0697545815169241e-50   1.5260610189954890e-56   3.1558755070336053e-49   3.0153095679701581e-60   3.7405660032818039e-60   2.5862773503673022e-68   3.7770094596265832e-24   3.0149488738442267e-60   3.0606131009191375e-60   1.1365234756683479e-69   2.6740200161351664e-34   2.2186591540494560e-60   3.1514079400087761e-60   3.1977573982837010e-60   1.0854955577743535e-60   2.5334890008837191e-60   3.1515318475593267e-60   3.1517798906925749e-60   3.1517164309139722e-60   3.1514089696307445e-60   2.0994874868265068e-60   7.2890572969798503e-62   3.1528582619583990e-60   1.6666929890259184e-55   2.5650763336895566e-60   5.9844821162994115e-56   8.2755994152126004e-47   6.5170294430993147e-59   3.1516484496930980e-60   8.6278578549732929e-69   2.7924236847973582e-60   1.8816211853048128e-60   3.1514161858397915e-60   1.6534670248305176e-67   3.7132560241901433e-43   1.2794427953583768e-55   1.9452786563357006e-60   2.4420875315116934e-60   2.5650697288043011e-60   2.5650675826669438e-60   4.3426137632146955e-61   4.4001784801589763e-55   1.0319378491293277e-59   1.2615410525157523e-27   1.0319012059070816e-59   1.5113179229111556e-25   3.7777086516224038e-24   3.1359374226391669e-71   4.2159076552921300e-55   1.9452764506913719e-60   1.5111825065676858e-25   3.7767374903324433e-24   3.6520217994462859e-45   4.8842831469867714e-35   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   4.9370226155143632e-64   4.0720433807519378e-76   4.1517334489414771e-57   2.6847021049851144e-66   1.2497277068953838e-62   9.5633675732964893e-65   3.4667350991433519e-54   7.5757011079137247e-60   6.2291643811544870e-64   1.6468221425361251e-63   2.2187642254713076e-64   8.9756015865151999e-65   3.6617906510723890e-65   7.9539492621883937e-62   3.4980105112001020e-63   1.1067118313781414e-61   5.9764100959503978e-68   1.6468223764543770e-63   1.3356488993608337e-66   2.9888321551717956e-65   6.1842701084072293e-50   6.1842701084072340e-50   6.5584509656798247e-43   5.5230336309180083e-63   6.1842701084072293e-50   1.5771933344723407e-41   4.6552329613701109e-41   4.5194778546304401e-55   1.9425501671038773e-41   2.9741909325876306e-64   3.0504558147921492e-47   6.1313070022175307e-50   2.2748314347383727e-45   4.6136252559050647e-54   5.7299189238981304e-54   3.8374337492384758e-62   1.8940616614100215e-20   4.6130791883605510e-54   4.6177828081952770e-54   1.7385427977782161e-63   1.3409441653133871e-30   3.2303444920354131e-54   4.6248679680945723e-54   4.6290835126583880e-54   1.6608824107267083e-54   3.6999823137653741e-54   4.6250488309004151e-54   4.6254238176795910e-54   4.6253281933320792e-54   4.6248679490719688e-54   3.0519408175643536e-54   8.3309334592972273e-56   4.6270419182800846e-54   6.2602847747041352e-50   3.7472085716541401e-54   6.2115035599072862e-50   1.4534980240039769e-40   9.9745892979202450e-53   4.6252256628847414e-54   1.3198355867732751e-62   4.0872707560050228e-54   2.8790055626950644e-54   4.6248794294148639e-54   2.5276947940934815e-61   5.6802039728470874e-37   6.2447987700047661e-50   2.9756974460489188e-54   3.7365591415468075e-54   3.7472064934863038e-54   3.7472055024069514e-54   2.1692571199392758e-57   6.0922918655660106e-50   1.5789371062365026e-53   1.9301779014952722e-21   1.5788776068159085e-53   2.3125589166402251e-19   1.8944122827963082e-20   1.1528409010714811e-64   4.4466151153347999e-50   2.9756941975769047e-54   2.3113571403451495e-19   1.8939252733323797e-20   5.4401134178612542e-39   7.4838692525425529e-29   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   4.7960245266012662e-58   1.5809365552253861e-74   4.0378365359119667e-51   2.6110370559311568e-60   1.2154394065917799e-56   9.3010326761423984e-59   3.3716301618005917e-48   3.1064407709187606e-61   2.5542862200011077e-65   1.5991410141127694e-57   2.1578818969591235e-58   8.7293533372832231e-59   3.5613480755320750e-59   7.7357833825312321e-56   3.4020240790012569e-57   1.0746678775931211e-55   5.8032475367065627e-62   1.5991410133289432e-57   1.2969767315452773e-60   2.9022952515395834e-59   1.0282265798748874e-43   1.0282265798748878e-43   2.7688638155293198e-37   5.3631218369057301e-57   1.0282265798748878e-43   1.5339252745147651e-35   5.3889824612782894e-35   4.3954922975854596e-49   1.8862934727294253e-35   2.8880763452801611e-58   3.1199470230502122e-46   1.0281871128123328e-43   7.7219272742095699e-45   4.4870565452510736e-48   5.6131827227081510e-48   3.7266959668318597e-56   7.7666605410162704e-22   4.4865258603405270e-48   4.4872665519273970e-48   1.6881822550407022e-57   5.4986157962040161e-32   3.1358542085499321e-48   4.4864874008218266e-48   4.4867487895705829e-48   1.6153183117777698e-48   3.5881898329555096e-48   4.4866629361631915e-48   4.4870269136219201e-48   4.4869341232304868e-48   4.4864874009112952e-48   2.9588714773882128e-48   7.9486258256077344e-50   4.4885973694099119e-48   1.0425246640403447e-43   3.6340550382267714e-48   1.0424847344262796e-43   1.6932325062244403e-34   9.7198910383703896e-47   4.4868345924350574e-48   1.2813692580677832e-56   3.9643280737153777e-48   2.8000241291191206e-48   4.4864985602162599e-48   2.4544811641832832e-55   5.5157043311499249e-31   1.0425532187867212e-43   2.8940215427615171e-48   3.6340519606796419e-48   3.6340530644242392e-48   3.6340520780057205e-48   5.1578993793432412e-57   1.0140786521908367e-43   1.5356211186568301e-47   1.8768999026626085e-15   1.5355633274742102e-47   2.2499482008562268e-13   7.7680982669869260e-22   1.1235070254714976e-58   7.1327845874093131e-44   2.8940184588249474e-48   2.2435865773097023e-13   7.7661012487616779e-22   5.2822097925256182e-33   7.2768735020996912e-23   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   4.3734538923942814e-53   3.3655280390451712e-69   3.7621224192086816e-46   2.4327486369382738e-55   1.1324460349392930e-51   8.6659339988865784e-54   3.1414063713849814e-43   1.0343212691530819e-63   8.3014446029988206e-68   1.4582507762366474e-52   2.0105360616075795e-53   8.1332901450088724e-54   3.3181698698240851e-54   7.2075641672791918e-51   3.1697248933301799e-52   9.7998004177886179e-51   5.2919673098485176e-57   1.4582507767106155e-52   1.1827092179513278e-55   2.6465941692736562e-54   1.6972549908725861e-37   1.6972549908725861e-37   3.4269611026433169e-27   4.8906077631596889e-52   1.6972549908725865e-37   1.4291848120943963e-30   1.3905512782614435e-29   4.0953552303236749e-44   1.7199519766203012e-30   2.6336273206568481e-53   1.6656633748942210e-43   1.6972552145620139e-37   2.1821257203829159e-43   4.1806628078607887e-43   5.5349155467956247e-43   3.3983465732876722e-51   2.5819962701597412e-24   4.1801736476731665e-43   4.1808556556512539e-43   1.5391648684664542e-52   1.8524757724683772e-34   2.9495692384581191e-43   4.1801360215740731e-43   4.1803762319645189e-43   1.5050182913215016e-43   3.3431766074833038e-43   4.1802978218105914e-43   4.1806333182936806e-43   4.1805477892132017e-43   4.1801360216023131e-43   2.7568301126520418e-43   7.4058434360698517e-45   4.1820808799160334e-43   1.7030714468190074e-37   3.3859102065619275e-43   1.7030709320187690e-37   4.3686816793719421e-29   9.1973284396091927e-42   4.1804560467798843e-43   1.1653169712177727e-51   3.6936305667999714e-43   2.6088310169570627e-43   4.1801463077233386e-43   2.2379590299856349e-50   5.0293112931766653e-26   1.7030705773783936e-37   2.6964101187650713e-43   3.3859093179264828e-43   3.3859083664870348e-43   3.3859074473590848e-43   2.2557395154563911e-52   1.6919135414744128e-37   1.4307636554362089e-42   1.7478790632030880e-10   1.4307103776882254e-42   2.1003970426640805e-08   2.5824710713088658e-24   1.0245443362175346e-53   1.0351418391102310e-37   2.6964072453715482e-43   2.0786684752675609e-08   2.5817428974614381e-24   4.9215244598121848e-28   6.7721738365343606e-18   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.1351696862804513e-50   9.0176112086735813e-68   1.0005979069197603e-44   6.4702653685186179e-54   3.0119126356933823e-50   2.3048370814962213e-52   8.3550833188687202e-42   9.3681093068095228e-64   1.5492549886407212e-65   3.7852646470438590e-50   5.3473267520747740e-52   2.1631723411713046e-52   8.8251779471961437e-53   1.9169614205783075e-49   8.4303659157434402e-51   2.5453285372736942e-48   1.3735486355743906e-54   3.7852646450498496e-50   3.0697751487192156e-53   6.8694158794967038e-52   2.4805047037905457e-31   2.4805047037905457e-31   2.1499306572390743e-19   1.2695715929891992e-49   2.4805047037905457e-31   3.8011486294997435e-29   3.7982815304955032e-26   1.0890974425874020e-42   4.5061635536372387e-28   6.8359262663207255e-51   8.2799335241152667e-42   2.4805047255017168e-31   1.8936509624685819e-44   1.1113377634712259e-41   3.9284440601418565e-41   8.8242944466068673e-49   3.7961207881372095e-28   1.1117441885819271e-41   1.1111775227046802e-41   4.0862642124617818e-50   2.9806282305398142e-32   9.6151402329288904e-42   1.1117754507953236e-41   1.1115758668416237e-41   4.0009848456765667e-42   8.8915179094693397e-42   1.1116410174133923e-41   1.1113622636609786e-41   1.1114333137428985e-41   1.1117754508805788e-41   7.3322003743011419e-42   1.9697050633184465e-43   1.1101594816339806e-41   2.4805681310358026e-31   9.0053812391229132e-42   2.4805681415815233e-31   1.1926899729755278e-25   3.3751299801618815e-40   1.1115095565885773e-41   4.1208255441130037e-49   9.8231296171172553e-42   6.9385230799239099e-42   1.1117669045042780e-41   5.8961125030537190e-48   1.3173669137628260e-23   2.4805681417137998e-31   7.1715431042613794e-42   9.0053788273175651e-42   9.0053762956461030e-42   9.0053738510819983e-42   2.8730379032899086e-48   2.4805003246155403e-31   3.8041246539471026e-41   4.6487100611715831e-09   3.8045585486859859e-41   5.6180610916857914e-07   3.2331876870455419e-28   2.6597251443721350e-51   1.3394906677158544e-31   7.1715354620503033e-42   5.5191754317979636e-07   3.5379251751930727e-28   1.3089593989416630e-26   2.2911311601860296e-16   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.2668084221873564e-42   2.7973432425205645e-69   7.2418538606149472e-47   9.1937674733189884e-58   4.2797100541367413e-54   3.2750045463624429e-56   6.0469580354446297e-44   9.0206445334085484e-57   1.1763268366119372e-59   4.2239297879576112e-42   7.5981507345497472e-56   3.0737066372642696e-56   1.2539917431283033e-56   2.7238651132117715e-53   1.1978929800513192e-54   2.8388026804809187e-40   1.5328382773175589e-46   4.2239297878968131e-42   3.4257678821727936e-45   7.6659820322399016e-44   1.8397788815794761e-25   1.8397788815794761e-25   1.2008784965703743e-11   1.4166128461596313e-41   1.8397788815794761e-25   2.7329015393977928e-31   2.7920336597296881e-24   1.6519773342581225e-43   4.9878096228226938e-20   7.6284467035775829e-43   4.2020323187536562e-35   1.8397788965306156e-25   6.5437961621488665e-45   4.4218363231057062e-41   4.2427081077832615e-40   9.8440232567630617e-41   1.6606932893643333e-33   4.4761167541204597e-44   8.4416706535330153e-41   4.5350841873812718e-42   2.5358818481645129e-26   1.4116224936433162e-42   8.0464970404561566e-44   8.2824319181812424e-42   1.2560429208341663e-41   5.3800019598513076e-46   3.4073841597560799e-42   3.9207302241153574e-41   2.6377504825168945e-41   8.0464970931495484e-44   2.9526599989581021e-44   1.4256552000100694e-45   6.4074311610117307e-40   1.8397789648326332e-25   6.5176685432010943e-44   1.8397790737012342e-25   8.5691042674530430e-24   5.3349426434342062e-40   1.5432313073121534e-41   4.2840127985160400e-41   3.6816506824614746e-43   7.8694953164394976e-45   2.1986782164450572e-44   6.5518434557620543e-40   1.4582543018188669e-15   1.8397790838969478e-25   5.1904448926656394e-44   6.5176703753538065e-44   6.5176657808604165e-44   6.5176660288935470e-44   7.7176539700795377e-41   1.8397816434926229e-25   5.5064065389362445e-41   3.7928013258207403e-11   1.3596060805620718e-41   4.2454478487452479e-09   1.1408375793073367e-24   2.9676469718341490e-43   5.9685882836025287e-26   5.1904456687407173e-44   4.1627764817775474e-09   3.1939599445314200e-27   9.4749570051508473e-29   1.7174039040571702e-10   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.5744727379219560e-53   7.5145286172436237e-74   4.4530296243168676e-49   2.8798721542977033e-58   1.3405823124081309e-54   1.0258677356243075e-56   3.7183201280460622e-46   4.2450852205981120e-65   3.4967851741181609e-68   5.2504739269501323e-53   2.3800594980965541e-56   9.6281366207877839e-57   3.9280283844943861e-57   8.5322679953426666e-54   3.7523001640732650e-55   3.5321175782021270e-51   1.9051103559278144e-57   5.2504728151791755e-53   4.2577840383589019e-56   9.5279425428426725e-55   5.9566665070019396e-34   5.9566665070019567e-34   1.9199618129600912e-19   1.7610882202351291e-52   5.9566665070006875e-34   1.6916400566434144e-33   9.1736572726664837e-31   4.8448898511290689e-47   6.2869645846431952e-31   9.4816552493202442e-54   1.0869022450939266e-43   5.9566665025277580e-34   8.8221557003780095e-56   4.9369402776831570e-46   1.1737624341251114e-45   1.2242948275384863e-51   8.9310801286176497e-37   4.9470340099996366e-46   4.9329626256480766e-46   5.6427775423289981e-53   4.3029585154985894e-35   3.8971229768533584e-46   4.9478106748819365e-46   4.9428529127827783e-46   1.7777179954742029e-46   3.9567345364020024e-46   4.9444711396166778e-46   4.9375487457735982e-46   4.9393124687850923e-46   4.9478106741964114e-46   3.2630383086096923e-46   8.7659138908960806e-48   4.9077150418995359e-46   5.9566830808033008e-34   4.0077266848173404e-46   5.9566830561969309e-34   2.8821936799787278e-30   1.3011868630910206e-44   4.9412060803921149e-46   5.3955567231032889e-52   4.3705979665830937e-46   3.0877609182840040e-46   4.9475983489777019e-46   8.1615235014047298e-51   1.8251287595353118e-26   5.9566830919487724e-34   3.1916011055019754e-46   4.0077256204236525e-46   4.0077244908552007e-46   4.0077234033904062e-46   4.7065075434978620e-49   5.9566678781624433e-34   1.6910836695223296e-45   2.0628984500491441e-13   1.6921657744002366e-45   2.4955156280055259e-11   3.7992968965176093e-33   3.6896071812342386e-54   1.3818493453427050e-34   3.1915977030423028e-46   2.4464081302020966e-11   4.8700700693238461e-34   5.8252874297734909e-31   3.0948107551589381e-18   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  13.0   1.0374568464547031e-40   1.2032803905128916e-70   6.5180919581359160e-51   6.9996758888702871e-54   3.2583535309757764e-50   2.4934236091799239e-52   5.4352416436079736e-48   7.9918040011938116e-56   3.0951670921100483e-59   3.4591763995951039e-40   5.7848561153999233e-52   2.3401675805542415e-52   9.5472723005015636e-53   2.0738111423069960e-49   9.1201559225399979e-51   2.3247114492506735e-38   1.2553228013485000e-44   3.4591763995892874e-40   2.8055430986141362e-43   6.2780747320512990e-42   5.1453662526296404e-25   5.1453662526296404e-25   7.6588283746889968e-10   1.1601245941694408e-39   5.1453662526296404e-25   5.3896085006450042e-39   3.1791516633607138e-26   2.0077627935450082e-41   4.0815974290132363e-18   6.2473222214167153e-41   2.9832037611828735e-34   5.1453663005388449e-25   5.1418026358943765e-43   3.9363890475361766e-39   4.6583782385249387e-40   8.0615088136507368e-39   2.3579727906930142e-42   2.0061062910911255e-41   7.3460927495536308e-39   3.7139943419131288e-40   3.1334700986940054e-25   1.4628389539177943e-39   7.2408193535870731e-48   8.1842995158481024e-40   1.1296872671957118e-39   6.2660214318618779e-42   3.7129574870891942e-40   3.5080084024222580e-39   2.4050754076731072e-39   7.2408173415878761e-48   2.7824418834871311e-43   1.2925114007418997e-49   5.3650548353589584e-38   5.1453641805508902e-25   5.8656696980589422e-48   5.1453658281078462e-25   1.6489022791117109e-27   1.1143125207732227e-39   1.4527166094669338e-39   3.5083244081620792e-39   6.2433243889533787e-41   1.4958413634284114e-42   1.4944599734720239e-42   5.3651792824328855e-38   1.1926923262399119e-13   5.1453659824176097e-25   4.6924655302072127e-48   5.8691637128076681e-48   5.8699192432310575e-48   5.8719718884138071e-48   4.5754500916942158e-39   5.1453731706665684e-25   5.1690059054117100e-39   4.5483833356625596e-12   1.4525421471954280e-39   1.1317340834484070e-13   3.1689261014581830e-24   2.4303207120542113e-41   1.4644851269152450e-25   4.6988969818625497e-48   1.1094560552676903e-13   2.0791486700677711e-23   9.4407204170362459e-33   1.1127126239750801e-08   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
