12.000 1.780567e-15 1.000000e+00 1 
12.000 3.827559e-13 1.000000e+00 1 
12.000 8.120219e-11 1.000000e+00 1 
12.000 1.634294e-08 1.000000e+00 1 
12.000 2.375405e-06 1.000000e+00 1 
12.000 7.778054e-05 1.000000e+00 1 
12.000 4.760956e-05 9.999995e-01 1 
12.000 4.001091e-06 9.994089e-01 1 
12.000 2.641014e-07 9.992204e-01 1 
13.000 4.446730e-05 9.875747e-01 1 
14.000 1.163440e-04 9.381533e-01 1 
15.000 1.938020e-04 8.133019e-01 1 
16.000 2.177756e-04 5.868241e-01 1 
17.000 9.684490e-05 2.871104e-01 1 
18.000 2.433901e-04 4.043233e-02 1 
19.000 4.941837e-04 0.000000e+00 1 
20.000 1.459840e-09 0.000000e+00 1 
21.000 1.451551e-09 0.000000e+00 1 
22.000 1.443313e-09 0.000000e+00 1 
23.000 1.435126e-09 0.000000e+00 1 
24.000 1.426988e-09 0.000000e+00 1 
25.000 1.418899e-09 0.000000e+00 1 
26.000 1.410860e-09 0.000000e+00 1 
27.000 1.402869e-09 0.000000e+00 1 
28.000 1.782249e-04 4.043233e-02 1 
29.000 4.078594e-04 2.871104e-01 1 
30.000 2.813870e-05 5.868241e-01 1 
31.000 2.173176e-04 8.133019e-01 1 
32.000 2.053260e-04 9.381533e-01 1 
33.000 1.228196e-04 9.875747e-01 1 
34.000 4.920263e-05 9.992204e-01 1 
35.000 9.329287e-06 1.000000e+00 1 
36.000 3.689493e-06 9.992204e-01 1 
37.000 2.742479e-05 9.875747e-01 1 
38.000 7.349193e-05 9.381533e-01 1 
39.000 1.246800e-04 8.133019e-01 1 
40.000 1.421613e-04 5.868241e-01 1 
41.000 6.427538e-05 2.871104e-01 1 
42.000 1.580411e-04 4.043233e-02 1 
43.000 3.205459e-04 0.000000e+00 1 
44.000 3.301682e-09 0.000000e+00 1 
45.000 3.281230e-09 0.000000e+00 1 
46.000 3.260943e-09 0.000000e+00 1 
47.000 3.240819e-09 0.000000e+00 1 
48.000 3.220857e-09 0.000000e+00 1 
49.000 3.201054e-09 0.000000e+00 1 
50.000 3.181409e-09 0.000000e+00 1 
51.000 3.161920e-09 0.000000e+00 1 
52.000 1.162061e-04 4.043233e-02 1 
53.000 2.666808e-04 2.871104e-01 1 
54.000 1.678216e-05 5.868241e-01 1 
55.000 1.421089e-04 8.133019e-01 1 
56.000 1.365611e-04 9.381533e-01 1 
57.000 8.291135e-05 9.875747e-01 1 
58.000 3.359952e-05 9.992204e-01 1 
59.000 6.307917e-06 1.000000e+00 1 
60.000 2.425913e-06 9.992204e-01 1 
61.000 1.948194e-05 9.875747e-01 1 
62.000 5.322645e-05 9.381533e-01 1 
63.000 9.158151e-05 8.133019e-01 1 
64.000 1.056109e-04 5.868241e-01 1 
65.000 4.845266e-05 2.871104e-01 1 
66.000 1.163260e-04 4.043233e-02 1 
67.000 2.357225e-04 0.000000e+00 1 
68.000 4.273351e-09 0.000000e+00 1 
69.000 4.245463e-09 0.000000e+00 1 
70.000 4.217837e-09 0.000000e+00 1 
71.000 4.190471e-09 0.000000e+00 1 
72.000 4.163360e-09 0.000000e+00 1 
73.000 4.136500e-09 0.000000e+00 1 
74.000 4.109887e-09 0.000000e+00 1 
75.000 4.083519e-09 0.000000e+00 1 
76.000 8.565652e-05 4.043233e-02 1 
77.000 1.968742e-04 2.871104e-01 1 
78.000 1.109090e-05 5.868241e-01 1 
79.000 1.043405e-04 8.133019e-01 1 
80.000 1.017255e-04 9.381533e-01 1 
81.000 6.250894e-05 9.875747e-01 1 
