  12.0   1.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   2.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.7000000000000000e+03   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e+02   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e+02   1.0000000000000000e-08   5.0000000000000003e-02   1.0000000000000000e-08   5.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e-08   5.0000000000000003e-02   1.0000000000000000e-08   1.0000000000000001e-01   1.0000000000000000e-08   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  13.0   1.0000000000000000e+00   1.0000000000072001e-08   1.0000000000840497e-08   1.0000000000021543e-08   1.0000000001470089e-08   1.0000000000128595e-08   1.0000000000192599e-08   1.0000000000000002e-08   1.0000000000000000e-08   1.0000000045820881e-08   9.9999999998041172e-09   9.9999999998754136e-09   9.9999999999204287e-09   9.9999999962912317e-09   9.9999999992222420e-09   9.9999996244335174e-09   9.9999999997851682e-09   9.9999999541791193e-09   9.9999999986950748e-09   9.9999999938270805e-09   6.3992272806532989e-09   6.3992272806532989e-09   1.9040417220481942e+00   9.9999999160870567e-09   6.3992272806532989e-09   9.8220138061210319e-09   1.0399653695734305e-08   9.9999999977279898e-09   1.6999991490091443e+03   9.9999999805272355e-09   9.7551232673610263e-09   6.3992272801995093e-09   9.9999999983076234e-09   9.9999998734345075e-09   9.9999999713609858e-09   9.9999997428010597e-09   1.8645316517632708e-18   9.9999999830246609e-09   1.0000000183145988e-08   9.9999999525167774e-09   1.0000000000144726e+02   9.9999999283394743e-09   9.9999999720076011e-09   1.0000000042470353e-08   9.9999999339989332e-09   9.9999999811177482e-09   1.0000000019462061e-08   1.0000000117907216e-08   1.0000000092810388e-08   9.9999999721994855e-09   9.9999999785528580e-09   9.9999999722444775e-09   1.0000000542624260e-08   1.3600773051597734e-08   9.9999999742269085e-09   1.3600772768663903e-08   9.9698786852639498e-09   1.0000000043252054e-08   1.0000000065890400e-08   9.9999998534339321e-09   9.9999999931372367e-09   1.0000000019111998e-08   9.9999999750043838e-09   9.9999994270590697e-09   8.5100427628409330e-04   1.3600772742175090e-08   9.9999999623441811e-09   9.9999999593033940e-09   9.9999999593069592e-09   9.9999999593104151e-09   9.9999999448901242e-09   1.3600773003038743e-08   9.9999998900891588e-09   9.9993125135213646e+01   9.9999999857244676e-09   6.3338849446917354e-06   1.2135925280530487e-08   5.0000000000000000e+00   6.5782686101331435e-09   9.9999999623562695e-09   9.9993681611583132e-02   3.7787745717300437e-08   9.9999999137879950e-02   3.0480264368977822e-01   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  14.0   1.0000000000000000e+00   1.0000000000144001e-08   1.0000000001687657e-08   1.0000000000043078e-08   1.0000000002939357e-08   1.0000000000257124e-08   1.0000000000192619e-08   1.0000000000000008e-08   1.0000000000000000e-08   1.0000000180943367e-08   9.9999999996083451e-09   9.9999999997508981e-09   9.9999999998408970e-09   9.9999999925845361e-09   9.9999999984449155e-09   9.9999985167958028e-09   9.9999999990323759e-09   9.9999998190566334e-09   9.9999999948469396e-09   9.9999999756235765e-09   4.0950509159242079e-09   4.0950509159242079e-09   1.8131035497847821e+00   9.9999996686338291e-09   4.0950509159242079e-09   9.6467992598080261e-09   1.1574742499599851e-08   9.9999999740070605e-09   1.6999966394933488e+03   9.9999999231037370e-09   9.5162429463406435e-09   4.0950509147775189e-09   9.9999999931700840e-09   9.9999994458327559e-09   9.9999998265143284e-09   9.9999990545013555e-09   3.0411081715115231e-21   9.9999999873456225e-09   1.0000000777610312e-08   9.9999998125012188e-09   9.9999999979430470e+01   9.9999996716291676e-09   9.9999999437930395e-09   1.0000000222092383e-08   9.9999997067427232e-09   9.9999999740674000e-09   1.0000000131234292e-08   1.0000000519987099e-08   1.0000000420881545e-08   9.9999999441768034e-09   9.9999999594685042e-09   9.9999999444593765e-09   1.0000002197163946e-08   1.5904950452968315e-08   9.9999999482538691e-09   1.5904949335690194e-08   9.9420373155157569e-09   9.9999999128053980e-09   1.0000000314576470e-08   9.9999994224731291e-09   1.0000000024016375e-08   1.0000000032516887e-08   9.9999999556692256e-09   9.9999977419805720e-09   3.3605223085988538e-03   1.5904949231068265e-08   9.9999999245099226e-09   9.9999999184068434e-09   9.9999999184139737e-09   9.9999999184208790e-09   9.9999997834214230e-09   1.5904950084308418e-08   9.9999994353622425e-09   9.9936559409829570e+01   9.9999997888421046e-09   6.3753101305822800e-07   7.3851978185010514e-09   5.0000000000000000e+00   4.3358582971222157e-09   9.9999999245340895e-09   9.9999387497286554e-02   8.2057934721986272e-08   9.9999998264878487e-02   5.9731226787022129e-01   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  15.0   1.0000000000000002e+00   1.0000000000216000e-08   1.0000000002534816e-08   1.0000000000064600e-08   1.0000000004407803e-08   1.0000000000385581e-08   1.0000000000192621e-08   1.0000000000000020e-08   1.0000000000000000e-08   1.0000000400995231e-08   9.9999999994126838e-09   9.9999999996264521e-09   9.9999999997614099e-09   9.9999999888799168e-09   9.9999999976680242e-09   9.9999967129294376e-09   9.9999999977679642e-09   9.9999995990047695e-09   9.9999999885801134e-09   9.9999999459785086e-09   2.6205417105141268e-09   2.6205417105141268e-09   1.7288583108601547e+00   9.9999992656472901e-09   2.6205417105141268e-09   9.4747103215967949e-09   1.3488400031568378e-08   9.9999999298212245e-09   1.6999925526617358e+03   9.9999998295875790e-09   9.2832122036212157e-09   2.6205417088879583e-09   9.9999999847581568e-09   9.9999987317223217e-09   9.9999995686653083e-09   9.9999979562077460e-09   4.9601450755689339e-24   1.0000000012131471e-08   1.0000001763465923e-08   9.9999995844837329e-09   9.9999999936456391e+01   9.9999992384747213e-09   9.9999999155784482e-09   1.0000000532362360e-08   9.9999993259997077e-09   9.9999999784585875e-09   1.0000000331008426e-08   1.0000001192537728e-08   1.0000000972906282e-08   9.9999999161540931e-09   9.9999999428028150e-09   9.9999999166742640e-09   1.0000004909390181e-08   1.7379461367671721e-08   9.9999999222808032e-09   1.7379458891636121e-08   9.9150617431899846e-09   9.9999996136552482e-09   1.0000000737319739e-08   9.9999987210416564e-09   1.0000000090988144e-08   1.0000000040327194e-08   9.9999999419286406e-09   9.9999949992155104e-09   7.4473553516513739e-03   1.7379458659765282e-08   9.9999998866756210e-09   9.9999998775102696e-09   9.9999998775209551e-09   9.9999998775313064e-09   9.9999995250979966e-09   1.7379460364444185e-08   9.9999986523107296e-09   9.9881591326367115e+01   9.9999994179025625e-09   6.4169977748853882e-08   4.5661136442855088e-09   5.0000000000000000e+00   2.8911387599557709e-09   9.9999998867118631e-09   9.9999966323013639e-02   1.5162527842167686e-07   9.9999997388750456e-02   8.7165313137054234e-01   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  16.0   1.0000000000000002e+00   1.0000000000288000e-08   1.0000000003381976e-08   1.0000000000086111e-08   1.0000000005875471e-08   1.0000000000513969e-08   1.0000000000192621e-08   1.0000000000000040e-08   1.0000000000000000e-08   1.0000000698634922e-08   9.9999999992171250e-09   9.9999999995020722e-09   9.9999999996819642e-09   9.9999999851772595e-09   9.9999999968915448e-09   9.9999942730188508e-09   9.9999999960361540e-09   9.9999993013650780e-09   9.9999999801036711e-09   9.9999999058809218e-09   1.6769605549567271e-09   1.6769605549567271e-09   1.6553491297006244e+00   9.9999987205722199e-09   1.6769605549567271e-09   9.3056912704065349e-09   1.6076790623336378e-08   9.9999998669395250e-09   1.6999870248734912e+03   9.9999997030987213e-09   9.0558878027649926e-09   1.6769605531437114e-09   9.9999999733548898e-09   9.9999977558699022e-09   9.9999992063041502e-09   9.9999964833614530e-09   8.0949601684690961e-27   1.0000000055613183e-08   1.0000003106879694e-08   9.9999992760714731e-09   9.9999999875071921e+01   9.9999986439705372e-09   9.9999998873638469e-09   1.0000000961986689e-08   9.9999988050377448e-09   9.9999999933022824e-09   1.0000000611177323e-08   1.0000002112178770e-08   1.0000001729525354e-08   9.9999998881313712e-09   9.9999999283467320e-09   9.9999998888891431e-09   1.0000008587872576e-08   1.8323044848464088e-08   9.9999998963077273e-09   1.8323040534589807e-08   9.8904930279565470e-09   9.9999991589487814e-09   1.0000001319074187e-08   9.9999977725198568e-09   1.0000000190932605e-08   1.0000000043026511e-08   9.9999999332990276e-09   9.9999912901942841e-09   1.2975144461632674e-02   1.8323040130599971e-08   9.9999998488412996e-09   9.9999998366136925e-09   9.9999998366279233e-09   9.9999998366417207e-09   9.9999991883532820e-09   1.8323042899644458e-08   9.9999975693160076e-09   9.9831419922200467e+01   9.9999988879518429e-09   6.3319764287008065e-09   2.9599766582596670e-09   5.0000000000000000e+00   1.9968077873822580e-09   9.9999998488896086e-09   1.0000002681607853e-01   2.4427356408179836e-07   9.9999996509552297e-02   1.1134864913224980e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  17.0   1.0000000000000004e+00   1.0000000000359999e-08   1.0000000004229136e-08   1.0000000000107613e-08   1.0000000007342467e-08   1.0000000000642299e-08   1.0000000000192621e-08   1.0000000000000071e-08   1.0000000000000000e-08   1.0000001060963096e-08   9.9999999990216573e-09   9.9999999993777470e-09   9.9999999996025548e-09   9.9999999814762962e-09   9.9999999961154194e-09   9.9999913028098258e-09   9.9999999939146525e-09   9.9999989390369046e-09   9.9999999697849768e-09   9.9999998570685952e-09   1.0731356389397241e-09   1.0731356389397241e-09   1.5986611344239867e+00   9.9999980570315170e-09   1.0731356389397241e-09   9.1396873448712088e-09   1.9227737461177961e-08   9.9999997884702406e-09   1.6999802957090360e+03   9.9999995491190271e-09   8.8341300173684949e-09   1.0731356371778538e-09   9.9999999594576103e-09   9.9999965617913967e-09   9.9999987562271701e-09   9.9999946982337727e-09   1.8220297448930837e-29   1.0000000114682481e-08   1.0000004748405758e-08   9.9999989006304505e-09   9.9999999798669421e+01   9.9999979148701890e-09   9.9999998591492340e-09   1.0000001491122131e-08   9.9999981671689066e-09   1.0000000016860709e-08   1.0000000958374973e-08   1.0000003237830221e-08   1.0000002656723933e-08   9.9999998601086378e-09   9.9999999157328911e-09   9.9999998611040107e-09   1.0000013071965444e-08   1.8926872603905206e-08   9.9999998703346382e-09   1.8926866052760748e-08   9.8708338096330372e-09   9.9999985738970483e-09   1.0000002033403433e-08   9.9999966179877198e-09   1.0000000318367888e-08   1.0000000041464568e-08   9.9999999289306686e-09   9.9999867755625810e-09   1.9704309383295638e-02   1.8926865439241681e-08   9.9999998110069617e-09   9.9999997957171137e-09   9.9999997957348766e-09   9.9999997957521183e-09   9.9999988049417720e-09   1.8926869442335987e-08   9.9999962362451327e-09   9.9791201710883911e+01   9.9999982254263190e-09   5.2002377326062942e-10   2.1171293905507030e-09   5.0000000000000000e+00   1.4839754602693796e-09   9.9999998110673293e-09   1.0000003334802247e-01   3.5608650307568539e-07   9.9999995627338759e-02   1.3005695800398467e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  18.0   1.0000000000000007e+00   1.0000000000431999e-08   1.0000000005076297e-08   1.0000000000129110e-08   1.0000000008808981e-08   1.0000000000770587e-08   1.0000000000192621e-08   1.0000000000000118e-08   1.0000000000000000e-08   1.0000001468178389e-08   9.9999999988262557e-09   9.9999999992534664e-09   9.9999999995231719e-09   9.9999999777765556e-09   9.9999999953395521e-09   9.9999879646290205e-09   9.9999999915227489e-09   9.9999985318216114e-09   9.9999999581879459e-09   9.9999998022091382e-09   6.8673058299352007e-10   6.8673058299352007e-10   1.5644809575760386e+00   9.9999973112879244e-09   6.8673058299352007e-10   8.9766447581444302e-09   2.2769040293030836e-08   9.9999996991847789e-09   1.6999727329314674e+03   9.9999993760635322e-09   8.6178025455231767e-09   6.8673058143335631e-10   9.9999999438297415e-09   9.9999952162866109e-09   9.9999982451812549e-09   9.9999926964152684e-09   5.6689742841506235e-30   1.0000000184567957e-08   1.0000006596790780e-08   9.9999984786783937e-09   9.9999999711898880e+01   9.9999970923612825e-09   9.9999998309346095e-09   1.0000002089307983e-08   9.9999974481787950e-09   1.0000000046466249e-08   1.0000001352083645e-08   1.0000004506431539e-08   1.0000003702286987e-08   9.9999998320858927e-09   9.9999999043973717e-09   9.9999998333188650e-09   1.0000018115067437e-08   1.9313280856185395e-08   9.9999998443615343e-09   1.9313271790606805e-08   9.8586607630963910e-09   9.9999978982831961e-09   1.0000002839725868e-08   9.9999953205057647e-09   1.0000000464878959e-08   1.0000000036945749e-08   9.9999999275191725e-09   9.9999817019217384e-09   2.7267087134421594e-02   1.9313270941599648e-08   9.9999997731726122e-09   9.9999997548205333e-09   9.9999997548418166e-09   9.9999997548624995e-09   9.9999984209155378e-09   1.9313276294710097e-08   9.9999947296473461e-09   9.9766265677043819e+01   9.9999974709075990e-09   1.6829703101103425e-10   1.7609488209194637e-09   5.0000000000000000e+00   1.2344240940715577e-09   9.9999997732450351e-09   1.0000003314382749e-01   4.8112219389090848e-07   9.9999994742163603e-02   1.4112390301189790e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  19.0   1.0000000000000009e+00   1.0000000000503998e-08   1.0000000005923457e-08   1.0000000000150600e-08   1.0000000010275251e-08   1.0000000000898853e-08   1.0000000000192621e-08   1.0000000000000176e-08   1.0000000000000000e-08   1.0000001896370660e-08   9.9999999986308839e-09   9.9999999991292040e-09   9.9999999994438007e-09   9.9999999740774271e-09   9.9999999945638122e-09   9.9999844544856394e-09   9.9999999890044802e-09   9.9999981036293406e-09   9.9999999459935137e-09   9.9999997445236931e-09   4.3945879393640068e-10   4.3945879393640068e-10   1.5528759294628676e+00   9.9999965271286975e-09   4.3945879393640068e-10   8.8165106830111330e-09   2.6492767181532134e-08   9.9999996048446166e-09   1.6999647806065775e+03   9.9999991940933927e-09   8.4067724242672580e-09   4.3945879264687858e-10   9.9999999273931218e-09   9.9999938000162887e-09   9.9999977058541750e-09   9.9999905933314623e-09   7.0191461321401348e-30   1.0000000259508131e-08   1.0000008541846422e-08   9.9999980349904641e-09   9.9999999620157652e+01   9.9999962262261541e-09   9.9999998027199718e-09   1.0000002719762949e-08   9.9999966912785178e-09   1.0000000078897766e-08   1.0000001767528175e-08   1.0000005841837135e-08   1.0000004803164899e-08   9.9999998040631328e-09   9.9999998936592389e-09   9.9999998055337044e-09   1.0000023419407996e-08   1.9560556008132505e-08   9.9999998183884154e-09   1.9560544298593794e-08   9.8544717391992173e-09   9.9999971805845996e-09   1.0000003689039198e-08   9.9999939562195420e-09   1.0000000620304661e-08   1.0000000031045099e-08   9.9999999274894933e-09   9.9999763670423080e-09   3.5219412009681171e-02   1.9560543201967256e-08   9.9999997353382560e-09   9.9999997139239529e-09   9.9999997139487418e-09   9.9999997139728641e-09   9.9999980902695630e-09   1.9560549958669240e-08   9.9999931419558246e-09   9.9757677640899345e+01   9.9999966733979749e-09   7.9725258203124480e-10   1.7200210253935456e-09   5.0000000000000000e+00   1.1585101677166828e-09   9.9999997354227327e-09   1.0000003120380349e-01   6.1227817723805107e-07   9.9999993854079677e-02   1.4436726272693465e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  20.0   1.0000000000000011e+00   1.0000000000575998e-08   1.0000000006770617e-08   1.0000000000172090e-08   1.0000000011741470e-08   1.0000000001027115e-08   1.0000000000192621e-08   1.0000000000000248e-08   1.0000000000000000e-08   1.0000002327066371e-08   9.9999999984355188e-09   9.9999999990049483e-09   9.9999999993644327e-09   9.9999999703784276e-09   9.9999999937881021e-09   9.9999809238208138e-09   9.9999999864711271e-09   9.9999976729336291e-09   9.9999999337277884e-09   9.9999996865009849e-09   2.8122241290928279e-10   2.8122241290928279e-10   1.5523050073326847e+00   9.9999957383848834e-09   2.8122241290928279e-10   8.6592332353645320e-09   3.0238265012148819e-08   9.9999995099012114e-09   1.6999567818252292e+03   9.9999990110593534e-09   8.2009099430750511e-09   2.8122241189664974e-10   9.9999999108599833e-09   9.9999923753007685e-09   9.9999971635597420e-09   9.9999884781627510e-09   9.0640691670476163e-30   1.0000000335051549e-08   1.0000010498438655e-08   9.9999975887085242e-09   9.9999999527682277e+01   9.9999953549350170e-09   9.9999997745053209e-09   1.0000003354068950e-08   9.9999959298539762e-09   1.0000000111666531e-08   1.0000002185566702e-08   1.0000007185215183e-08   1.0000005910644083e-08   9.9999997760403613e-09   9.9999998829923892e-09   9.9999997777485323e-09   1.0000028754923004e-08   1.9718795771468159e-08   9.9999997924152833e-09   1.9718781402511806e-08   9.8542659634612954e-09   9.9999964583217098e-09   1.0000004543483121e-08   9.9999925839608599e-09   1.0000000776794249e-08   1.0000000024979539e-08   9.9999999276247109e-09   9.9999710009884023e-09   4.3218193246970495e-02   1.9718780056818072e-08   9.9999996975038999e-09   9.9999996730273741e-09   9.9999996730556521e-09   9.9999996730832154e-09   9.9999978596095693e-09   1.9718788222549028e-08   9.9999915445865628e-09   9.9757253317292836e+01   9.9999958707577498e-09   4.0947891033891354e-09   1.8268278479180093e-09   5.0000000000000000e+00   1.1548946790089873e-09   9.9999996976004302e-09   1.0000002620527870e-01   7.4412473596988708e-07   9.9999992963138842e-02   1.4376641238386110e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
  21.0   1.0000000000000013e+00   1.0000000000647997e-08   1.0000000007617778e-08   1.0000000000193580e-08   1.0000000013207691e-08   1.0000000001155376e-08   1.0000000000192622e-08   1.0000000000000334e-08   1.0000000000000000e-08   1.0000002755450583e-08   9.9999999982401536e-09   9.9999999988806908e-09   9.9999999992850647e-09   9.9999999666794297e-09   9.9999999930123903e-09   9.9999774121061105e-09   9.9999999839517004e-09   9.9999972445494176e-09   9.9999999215278901e-09   9.9999996287896755e-09   1.7996236874478199e-10   1.7996236874478199e-10   1.5523049941255054e+00   9.9999949538742024e-09   1.7996236874478199e-10   8.5047614569277881e-09   3.3963661102197159e-08   9.9999994155147931e-09   1.6999488260095002e+03   9.9999988290076341e-09   8.0000885606702971e-09   1.7996236797747989e-10   9.9999998944159619e-09   9.9999909583832156e-09   9.9999966247887724e-09   9.9999863741530932e-09   1.1458324119572862e-29   1.0000000410037983e-08   1.0000012444378171e-08   9.9999971448217089e-09   9.9999999435693198e+01   9.9999944885015229e-09   9.9999997462906567e-09   1.0000003984819097e-08   9.9999951726068655e-09   1.0000000144123884e-08   1.0000002601210092e-08   1.0000008521231762e-08   1.0000007012027839e-08   9.9999997480175766e-09   9.9999998722596993e-09   9.9999997499633453e-09   1.0000034061648652e-08   1.9820059179130055e-08   9.9999997664421363e-09   1.9820042165029330e-08   9.8542675924237479e-09   9.9999957411536504e-09   1.0000005393189731e-08   9.9999912190636303e-09   1.0000000932301504e-08   1.0000000019066242e-08   9.9999999276076511e-09   9.9999656637238313e-09   5.1174008837545464e-02   1.9820040571605134e-08   9.9999996596695438e-09   9.9999996321307970e-09   9.9999996321625492e-09   9.9999996321935552e-09   9.9999977572066989e-09   1.9820050139222938e-08   9.9999899561534159e-09   9.9757253291132258e+01   9.9999950728548244e-09   7.6164608051420457e-09   1.9637369256690120e-09   5.0000000000000000e+00   1.1548948321194149e-09   9.9999996597781294e-09   1.0000002076676121e-01   8.7528021628483847e-07   9.9999992069392099e-02   1.4297081735639983e+00   2.0000000000000000e+08   5.0000000000000000e+02   5.0000000000000000e+07   5.0000000000000000e+02 
