 0.0000000000000000E+000  0.0000000000000000E+000  0.6769999745301902E-003  0.1159999985247850E-002  0.3919999871868640E-003  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.2000000029802322E+000  0.5000000074505806E-001  0.0000000000000000E+000  0.1166999991983175E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.1000000047497451E-002  0.1879999972879887E-001  0.4690000042319298E-001  0.0000000000000000E+000  0.3060000017285347E-001  0.8740000426769257E-002  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.5890000145882368E-002  0.4170000180602074E-001  0.1180000044405460E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.5600000149570405E-003  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.7509999704780057E-004  0.6060000159777701E-003  0.0000000000000000E+000  0.8369999704882503E-004  0.5069999955594540E-002  0.0000000000000000E+000  0.1889999955892563E-001  0.1209999973070808E-003  0.0000000000000000E+000  0.4330000083427876E-003  0.0000000000000000E+000  0.8200000156648456E-003  0.1300000003539026E-002  0.1040000002831221E-001  0.8930000331019983E-004  0.7969999685883522E-002  0.0000000000000000E+000  0.2315999940037727E-002  0.1121000014245510E-001  0.0000000000000000E+000  0.7843000027207836E-008  0.1719999941997230E-002  0.3259999910369515E-002  0.1930000027641654E-002  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.1000000014901161E+000  0.5000000074505806E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.1000000000000000E+001  0.5343429002743655E-003  0.8158431957225216E-003  0.1271990341746588E-002  0.6201458104612656E-003  0.5977067575865295E-008  0.2556881887893755E-008  0.1272315407509463E-005  0.2003441848067796E+000  0.4946565784478370E-001  0.2366250207294855E-014  0.1163626352725054E-001  0.1158777759271976E-003  0.3657099415848154E-003  0.1586561771659675E-003  0.7795994041083664E-005  0.3656806079621352E-004  0.9414629369811294E-007  0.1871925775732502E-005  0.7221532604930724E-003  0.1858100898633743E-001  0.4566644893928674E-001  0.7180033400008086E-010  0.2757975013070402E-001  0.6517589388040085E-002  0.1762189651323560E-004  0.1135881434865875E-007  0.1045794226493548E-009  0.3153788158693627E-024  0.5829195634109358E-002  0.3971419284942611E-001  0.1104983804858137E-001  0.5859299806035468E-004  0.1589848348670871E-004  0.7887534178572866E-003  0.1223380167924104E-002  0.1652436364089298E-003  0.1852320106032875E-006  0.4059989716880782E-003  0.4605503496333227E-003  0.8439246590906219E-002  0.7786840573409518E-003  0.7095737011482497E-002  0.5848704614648656E-002  0.1715411782152278E-001  0.5135478408378607E-003  0.9217553370863124E-009  0.1393867582006439E-003  0.1431099765495455E-006  0.2866726466123696E-003  0.1030055310034031E-002  0.7146561828886440E-002  0.1757524730103366E-003  0.3317596635182293E-002  0.9371258418464499E-004  0.8713004435273512E-002  0.1530478587290464E-001  0.2178533770456161E-002  0.1207700244705512E-007  0.6445793335985025E-002  0.4709615034872568E-002  0.3813968990312272E-002  0.2746147414221245E-001  0.6743436274635036E-006  0.4212184851101043E-007  0.1319070818035293E-008  0.8596089049205320E-007  0.3020691869719023E-009  0.3598957745325280E-006  0.6602821643731865E-001  0.7542747993279267E-001  0.4514171945512642E-007  0.2256422410304072E-007  0.8075764499108974E-008  0.1395573480292256E-006  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.2000000000000000E+001  0.1149188702055518E-002  0.9947035915123205E-003  0.1379825836628058E-002  0.8407850310990515E-003  0.3925778410571093E-007  0.1715248256670910E-007  0.2851509240042108E-004  0.2010402053873054E+000  0.4885081204300251E-001  0.5292394223837881E-014  0.1159711343766315E-001  0.1339582610955800E-003  0.1298730831614205E-002  0.6518189611804696E-003  0.3082362876066760E-004  0.7903578404488799E-004  0.4585546035312622E-006  0.1179050449447028E-004  0.4356046332670098E-003  0.1832929051675707E-001  0.4427126671282661E-001  0.7643868095170840E-010  0.2443727058497005E-001  0.4631809975056028E-002  0.4202179121140759E-004  0.6969188024125889E-007  0.2474871600834583E-009  0.3741386232275329E-023  0.5759203262514101E-002  0.3752129610810310E-001  0.1023642579111578E-001  0.5089121036737799E-004  0.1327155319698222E-004  0.7620895428530449E-003  0.1689206339397818E-002  0.4723451423586730E-003  0.7795373230919024E-006  0.5086513671790957E-003  0.3264469995669781E-003  0.2059073218727256E-001  0.1020149366503897E-002  0.8981091696871741E-002  0.1575286816090028E-001  0.1526705533010883E-001  0.6870326534069533E-003  0.1384826762037339E-008  0.3568589012754518E-004  0.2622339544505881E-006  0.6833502400918775E-004  0.7186023142375531E-003  0.4505921961459331E-002  0.1230566486766012E-003  0.9431563288186353E-003  0.1109835342158127E-003  0.1336560566510100E-001  0.1815420840912644E-001  0.4007591788188338E-002  0.1495059610851187E-007  0.9163812720886047E-002  0.6089491412862195E-002  0.5355228955606599E-002  0.6214507365766887E-001  0.1306371350697614E-005  0.7089776906234483E-007  0.1805585311632882E-008  0.1975573022831227E-006  0.6893128673799974E-009  0.6176538730388015E-006  0.3525712883549829E-001  0.9276317655374276E-001  0.2304036882806420E-006  0.5336479234323319E-007  0.2117483653329981E-007  0.1545242444650805E-006  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.3000000000000000E+001  0.1828911925359231E-002  0.1183226965986848E-002  0.1438708640710987E-002  0.9640199261450478E-003  0.1750786391708474E-006  0.7824600387407517E-007  0.2483413962071614E-003  0.2023362569086326E+000  0.4817108881969877E-001  0.8869333683556290E-014  0.1155341106774128E-001  0.1208846443744791E-003  0.2869809215651515E-002  0.1561966236055736E-002  0.6572540879536846E-004  0.1140678410892410E-003  0.1788444458190314E-005  0.3792983673673972E-004  0.2732990175467177E-003  0.1805134484636996E-001  0.4275884269596018E-001  0.8368156710127857E-010  0.2134008839554713E-001  0.3159174650969726E-002  0.7924265009499982E-004  0.3002951765512874E-006  0.5148769841688536E-009  0.2349977598014021E-022  0.5681792665269881E-002  0.3520813672797053E-001  0.9396082048337442E-002  0.4488811810959679E-004  0.1146530330880996E-004  0.4888585678910774E-003  0.1666079928061834E-002  0.9113049122897493E-003  0.2745646219702111E-005  0.4866661794954643E-003  0.2027589350849696E-003  0.3425991278220366E-001  0.1001532646960152E-002  0.1077528561869581E-001  0.2810090084000062E-001  0.1332659856964513E-001  0.7221728015897721E-003  0.2090467134265476E-008  0.7299122978400581E-005  0.4963569407231543E-006  0.9122048832577552E-005  0.4505818827200376E-003  0.2593548252770584E-002  0.5933227989421511E-004  0.1597866757286597E-003  0.9364401700813499E-004  0.1635803720616322E-001  0.1957874031573673E-001  0.5529313743621052E-002  0.1453955329686902E-007  0.1037725823082506E-001  0.7396258800440941E-002  0.6475952205943927E-002  0.1096330839852641E+000  0.2479589282196026E-005  0.1300857775795117E-006  0.2312985745014040E-008  0.3984445318422581E-006  0.1260863043364998E-008  0.1105555028726218E-005  0.1870023788921238E-001  0.9211510848188170E-001  0.7448547706413430E-006  0.1088320679061945E-006  0.4572483805325353E-007  0.1750958619847118E-006  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.4000000000000000E+001  0.2577251261005475E-002  0.1373022670130055E-002  0.1461359499923681E-002  0.1013792719026212E-002  0.6671830834200006E-006  0.3021733527336982E-006  0.1126026286185840E-002  0.2054987609496008E+000  0.4742274948405254E-001  0.1134640095414574E-013  0.1150477289657343E-001  0.1034309975282303E-003  0.5098345494692795E-002  0.2902880485119773E-002  0.1071979196117329E-003  0.1343662600801292E-003  0.6363362592113561E-005  0.8350213425886005E-004  0.1768980248745737E-003  0.1774575181309664E-001  0.4112990309932522E-001  0.8750287083464422E-010  0.1834129784330005E-001  0.2060096596380521E-002  0.1281937065918260E-003  0.1122666676955132E-005  0.9823016335315238E-009  0.8025518264846729E-022  0.5596532594871555E-002  0.3279170267018870E-001  0.8538426626211607E-002  0.4091088065028451E-004  0.1017570706113589E-004  0.1917701496170313E-003  0.1413304567602454E-002  0.1109826187111516E-002  0.9194039861231136E-005  0.4279680466455333E-003  0.9742999198485569E-004  0.4783887286621346E-001  0.8823021554283417E-003  0.1257964268707688E-001  0.4140120167986209E-001  0.1138237565741703E-001  0.7086480884958208E-003  0.2129364193025024E-008  0.1143286102479599E-005  0.9348439653042176E-006  0.4966979544598311E-006  0.2580467853114001E-003  0.1345789211833846E-002  0.2223099555801873E-004  0.1434961914060002E-004  0.6745789054768543E-004  0.1815190130032004E-001  0.2027200567241974E-001  0.6825774813487778E-002  0.1167440909571406E-007  0.1073311391773157E-001  0.8699649909919683E-002  0.7209119127613624E-002  0.1617822243615951E+000  0.4527951629755823E-005  0.2425208016986431E-006  0.2837322165182627E-008  0.7557953662210328E-006  0.2107019998648994E-008  0.1962371814867084E-005  0.9613270537832669E-002  0.8157354229580270E-001  0.1849729257848983E-005  0.2065518903885430E-006  0.8913835919258371E-007  0.1893918890210150E-006  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.5000000000000000E+001  0.3312055525263543E-002  0.1556857028944659E-002  0.1472312288268796E-002  0.1037247567664705E-002  0.2222711436265139E-005  0.1008521275385913E-005  0.2891639965045439E-002  0.2111667789327620E+000  0.4668794521979449E-001  0.1055134713253098E-013  0.1145646574602704E-001  0.8819393748523965E-004  0.7706657463325698E-002  0.4480153129900134E-002  0.1480451466546199E-003  0.1409879511498829E-003  0.2050671870357079E-004  0.1589763766179076E-003  0.1052872215686838E-003  0.1744611034519870E-001  0.3956703407548591E-001  0.7551694305754120E-010  0.1577014620613460E-001  0.1344889546351369E-002  0.1809397019492307E-003  0.3722988783350660E-005  0.1699865577077143E-008  0.1397816009721015E-021  0.5512795750690886E-002  0.3054678872104866E-001  0.7760996639067964E-002  0.3789948419822559E-004  0.9160653020597199E-005  0.5498859875934761E-004  0.1129294611949844E-002  0.7030830782456658E-003  0.2877912576674162E-004  0.3735747048327436E-003  0.3105051641745381E-004  0.5946482240015539E-001  0.7533547444522567E-003  0.1424257472533398E-001  0.5326702736207022E-001  0.9654886628824737E-002  0.6852755658715633E-003  0.1634011615027215E-008  0.1553180947093547E-006  0.1655588432383420E-005  0.7779246512943812E-008  0.1460231921244170E-003  0.6656023967167647E-003  0.7642980088911281E-005  0.7248560905654425E-006  0.4616471158361509E-004  0.1896811251372465E-001  0.2058385781949400E-001  0.7821543358666817E-002  0.7434219389667391E-008  0.1061922322051950E-001  0.9895813186967039E-002  0.7571716797698924E-002  0.2085088264572415E+000  0.7676793003394295E-005  0.4267441539667756E-006  0.3420420018736320E-008  0.1307776015510445E-005  0.3232264840893077E-008  0.3285355072523432E-005  0.4391072284400149E-002  0.6787946126103402E-001  0.4231774102551292E-005  0.3553920405474125E-006  0.1541917292310648E-006  0.1687973009557488E-006  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.6000000000000000E+001  0.3847900233847350E-002  0.1719891114260379E-002  0.1480898638709354E-002  0.1051674820024240E-002  0.5987029237484663E-005  0.2702039420534377E-005  0.4552077124063686E-002  0.2163525096746994E+000  0.4615210051121070E-001  0.5895986661586258E-014  0.1142088712763554E-001  0.7813678313741200E-004  0.9866016714422910E-002  0.5781466628360903E-002  0.1779548434819896E-003  0.1408765396907939E-003  0.5481080561926479E-004  0.3629392255697720E-003  0.5277598846375743E-004  0.1722787000187601E-001  0.3845005049377606E-001  0.4126260013637820E-010  0.1410417955342372E-001  0.9812609195448470E-003  0.2168650217977327E-003  0.1014713193759323E-004  0.2436327206836058E-008  0.9066042607137325E-022  0.5451768505746962E-002  0.2898672294534236E-001  0.7232187071549801E-002  0.3583094506918830E-004  0.8457021095980835E-005  0.9604395856214105E-005  0.9363956993888022E-003  0.1413339334394627E-003  0.7733510267165738E-004  0.3383991171941368E-003  0.4488398232239653E-005  0.6708330135845320E-001  0.6679422398930361E-003  0.1539726611121225E-001  0.6103029445242140E-001  0.8438652451872423E-002  0.6751495075988496E-003  0.8766875720981225E-009  0.2398237809931298E-007  0.2487507577228797E-005  0.1231510829912126E-010  0.9480443344896218E-004  0.3614680095373399E-003  0.3181183026130513E-005  0.2537487570982371E-007  0.3350535170069199E-004  0.1911111884085031E-001  0.2067821458935012E-001  0.8403252788333218E-002  0.3244139246202016E-008  0.1037018085443689E-001  0.1072565925276813E-001  0.7675153108640777E-002  0.2381398650407426E+000  0.1092106142795761E-004  0.6380456098978453E-006  0.4011115633123147E-008  0.1888640540660183E-005  0.4274334282202932E-008  0.4729688600933414E-005  0.1517240134261826E-002  0.5715096827853406E-001  0.1149570545028909E-004  0.5083477319297578E-006  0.2193253560907359E-006  0.9442228157039384E-007  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.7000000000000000E+001  0.4046084636045721E-002  0.1853239743889103E-002  0.1489580317821087E-002  0.1062310362362573E-002  0.1188019769821214E-004  0.5332478578804518E-005  0.4999715921751943E-002  0.2177610548017966E+000  0.4595391610901228E-001  0.8481125355464572E-015  0.1140765177723761E-001  0.7443361863961550E-004  0.1087097312332883E-001  0.6401165288785409E-002  0.1914450132250178E-003  0.1407516786155266E-003  0.1067296421715753E-003  0.2306181278914504E-002  0.2771684494525049E-004  0.1714721083700372E-001  0.3804175811648285E-001  0.6292152571291874E-011  0.1352918492819899E-001  0.8724642712926038E-003  0.1909037559373227E-003  0.2068789595436135E-004  0.2517495280352135E-008  0.5524177703096242E-023  0.5429314964791534E-002  0.2842574350120753E-001  0.7044402986883885E-002  0.3485769042491418E-004  0.8110082324412773E-005  0.1693899232914970E-006  0.8517381548301053E-003  0.9832708030665453E-006  0.1612384457634763E-003  0.3240046544538991E-003  0.4230564861177964E-007  0.6993175689461731E-001  0.6365178732649752E-003  0.1581273703220262E-001  0.6455874410553947E-001  0.7834371060254874E-002  0.6902759798256159E-003  0.1263521065680953E-009  0.1755867534694111E-008  0.3404106925835438E-005  0.2380955278559692E-019  0.7843583359223353E-004  0.2387611077781239E-003  0.1681479559194030E-005  0.2525047256018048E-009  0.2782071625608798E-004  0.1894199586253643E-001  0.2077156875538674E-001  0.8583944948340300E-002  0.4169132066442817E-009  0.1017357850731781E-001  0.1102833797312888E-001  0.7692604941845861E-002  0.2432479421859131E+000  0.1121855580424657E-004  0.8815320126944095E-006  0.4737103399580578E-008  0.2374650404785117E-005  0.5162685545972768E-008  0.6275304299597954E-005  0.1303951667530345E-003  0.4885919978152448E-001  0.8607589987801037E-004  0.6310733818027602E-006  0.2722325655028001E-006  0.1449486971335595E-007  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.8000000000000000E+001  0.4092122937594137E-002  0.1962490078331286E-002  0.1504842454362193E-002  0.1073370261361126E-002  0.2179858656211919E-004  0.9932750134579397E-005  0.5034219147776122E-002  0.2178674678589800E+000  0.4590787780746387E-001  0.0000000000000000E+000  0.1140457123442874E-001  0.7589849167155857E-004  0.1302752850884517E-001  0.7940036646653183E-002  0.2267550706063046E-003  0.1469142003889406E-003  0.1425922978761706E-003  0.8856693362907229E-002  0.2607805065129075E-004  0.1712847818750741E-001  0.3794728386086917E-001  0.7990447281941666E-011  0.1339866008659196E-001  0.8489073056000449E-003  0.7104016567801896E-004  0.3663574589362558E-004  0.2270879574890913E-008  0.1247501631247146E-022  0.5424550115914044E-002  0.2829664814632393E-001  0.7001369565230584E-002  0.3885986313418555E-004  0.1119183593365185E-004  0.2141732875285315E-007  0.8090323275167147E-003  0.9964946173705553E-007  0.2505505931600755E-003  0.2896523077338734E-003  0.4299973848888213E-008  0.7106312848552485E-001  0.5797653193494923E-003  0.1591150755253333E-001  0.7580501743014499E-001  0.7436782222466831E-002  0.6980178015352688E-003  0.3906242885489493E-009  0.1693729229750934E-020  0.3405860333112076E-005  0.3242671584056901E-130  0.6109312691738590E-004  0.1105299358385435E-003  0.2627773271817751E-007  0.5738981621260153E-023  0.2475493369877031E-004  0.1691919259064567E-001  0.2073458949707664E-001  0.8591613529960679E-002 -0.1059875752756111E-303  0.8811740749739250E-002  0.1118039311560010E-001  0.7699426424715193E-002  0.2230994635341101E+000  0.1013631278874492E-004  0.9136382425419834E-006  0.1229305500497259E-007  0.6171234779840262E-005  0.1664085122716961E-007  0.7292852129263836E-005  0.4298316088579108E-006  0.2014287351339314E-001  0.7907301809960442E-003  0.1969507910028822E-005  0.9038375194742553E-006  0.1819657193739757E-007  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
 0.9000000000000000E+001  0.4165917230899808E-002  0.2055591697709892E-002  0.1551085272365152E-002  0.1096731616077403E-002  0.4948194396861939E-004  0.2310565754199743E-004  0.5090016695322760E-002  0.2180348605016202E+000  0.4583408351415823E-001  0.0000000000000000E+000  0.1139962875442947E-001  0.7907278595956053E-004  0.1555701525948459E-001  0.9760385474704526E-002  0.2714641055212978E-003  0.1514568791483814E-003  0.1908403622696635E-003  0.4138300893592802E-002  0.2580484819944208E-004  0.1709845537453365E-001  0.3779614450765665E-001  0.7556690719669140E-011  0.1319179725439460E-001  0.8124211633087670E-003  0.5203240874781202E-004  0.7791914948502135E-004  0.2593015337273044E-008  0.1916903698923808E-022  0.5418100104529628E-002  0.2809067678687148E-001  0.6932850533695274E-002  0.4632243154476648E-004  0.1690603806841426E-004  0.2739930546712490E-007  0.7675059774364947E-003  0.1361560935071853E-006  0.3744785162936242E-003  0.2444136979550750E-003  0.5590105338715051E-008  0.7256574905354048E-001  0.5031221747891167E-003  0.1606787186916062E-001  0.8806910064174725E-001  0.7005192192270037E-002  0.6903959469730453E-003  0.5998871644537457E-009  0.3839282659148435E-039  0.3941673883274355E-005  0.5141633110776809E-256  0.4196964731714921E-004  0.3835698687049960E-004  0.4241156485638092E-010  0.1289088835142614E-043  0.2192231971126369E-004  0.1436218747200950E-001  0.2081920365184553E-001  0.8543251414723327E-002  0.8423967749462076E-304  0.7098180476006892E-002  0.1143254150958968E-001  0.7697764505467871E-002  0.2109692432734747E+000  0.1152715313722875E-004  0.1026604260650424E-005  0.1918347523567186E-007  0.1027193372909584E-004  0.2866872642607682E-007  0.8901504278719353E-005  0.2607495944225733E-006  0.1297450483210639E-001  0.5727890802746916E-003  0.3458760319406616E-005  0.1600993119090717E-005  0.1721682045858250E-007  0.1000000000000000E+007  0.2090000000000000E+006  0.2000000000000000E+005  0.0000000000000000E+000  0.1000000000000000E+001
