  12.0   0.0000000000000000e+00   6.7699999999999998e-04   1.1600000000000000e-03   3.9199999999999999e-04   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   2.0000000000000001e-01   5.0000000000000003e-02   0.0000000000000000e+00   1.1670000000000000e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000000e-03   1.8800000000000001e-02   4.6899999999999997e-02   0.0000000000000000e+00   3.0599999999999999e-02   8.7399999999999995e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   5.8900000000000003e-03   4.1700000000000001e-02   1.1800000000000000e-02   0.0000000000000000e+00   0.0000000000000000e+00   5.5999999999999995e-04   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   7.5099999999999996e-05   6.0599999999999998e-04   0.0000000000000000e+00   8.3700000000000002e-05   5.0699999999999999e-03   0.0000000000000000e+00   1.8900000000000000e-02   1.2100000000000000e-04   0.0000000000000000e+00   4.3300000000000001e-04   0.0000000000000000e+00   8.1999999999999998e-04   1.2999999999999999e-03   1.0400000000000000e-02   8.9300000000000002e-05   7.9699999999999997e-03   0.0000000000000000e+00   2.3159999999999999e-03   1.1209999999999999e-02   0.0000000000000000e+00   7.8429999999999995e-09   1.7200000000000000e-03   3.2599999999999999e-03   1.9300000000000001e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000001e-01   5.0000000000000003e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  13.0   5.3422060783270330e-04   8.1581340382670469e-04   1.2719605372564361e-03   6.2008422934545498e-04   5.9812498868521662e-09   2.5583475856237817e-09   1.2734215989114686e-06   2.0034408583477847e-01   4.9465779392167307e-02   2.3657521681936930e-15   1.1636271228367289e-02   1.1583628567389928e-04   3.6573058030054122e-04   1.5864929473923662e-04   7.7945472285056485e-06   3.6564403953698878e-05   9.4177916213292158e-08   1.8691540750720982e-06   7.2207107424906351e-04   1.8581059449971127e-02   4.5666738088060252e-02   7.1793150114897533e-11   2.7580540571443365e-02   6.5182961387458931e-03   1.7617850317602958e-05   1.1365988657680608e-08   1.0454053115908337e-10   3.1520254450521535e-25   5.8292093966512545e-03   3.9714673172551070e-02   1.1050024205154170e-02   5.8495829380328651e-05   1.5890607019534107e-05   7.8864092625850128e-04   1.2228250615201150e-03   1.6521852893333158e-04   1.8527945378511892e-07   4.0585319052795389e-04   4.6059641454655308e-04   8.4383112760375405e-03   7.7847234439149568e-04   7.0951379441129732e-03   5.8483658620891955e-03   1.7154561192253809e-02   5.1344121452285446e-04   9.2156866968928710e-10   1.3952810407099429e-04   1.4307019784944738e-07   2.8691610193039898e-04   1.0301107674924156e-03   7.1476336014550243e-03   1.7568035205618030e-04   3.3195005144011033e-03   9.3662270583218916e-05   8.7107665684566463e-03   1.5302719196061914e-02   2.1778376568389450e-03   1.2075657369674563e-08   6.4439881488606550e-03   4.7092175071158987e-03   3.8133615292525081e-03   2.7455692350394054e-02   6.7419020013346461e-07   4.2116206556388518e-08   1.3188425643695022e-09   8.5935750923836947e-08   3.0192510253855464e-10   3.5982752986552701e-07   6.6037573251357604e-02   7.5419250649205946e-02   4.5118607167634582e-08   2.2556853688018255e-08   8.0727033423022898e-09   1.3954193795693992e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  14.0   1.1487898001768860e-03   9.9457525589186167e-04   1.3797121752926228e-03   8.4053822351820139e-04   3.9268369397243887e-08   1.7157301649873749e-08   2.8022561562120779e-05   2.0103838298350551e-01   4.8851210199823129e-02   5.2942831056718862e-15   1.1597138379465575e-02   1.3384625052051421e-04   1.2985894709639269e-03   6.5169963740567874e-04   3.0832286492445807e-05   7.9074868011133194e-05   4.5832884717720904e-07   1.1398299467023853e-05   4.3520494454521344e-04   1.8329454510110164e-02   4.4272209631779219e-02   7.6427545382290334e-11   2.4439788996617303e-02   4.6338231326934461e-03   4.1897768893125610e-05   6.9717911195991775e-08   2.4671830244992299e-10   3.5330324122318795e-24   5.7592484849136472e-03   3.7522858673003860e-02   1.0237028114127161e-02   5.0809238713803391e-05   1.3259357363768878e-05   7.6287891674068416e-04   1.6880739116750961e-03   4.7134007530285645e-04   7.7959076176539355e-07   5.0830926893091039e-04   3.2665059798345745e-04   2.0585376591988475e-02   1.0196154453077622e-03   8.9793330029645027e-03   1.5747975771935208e-02   1.5268511427701853e-02   6.8673063795459299e-04   1.3733152141903375e-09   3.6007718256586256e-05   2.6156176158797089e-07   6.8915063576838510e-05   7.1879417710684463e-04   4.5088924350296811e-03   1.2292518997345252e-04   9.4797471488929357e-04   1.1087581957936433e-04   1.3359388540527137e-02   1.8148610825066296e-02   4.0056953324209702e-03   1.4941007809428559e-08   9.1591170667776126e-03   6.0882781121541479e-03   5.3534300680714757e-03   6.2167035566858445e-02   1.3028314895400877e-06   7.0721010942242586e-08   1.8077712907279202e-09   1.9744443177939936e-07   6.8947221084609701e-10   6.1686512910691684e-07   3.5327403740018339e-02   9.2702640984922174e-02   2.2395289420286996e-07   5.3319313037375719e-08   2.1150671034916491e-08   1.5450691153757758e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  15.0   1.8282922229925459e-03   1.1833012948928284e-03   1.4387541569157963e-03   9.6410809933001392e-04   1.7461573812895696e-07   7.8022918730676498e-08   2.4423127813004262e-04   2.0232338612858555e-01   4.8171707777007466e-02   8.8746930499064049e-15   1.1553450639506300e-02   1.2086106493695294e-04   2.8727790254981602e-03   1.5637618460129668e-03   6.5774912462684713e-05   1.1407777846629319e-04   1.7820404005793632e-06   3.7584392257180491e-05   2.7405614956816613e-04   1.8051598770935182e-02   4.2760245044793491e-02   8.3727764120629293e-11   2.1343177307908703e-02   3.1608545698917040e-03   7.9087982137413562e-05   2.9937501916471033e-07   5.1275326145570766e-10   2.2487306175965577e-23   5.6818630615028710e-03   3.5210329570975966e-02   9.3968919197687864e-03   4.4905428383399532e-05   1.1471957814414317e-05   4.8562085236538669e-04   1.6657790251877126e-03   9.1659974008203974e-04   2.7367799737683007e-06   4.8652548456956700e-04   2.0264876978671190e-04   3.4249112575614776e-02   1.0013424072913015e-03   1.0773305133702117e-02   2.8091001621106029e-02   1.3328335461356993e-02   7.2202539571990850e-04   2.1191083488151581e-09   7.4242390984442800e-06   4.9374491675026623e-07   9.3311809371438324e-06   4.5079078129287654e-04   2.5952323907383560e-03   5.9296071680742508e-05   1.6219107744436898e-04   9.3627937334434411e-05   1.6351285597693731e-02   1.9572010980542901e-02   5.5276653054800997e-03   1.4516513747695308e-08   1.0374636596586479e-02   7.3948044068435758e-03   6.4746538222249057e-03   1.0968055383015347e-01   2.4702768248767262e-06   1.2939723092715556e-07   2.3131732924579285e-09   3.9766406511778549e-07   1.2605502710690132e-09   1.1019480630310403e-06   1.8833575550202705e-02   9.1987371397535933e-02   7.3563161270074888e-07   1.0873038756948779e-07   4.5680787718045227e-08   1.7519024585007931e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  16.0   2.5761853000056088e-03   1.3730843436937186e-03   1.4614154291696479e-03   1.0139067758150996e-03   6.6548471252453716e-07   3.0136612637049039e-07   1.1210945695081665e-03   2.0548334953054870e-01   4.7423814699994390e-02   1.1343471511131904e-14   1.1504841813357118e-02   1.0341414324909561e-04   5.1063771364456166e-03   2.9079116896353532e-03   1.0728899515493847e-04   1.3429942875613706e-04   6.3371585118896794e-06   8.2917588336530338e-05   1.7730701844536882e-04   1.7746187691824459e-02   4.1132252261464566e-02   8.7505001535524671e-11   1.8345862790273112e-02   2.0619683375398901e-03   1.2798993419243623e-04   1.1191870894984309e-06   9.7796120334570939e-10   7.8707724747208807e-23   5.5966538462234221e-03   3.2795244893842335e-02   8.5396992198625253e-03   4.0902964162637766e-05   1.0171241093536704e-05   1.8526300944996432e-04   1.4134326673725924e-03   1.1208789039530865e-03   9.1571422027708300e-06   4.2790698519852241e-04   9.6944099616665122e-05   4.7819840481605390e-02   8.8186215826164421e-04   1.2576748155686834e-02   4.1384114475723446e-02   1.1385025254769894e-02   7.0849814613213092e-04   2.1853387774627378e-09   1.1915740987652873e-06   9.2897955326675446e-07   6.3963649265983359e-07   2.5831433298642245e-04   1.3474863145523999e-03   2.2264076957814604e-05   1.6079593825271507e-05   6.7473235674173694e-05   1.8142155502876706e-02   2.0259519023036836e-02   6.8236591143119784e-03   1.1650831542345348e-08   1.0731093130283484e-02   8.6975110679647916e-03   7.2078125942301357e-03   1.6172835637476113e-01   4.5075072916322321e-06   2.4100432237397776e-07   2.8330051814582255e-09   7.5438381493324330e-07   2.1060136374151647e-09   1.9535951821361190e-06   9.7199105799583210e-03   8.1468040668381647e-02   1.8259443217370408e-06   2.0644183021785805e-07   8.9100405981707120e-08   1.8941750443122941e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  17.0   3.3106265096266899e-03   1.5568961181049721e-03   1.4724606531662241e-03   1.0375505476967460e-03   2.2171718543072594e-06   1.0060507564758035e-06   2.9055693265399077e-03   2.1120794891450750e-01   4.6689373490373325e-02   1.0538723767390908e-14   1.1456558871651321e-02   8.8212244281205495e-05   7.7156679439356881e-03   4.4862750392901758e-03   1.4814321621014239e-04   1.4093047289826638e-04   2.0422391167554899e-05   1.5614572135776739e-04   1.0548165543002634e-04   1.7446693982237541e-02   3.9570128910924401e-02   7.5552486713976293e-11   1.5775606653287689e-02   1.3465785148367882e-03   1.8060065068298834e-04   3.7120485092707328e-06   1.6926746628823379e-09   1.4035995263423951e-22   5.5129583452767613e-03   3.0551336491850191e-02   7.7625968141371293e-03   3.7907744518262181e-05   9.1593064264603844e-06   5.3083928803598126e-05   1.1297881830419070e-03   7.0165456580308430e-04   2.8662167954324101e-05   3.7362126956029919e-04   3.0534169319789766e-05   5.9437039046431030e-02   7.5301830578879516e-04   1.4239065536252494e-02   5.3245212666370216e-02   9.6582347848875646e-03   6.8518162366785877e-04   1.6677281445282666e-09   1.6654816791370668e-07   1.6449733812852926e-06   3.4544877789741485e-08   1.4627556091500882e-04   6.6697181321923374e-04   7.6794272314729340e-06   1.0798153915283604e-06   4.6208903170941636e-05   1.8959193626287209e-02   2.0571244405994935e-02   7.8193289056094194e-03   7.4222147168498403e-09   1.0618532335721093e-02   9.8932032164512195e-03   7.5707341798384618e-03   2.0833396321362935e-01   7.6437193758502363e-06   4.2406405168463823e-07   3.4153374817355340e-09   1.3055434889877451e-06   3.2309893054250099e-09   3.2691293037348573e-06   4.4245452851849687e-03   6.7848600855883234e-02   4.1254662737465965e-06   3.5523467979614773e-07   1.5415845019375438e-07   1.6889234502283292e-07   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  18.0   3.8464141138433725e-03   1.7198921442765057e-03   1.4810745789847254e-03   1.0520375533970671e-03   5.9802650090626666e-06   2.6993570664059988e-06   4.5999448471961647e-03   2.1649554450888964e-01   4.6153585886156645e-02   5.8836850420511962e-15   1.1420984113118236e-02   7.8189610018722093e-05   9.8716524747947676e-03   5.7860427384970100e-03   1.7802810651345840e-04   1.4085663560177422e-04   5.4724176712134712e-05   3.4026955524690193e-04   5.3012329901201307e-05   1.7228476807825119e-02   3.8453253323753642e-02   4.1222093353568821e-11   1.4109547856665187e-02   9.8256941519727584e-04   2.1748773584133303e-04   1.0133382147552885e-05   2.4416100943682171e-09   9.9890204384975919e-23   5.4519375417126838e-03   2.8991380302794117e-02   7.2338086819044760e-03   3.5857228528610483e-05   8.4617526903457785e-06   7.8140553320746325e-06   9.3698868697537669e-04   1.2332697108410578e-04   7.7199314972372515e-05   3.3848839644239157e-04   4.0806156988086830e-06   6.7051093212565027e-02   6.6785907928671221e-04   1.5393720771421095e-02   6.1015889574884859e-02   8.4421787590912827e-03   6.7515354061642148e-04   9.2305837099854627e-10   2.5661939374742942e-08   2.4834087314649904e-06   3.3231227771780113e-09   9.4982543475713617e-05   3.6235180840702249e-04   3.1973730573721465e-06   5.7728608955829506e-08   3.3549993944759512e-05   1.9105575030893437e-02   2.0670175929289283e-02   8.4012273635990110e-03   3.2393405420500295e-09   1.0370690337344980e-02   1.0722995926690862e-02   7.6745265498592008e-03   2.3795075569536062e-01   1.0946043221648687e-05   6.3698337802151670e-07   4.0088749787166101e-09   1.8871390007832202e-06   4.2720418733451646e-09   4.7234361836630125e-06   1.5250926234046070e-03   5.7165168547578277e-02   1.0656671688033857e-05   5.0806050537224858e-07   2.1923697080487547e-07   9.4308733642564910e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  19.0   4.0446184892563150e-03   1.8532271168321449e-03   1.4897629757876748e-03   1.0626923855581016e-03   1.1871042001810401e-05   5.3292601643465837e-06   5.0075345480730671e-03   2.1778396238007453e-01   4.5955381510743736e-02   8.4746658540329919e-16   1.1407747691628311e-02   7.4488754801587710e-05   1.0875380488534515e-02   6.4052067984652229e-03   1.9151372437257942e-04   1.4073895903412802e-04   1.0658367580404786e-04   2.3037560675227219e-03   2.7795770628318012e-05   1.7147809307443820e-02   3.8044902124362900e-02   6.2896824952926332e-12   1.3534321709331226e-02   8.7363583442703885e-04   1.9090954072861015e-04   2.0667021895235334e-05   2.5154099830475344e-09   5.5813218004527976e-24   5.4294816855818004e-03   2.8430282797673265e-02   7.0459747302617616e-03   3.4879854631001685e-05   8.1154175911284155e-06   1.7050239771303986e-07   8.5231654895739646e-04   9.9606441657446957e-07   1.6099849105930209e-04   3.2409743154438971e-04   4.2704981522423004e-08   6.9899086881806793e-02   6.3647372874825123e-04   1.5809286036711154e-02   6.4521978066109417e-02   7.8378837243147266e-03   6.9030391930101321e-04   1.2662516289698015e-10   1.8898030730819162e-09   3.4005626926722594e-06   4.6050760656813158e-13   7.8588250476462963e-05   2.3941554344000286e-04   1.6916851828078842e-06   6.1470217395920333e-10   2.7861348508369614e-05   1.8937625262864913e-02   2.0765276444273395e-02   8.5820974330473917e-03   4.1699486485761020e-10   1.0174342031966896e-02   1.1025735302334279e-02   7.6921254084593334e-03   2.4306273247695043e-01   1.1212661655339029e-05   8.8060478189587887e-07   4.7340837045019038e-09   2.3737350463263140e-06   5.1613854046259144e-09   6.2703358327749982e-06   1.3056414846684687e-04   4.8886641718686910e-02   8.5938207091448959e-05   6.3094215774196973e-07   2.7223305706520621e-07   1.4488174425497617e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  20.0   4.0906425076384315e-03   1.9624604718656365e-03   1.5050234637910055e-03   1.0737611136947003e-03   2.1785378882516644e-05   9.9285509077343064e-06   5.0420711009912904e-03   2.1789047668530107e-01   4.5909357492361622e-02   1.1736247043419371e-53   1.1404668177626196e-02   7.5955175081750110e-05   1.3030946069043023e-02   7.9438517008871452e-03   2.2682653008584052e-04   1.4691751803091408e-04   1.4243976859176975e-04   8.8603498850060615e-03   2.6151891424018999e-05   1.7129082412650678e-02   3.7950452337177351e-02   7.9868978035331604e-12   1.3403791594141963e-02   8.5005509516080237e-04   7.1094683406374765e-05   3.6608317299764011e-05   2.2701932583923890e-09   1.2465256876145881e-23   5.4247181737888343e-03   2.8301210844038568e-02   7.0029463574500170e-03   3.8882519973554250e-05   1.1198352538855220e-05   2.1428258397032461e-08   8.0960987987423053e-04   9.9681759805174476e-08   2.5028862183145871e-04   2.8974392537777486e-04   4.3005553019005199e-09   7.1030046932361257e-02   5.7975348417938616e-04   1.5908044493913434e-02   7.5769020978148721e-02   7.4403625646694213e-03   6.9805065387465719e-04   3.9031728823113472e-10   8.2140800147814374e-16   3.4066423561855185e-06   3.0463688481535215e-17   6.1216374955442310e-05   1.1086498606901637e-04   2.6816020337872628e-08   1.1308935969810266e-16   2.4793208802808985e-05   1.6915858428806826e-02   2.0728563780705513e-02   8.5899329702126617e-03   6.0771904158858040e-35   8.8127823492398193e-03   1.1177783986530774e-02   7.6989964194546850e-03   2.2290928634497528e-01   1.0136194749308901e-05   9.1394888365981868e-07   1.2284922683301500e-08   6.1680299017963152e-06   1.6632588435503907e-08   7.2945763818054345e-06   4.3021741463821925e-07   2.0158516824277654e-02   7.9047100374414763e-04   1.9683682685043520e-06   9.0349894507876337e-07   1.8187109168216685e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
  21.0   4.1644429464300263e-03   2.0555372324159043e-03   1.5512150500138471e-03   1.0971064090539529e-03   4.9444330296588572e-05   2.3092708767173253e-05   5.0978974849927930e-03   2.1805795583730556e-01   4.5835557053570002e-02   4.6559015119239710e-76   1.1399725402719619e-02   7.9133907031866651e-05   1.5559731666952938e-02   9.7641966185716411e-03   2.7154812357687669e-04   1.5147737407784982e-04   1.9068016774031682e-04   4.1406468406527822e-03   2.5877892833440196e-05   1.7099057008466818e-02   3.7799292686578306e-02   7.5473044193344426e-12   1.3196839291514832e-02   8.1351794630888828e-04   5.2073094238450323e-05   7.7859002681616025e-05   2.5910756908962702e-09   1.9126885660046170e-23   5.4182647229497694e-03   2.8095195882315516e-02   6.9344084570251551e-03   4.6349823345135261e-05   1.6917388267699385e-05   2.7398888130972314e-08   7.6807576105455630e-04   1.3613380827250475e-07   3.7421276097847876e-04   2.4449639517428059e-04   5.5882073267428303e-09   7.2532476762589435e-02   5.0313567595322421e-04   1.6064444699294952e-02   8.8035471472213370e-02   7.0087564294235944e-03   6.9042572165101276e-04   5.9851464372902184e-10   1.6888392185666180e-17   3.9407629817944541e-06   4.5814134223211944e-20   4.2059483377559244e-05   3.8531969680077236e-05   2.0803011929406840e-10   2.3265782888583613e-18   2.1957950665619021e-05   1.4359788599661628e-02   2.0813434470879424e-02   8.5416398923246206e-03  -7.1618316413893815e-50   7.0993527722002549e-03   1.1430014567105460e-02   7.6973852235200048e-03   2.1077772468991671e-01   1.1521725857994286e-05   1.0264376607212224e-06   1.9163078721109799e-08   1.0264174303247414e-05   2.8640467820533088e-08   8.8994845538642119e-06   2.6109372129882260e-07   1.2991015451282175e-02   5.7239349609532642e-04   3.4549155506479040e-06   1.5995404510171791e-06   1.7194140378137851e-08   1.0000000000000000e+06   2.0900000000000000e+05   2.0000000000000000e+04   0.0000000000000000e+00   1.0000000000000000e+00 
