  12.0   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e+01   1.0000000000000000e-08   1.0000000000000000e+01   1.0000000000000000e-08   1.0000000000000000e+00   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   3.0000000000000000e+02   1.0000000000000000e+01   1.0000000000000000e-08   1.0000000000000000e-08   5.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+02   2.0000000000000000e+01   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   1.0000000000000000e-08   5.0000000000000000e+01   1.0000000000000000e-08   1.2500000000000000e+08 
  13.0   1.6908903258823736e-12   2.3560649957693393e-02   6.0435308565604124e+00   1.7594755394301016e-05   9.1187249157930879e+00   2.5632256413005108e-02   6.9392431274234037e+00   1.0681449639181344e-03   2.5411808396421059e-01   2.5014349920277140e-01   7.2241836187100872e-05   9.2751249010677448e+00   6.3578174165398798e-08   1.0891178635721512e+00   3.5243751867799880e+00   3.0713012199806343e+02   1.5662523887425905e+01   2.2567766660485438e-03   4.4561923207437487e-01   4.8564525772168025e+01   1.9908064738643819e+01   2.2616415719582168e+00   6.0705368435912455e+00   1.2922959802282550e+01   9.7677953478819916e+01   4.4617186016912243e+01   2.0646363565891390e-04   3.6666007071282825e-03   5.2319483043974030e-06   3.0466018738081144e-04   9.9105659015370478e+00   1.3410810616924719e-04   1.2500000000000000e+08 
  14.0   2.2846026482983704e-12   1.7147339381045359e-01   1.4385491525519498e+01   5.5608758307773481e-05   7.7586276640513896e+00   2.7149357784182395e-02   3.6593313937718785e+00   9.2104059848159960e-04   1.9877429912219896e-01   4.0845226489622777e-01   9.8894463882669912e-05   2.1737501007340573e+01   1.0572168229168557e-07   1.2347224306180598e+00   3.3017594698459831e+00   3.1960519497347298e+02   1.4250676763412498e+01   4.9204953287781388e-03   6.2357960002584512e-01   4.7078857583792860e+01   2.2586605879337526e+01   1.7217530859300748e-01   2.5861284828392650e+00   1.2176111103284189e+01   1.3353414060017269e+02   2.7335966783584951e+01   3.5320686655691260e-04   9.7305841606124925e-03   3.4930715186750839e-06   5.2191433468887693e-04   4.2817699637837610e+00   3.4079580784916622e-04   1.2500000000000000e+08 
  15.0   2.7341273819061821e-12   1.6681263572331220e+00   2.3991194525842428e+01   1.5754288638686442e-04   5.9693898185048084e+00   1.2115788468344088e-02   1.2955222060160498e+00   3.8549431647599639e-03   8.2899899257659768e-02   4.3430232811561165e-01   9.0024570846933421e-05   3.1780840955175787e+01   1.4276504447670754e-07   8.2885007499945484e-01   1.9408839098879107e+00   3.3387461901735713e+02   1.0071444003581597e+01   1.7522679495973290e-02   4.5208455268703795e-01   4.5203646908014790e+01   2.0333776858543189e+01   2.7162403180119388e-03   6.6805997457087241e-01   8.4031059495802261e+00   1.6822922494361598e+02   8.8628826521088993e+00   4.9532822100850095e-04   3.1645219079981933e-02   1.5993055293327278e-06   7.0249199889409393e-04   9.5473839590185372e-01   1.1679528569577195e-03   1.2500000000000000e+08 
  16.0   2.5124493412462108e-12   7.2890808823459876e+00   2.9400542842029260e+01   5.5137718222550511e-04   4.6895824432623838e+00   5.1053425554251964e-04   4.9830805373482207e-01   2.2869690151277107e-02   8.6002776125920950e-03   5.7689056751598453e-02   3.9211378722071913e-05   3.4394568832298056e+01   8.6744249044812347e-08   5.7654846720954056e-01   9.5067704098814032e-01   3.4366460276039976e+02   7.2024199453887512e+00   7.9349126391671382e-02   2.6941758164974172e-01   4.3336268153286085e+01   1.6387210763201075e+01   5.8411884411380455e-05   1.8649804143907125e-01   5.5826974575339454e+00   1.7831511908290449e+02   8.5192750482899771e-01   3.1353694583394535e-04   4.2171803213820337e-02   7.2147917388491421e-07   2.8494616777106658e-04   6.2799829450791836e-02   8.9315916833715946e-03   1.2500000000000000e+08 
  17.0   1.7553725279363337e-12   1.3322695450627204e+01   2.9754190570454835e+01   2.8310967736923103e-03   3.9678046813816055e+00   2.0533532280517498e-05   2.5706072156559934e-01   1.1833557085956092e-01   3.8898220839837170e-04   5.6581724371527285e-03   2.4542642838242340e-05   3.4474822816375081e+01   6.6779420925184211e-08   5.7432595005897835e-01   5.2907890279264702e-01   3.4916231720235572e+02   5.6693551659633981e+00   1.3407097392008688e-01   2.0707425285845690e-01   4.1978633150017416e+01   1.5031736768420398e+01   3.9147690267674731e-06   7.3558661923344981e-02   4.2029211567035851e+00   1.7275814956466118e+02   9.5899491761535463e-02   2.4914916629990277e-04   3.8371541283092114e-02   4.5789676004223655e-07   1.1340543317168175e-04   4.0270908352646973e-03   5.5038339943135409e-02   1.2500000000000000e+08 
  18.0   8.3964944218122172e-13   1.6947885845837416e+01   2.9357965035267668e+01   1.1877457857419878e-03   3.5377853101679508e+00   2.6758421275284466e-05   1.6324788013621139e-01   1.6827788524731405e-01   2.1024181821049242e-04   5.6320504552021654e-03   1.1426382715675580e-05   3.4517432807638436e+01   3.5314203578437850e-08   5.0071077382339413e-01   3.6138828727550359e-01   3.5236824838342091e+02   4.7797827818522522e+00   9.3295550312381140e-02   1.7780242449703232e-01   4.1036785785406593e+01   1.4334983605036982e+01   5.7071120928060010e-07   3.7209750237711170e-02   3.4868952966018245e+00   1.6881081599840508e+02   1.3634913247849925e-01   1.3477991917944425e-04   2.6820490026390444e-02   2.2033810213204870e-07   1.0399561171414549e-04   3.2436717991827305e-03   3.8628771434332909e-02   1.2500000000000000e+08 
  19.0   1.1716730163864926e-13   1.8201801889453854e+01   2.9054113473757560e+01   3.9692012908675581e-04   3.3824194611320566e+00   3.8550808549369414e-05   1.3664988972279762e-01   1.7764373422264870e-01   1.6759060217688725e-04   3.6189645797724151e-03   2.1047325623876562e-06   3.4586099175627190e+01   6.8164283392299683e-09   4.2740509940269089e-01   3.1691471898803514e-01   3.5350504466028912e+02   4.4131993342550215e+00   4.9281397065507770e-02   1.5395044153978496e-01   4.0666355425723964e+01   1.4250410943801834e+01   2.4121992033511473e-07   2.6110069604450718e-02   3.2500117132510664e+00   1.6714436472380382e+02   2.0381607514582772e-01   2.6252763368539816e-05   1.1406969420900333e-02   3.1046051820610964e-08   1.0057042412755202e-04   8.2036893439215331e-04   2.5862127703548076e-02   1.2500000000000000e+08 
  20.0  -8.1126346928384464e-92   1.8354813659528453e+01   2.8832916895809426e+01   3.0244058035589584e-04   3.3647947779264662e+00   6.0986814434910729e-05   1.3385148375541092e-01   1.7975386529182458e-01   1.6236796663572832e-04   1.9478860322220451e-03   3.8877569484412256e-07   3.4674204834683074e+01   1.2659634486590853e-09   3.4277468797474775e-01   3.1766312385757878e-01   3.5364557836047021e+02   4.2904995283485068e+00   3.1168229931590706e-02   1.3324906653126720e-01   4.0620411074154568e+01   1.4553012024170382e+01   1.8499554588432348e-07   2.2059850941716284e-02   3.2260783506051611e+00   1.6670511847965895e+02   2.4332264720041641e-01   4.8812909044990017e-06   5.1983662532244738e-03  -6.5776955129997049e-58   1.3298377747278183e-04   3.4430098033189262e-09   2.1674601335172114e-02   1.2500000000000000e+08 
  21.0 -1.0368437996440422e-115   1.8442175856974107e+01   2.8639644086001695e+01   2.9769231876634932e-04   3.3553139064402329e+00   8.4299582022869462e-05   1.3236400228721940e-01   1.8178995405935225e-01   1.6189766899388615e-04   1.9277618378672576e-03   3.7529160264585638e-07   3.4768149091344576e+01   1.2255281029427211e-09   2.5409220067867877e-01   3.2008132892900948e-01   3.5373084876536910e+02   4.1844303812575419e+00   3.0304618443977752e-02   1.1517251239967717e-01   4.0594572670172113e+01   1.4843779302869940e+01   1.4695477782660473e-07   1.8853165540557021e-02   3.2139625937808813e+00   1.6635124298713768e+02   2.4765207684792770e-01   4.7283943013068901e-06   5.0539242999910160e-03  -2.0498941828346681e-73   1.8063637330015505e-04   4.7842356280354603e-09   2.1168245001946688e-02   1.2500000000000000e+08 
