 0.0000000000000000E+000  0.1000000000000000E+001  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.2000000000000000E+001  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.1700000000000000E+004  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.1000000000000000E+003  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.9999999939225290E-008  0.1000000000000000E+003  0.9999999939225290E-008  0.5000000074505806E-001  0.9999999939225290E-008  0.5000000000000000E+001  0.9999999939225290E-008  0.9999999939225290E-008  0.5000000074505806E-001  0.9999999939225290E-008  0.1000000014901161E+000  0.9999999939225290E-008  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.1000000000000000E+001  0.1000000000000000E+001  0.9999999939297290E-008  0.9999999940902103E-008  0.9999999939246873E-008  0.9999999940697857E-008  0.9999999939354105E-008  0.9999999939645242E-008  0.9999999939225294E-008  0.9999999939225290E-008  0.9999999985074231E-008  0.9999999939029080E-008  0.9999999939100495E-008  0.9999999939145580E-008  0.9999999935510277E-008  0.9999999938446219E-008  0.9999999563428787E-008  0.9999999939010291E-008  0.9999999893376350E-008  0.9999999937919566E-008  0.9999999933048589E-008  0.6399207256274098E-008  0.6399207256274096E-008  0.1904041719461681E+001  0.9999999855260967E-008  0.6399207190600706E-008  0.2734338017298065E-008  0.2963636577193007E-008  0.9999999945672126E-008  0.1699999148487963E+004  0.9999999919740748E-008  0.9693344312799426E-008  0.6399205190039922E-008  0.9999999427160199E-008  0.5297769624347040E-008  0.6015532059521689E-008  0.9999999717764551E-008  0.9375157254167918E-018  0.9999999894379377E-008  0.1000000009462324E-007  0.9999999891712982E-008  0.1000000000085856E+003  0.2990964954951491E-008  0.9999999883331523E-008  0.9999999953861460E-008  0.9687341501356006E-008  0.9999999895416116E-008  0.9999999930839092E-008  0.1000000002934452E-007  0.1000000000423233E-007  0.9999999883332193E-008  0.1016382142172509E-007  0.9999999882913079E-008  0.1000000045432163E-007  0.1830302290107784E-007  0.9999999883290950E-008  0.1360079251301354E-007 -0.1763206757278904E-008 -0.2913552672601035E-010  0.9999999977295861E-008  0.9999999793021549E-008  0.9999999906169611E-008  0.9836178447913694E-008  0.9999999886318817E-008  0.9999999368192570E-008  0.8515254334510894E-003  0.1360079248822959E-007  0.9999999876668617E-008  0.9999999870625134E-008  0.9999999870628708E-008  0.9999999870632165E-008  0.9687341495493552E-008  0.3089682688569309E-007  0.9999999883628905E-008  0.1001684299499621E+003  0.9999999979494514E-008 -0.3580203313607110E-002  0.1265051599259934E-007  0.5000000000000000E+001  0.6578251588727108E-008  0.9999999876680723E-008  0.2046471308597182E+000  0.6060171952538656E-007 -0.1066873513104168E-002  0.3049928715427991E+000  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.2000000000000000E+001  0.1000000000000000E+001  0.9999999939369291E-008  0.9999999942596728E-008  0.9999999939268444E-008  0.9999999942169621E-008  0.9999999939482853E-008  0.9999999939632763E-008  0.9999999939225304E-008  0.9999999939225290E-008  0.1000000012028179E-007  0.9999999938832975E-008  0.9999999938975768E-008  0.9999999939065914E-008  0.9999999931797283E-008  0.9999999937667570E-008  0.9999998455093554E-008  0.9999999938256988E-008  0.9999999758168788E-008  0.9999999934069007E-008  0.9999999914833623E-008  0.4094985791600733E-008  0.4094985791600732E-008  0.1813103562076951E+001  0.9999999607651939E-008  0.4094985749667507E-008  0.2685752390333792E-008  0.2142422397244390E-009  0.9999999930772568E-008  0.1699996637391688E+004  0.9999999862281238E-008  0.9396372007286754E-008  0.4094984468596966E-008  0.9999999422019378E-008  0.2814981396053574E-008  0.3627264418125885E-008  0.9999999065048598E-008  0.2045935604829112E-023  0.9999999870472040E-008  0.1000000066123084E-007  0.9999999751609251E-008  0.9999999998897309E+002  0.8996875020385782E-009  0.9999999826844044E-008  0.1000000010536555E-007  0.9385850166880394E-008  0.9999999863114324E-008  0.1000000001445069E-007  0.1000000040344658E-007  0.1000000030427906E-007  0.9999999826844742E-008  0.1032421309761026E-007  0.9999999826438145E-008  0.1000000208167214E-007  0.2309003313234062E-007  0.9999999826805253E-008  0.1590501412676461E-007 -0.1728229133372667E-008 -0.2037690163743095E-012  0.1000000019790751E-007  0.9999999362242984E-008  0.9999999910530885E-008  0.9675786764588323E-008  0.9999999838512711E-008  0.9999997684319679E-008  0.3362623940078682E-002  0.1590501403552785E-007  0.9999999813626687E-008  0.9999999801481231E-008  0.9999999801488371E-008  0.9999999801495283E-008  0.9385850206161613E-008  0.3547344120121877E-007  0.9999999483692789E-008  0.1001059146330491E+003  0.9999999837737442E-008  0.1697694124138613E-003  0.8176776979526376E-008  0.5000000000000000E+001  0.4335812851991454E-008  0.9999999813650894E-008  0.1996631988813637E+000  0.1105042544881262E-006  0.1670980278997967E-003  0.5976932268371461E+000  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.3000000000000000E+001  0.1000000000000000E+001  0.9999999939441292E-008  0.9999999944303986E-008  0.9999999939290004E-008  0.9999999943640602E-008  0.9999999939611531E-008  0.9999999939661448E-008  0.9999999939225318E-008  0.9999999939225290E-008  0.1000000034047491E-007  0.9999999938636976E-008  0.9999999938851107E-008  0.9999999938986290E-008  0.9999999928086269E-008  0.9999999936889339E-008  0.9999996650069056E-008  0.9999999936991722E-008  0.9999999537975668E-008  0.9999999927798157E-008  0.9999999885169527E-008  0.2620466561193462E-008  0.2620466561193462E-008  0.1728858449342642E+001  0.9999999204406715E-008  0.2620466534365772E-008  0.2638250536838086E-008  0.4914262358001351E-009  0.9999999895526363E-008  0.1699992547935917E+004  0.9999999768705197E-008  0.9110098703801360E-008  0.2620465713713718E-008  0.9999999413602004E-008  0.1522292978681709E-008  0.2218180880573943E-008  0.9999998002664850E-008  0.1120653942744921E-028  0.9999999866622065E-008  0.1000000161906758E-007  0.9999999523445374E-008  0.9999999994701341E+002  0.2796330491365495E-009  0.9999999769935072E-008  0.1000000038718295E-007  0.9101735536514779E-008  0.9999999841885078E-008  0.1000000018570133E-007  0.1000000104777725E-007  0.1000000082800647E-007  0.9999999769932615E-008  0.1047763968288983E-007  0.9999999769493425E-008  0.1000000476698787E-007  0.2585724169370682E-007  0.9999999769856121E-008  0.1737953362800321E-007 -0.1724110609192927E-008  0.1998522792339293E-012  0.1000000059227045E-007  0.9999998660822330E-008  0.9999999950612862E-008  0.9522360167960671E-008  0.9999999795519441E-008  0.9999994942098069E-008  0.7452081120701649E-002  0.1737953343993997E-007  0.9999999750204725E-008  0.9999999731911490E-008  0.9999999731922190E-008  0.9999999731932555E-008  0.9101735670134534E-008  0.3774689160897436E-007  0.9999998756041288E-008  0.1000677807009412E+003  0.9999999522637445E-008  0.3924092692820391E-003  0.5520488360380196E-008  0.5000000000000000E+001  0.2891124023191835E-008  0.9999999750241026E-008  0.2095291671498333E+000  0.1831178398085392E-006 -0.9921503798724316E-002  0.8722177290288732E+000  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.4000000000000000E+001  0.1000000000000001E+001  0.9999999939513293E-008  0.9999999945928937E-008  0.9999999939311547E-008  0.9999999945110407E-008  0.9999999939740106E-008  0.9999999936044278E-008  0.9999999939225343E-008  0.9999999939225290E-008  0.1000000063830892E-007  0.9999999938441133E-008  0.9999999938726545E-008  0.9999999938906728E-008  0.9999999924378221E-008  0.9999999936111728E-008  0.9999994208565277E-008  0.9999999935258741E-008  0.9999999240141659E-008  0.9999999919316181E-008  0.9999999845045762E-008  0.1676890914393301E-008  0.1676890914393301E-008  0.1655349661029436E+001  0.9999998658975780E-008  0.1676890893994958E-008  0.2007052199614376E-008  0.1681974517743074E-009  0.9999999840712798E-008  0.1699987016537764E+004  0.9999999642133866E-008  0.8837261115404436E-008  0.1676890365884708E-008  0.9999999402191246E-008  0.8683716381785431E-009  0.1415659381040044E-008  0.9999996556613168E-008  0.7388098050661696E-029  0.9999999884224217E-008  0.1000000293745052E-007  0.9999999214831732E-008  0.9999999988621310E+002  0.9626034408926338E-010  0.9999999715775502E-008  0.1000000079117979E-007  0.8849800008006613E-008  0.9999999833568983E-008  0.1000000044014522E-007  0.1000000194211082E-007  0.1000000155921164E-007  0.9999999715817110E-008  0.1061562361837146E-007  0.9999999719049650E-008  0.1000000842196417E-007  0.2745473995951162E-007  0.9999999716628557E-008  0.1832310966234634E-007 -0.3604906602597992E-008 -0.2030133482174888E-013  0.1000000114849681E-007  0.9999997712030762E-008  0.1000000002626899E-007  0.9384376218508389E-008  0.9999999759892863E-008  0.9999991232401845E-008  0.1298348012338362E-001  0.1832310935763412E-007  0.9999999689606300E-008  0.9999999665505788E-008  0.9999999665520037E-008  0.9999999665533847E-008  0.8849800289805658E-008  0.3902512261580009E-007  0.9999997722462205E-008  0.9998086301712554E+002  0.9999999042594003E-008  0.1084265287028258E-001  0.3991937945394504E-008  0.5000000000000000E+001  0.1996839414792063E-008  0.9999999689654685E-008  0.1836609870038420E+000  0.2776581852362793E-006  0.5496439800355746E-002  0.1114217643624526E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.5000000000000000E+001  0.1000000000000001E+001  0.9999999939585294E-008  0.9999999947610134E-008  0.9999999939333085E-008  0.9999999946579871E-008  0.9999999939868652E-008  0.9999999936328825E-008  0.9999999939225380E-008  0.9999999939225290E-008  0.1000000100085231E-007  0.9999999938245336E-008  0.9999999938602013E-008  0.9999999938827185E-008  0.9999999920671037E-008  0.9999999935334299E-008  0.9999991236591675E-008  0.9999999933135944E-008  0.9999998877598268E-008  0.9999999908991357E-008  0.9999999796204442E-008  0.1073077287514404E-008  0.1073077287514404E-008  0.1598765973679499E+001  0.9999997995040943E-008  0.1073077274617635E-008  0.1971089874387697E-008  0.7919089907582304E-009  0.9999999770893425E-008  0.1699980283374363E+004  0.9999999488062851E-008  0.8582187735842226E-008  0.1073076936227500E-008  0.9999999388285670E-008  0.5604539293424903E-009  0.9951185602449277E-009  0.9999994806307089E-008  0.8410402973416374E-029  0.9999999915544176E-008  0.1000000455216726E-007  0.9999998839167667E-008  0.9999999981017234E+002  0.4303019087180293E-010  0.9999999659735655E-008  0.1000000129284508E-007  0.8653035175069866E-008  0.9999999832293781E-008  0.1000000075976470E-007  0.1000000304064656E-007  0.1000000245917663E-007  0.9999999659778007E-008  0.1072476995098003E-007  0.9999999662726919E-008  0.1000001288093648E-007  0.2836647285798796E-007  0.9999999660564560E-008  0.1892692375804831E-007 -0.3507292802482016E-008 -0.1410324354102603E-014  0.1000000183546601E-007  0.9999996557264652E-008  0.1000000012766246E-007  0.9275229868947871E-008  0.9999999726131706E-008  0.9999986717346284E-008  0.1971664393887226E-001  0.1892692332562384E-007  0.9999999626933145E-008  0.9999999596775188E-008  0.9999999596792971E-008  0.9999999596810231E-008  0.8653035663508803E-008  0.3979745242644784E-007  0.9999996442840255E-008  0.9996464396169149E+002  0.9999998434087656E-008 -0.1106949598674516E-002  0.3224748502462987E-008  0.5000000000000000E+001  0.1491646968409717E-008  0.9999999626993610E-008  0.2027381021898193E+000  0.3907501922587708E-006 -0.1631070683321619E-002  0.1301222533389172E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.6000000000000000E+001  0.1000000000000001E+001  0.9999999939657295E-008  0.9999999949309148E-008  0.9999999939354617E-008  0.9999999948048887E-008  0.9999999939997159E-008  0.9999999936257681E-008  0.9999999939225429E-008  0.9999999939225290E-008  0.1000000140825539E-007  0.9999999938049599E-008  0.9999999938477519E-008  0.9999999938747668E-008  0.9999999916964980E-008  0.9999999934557106E-008  0.9999987896871151E-008  0.9999999930742909E-008  0.9999998470195188E-008  0.9999999897388978E-008  0.9999999741319688E-008  0.6866844197380604E-009  0.6866844197380604E-009  0.1564680418053215E+001  0.9999997248953453E-008  0.6866844114462994E-009  0.1935923522495679E-008  0.1483754724041702E-008  0.9999999690450387E-008  0.1699972717107404E+004  0.9999999314927693E-008  0.8348759403421133E-008  0.6866841944214401E-009  0.9999999372650562E-008  0.4286052302974733E-009  0.8014479629773361E-009  0.9999992839676687E-008  0.1011369404350406E-028  0.9999999957079764E-008  0.1000000637302261E-007  0.9999998417020989E-008  0.9999999972361333E+002  0.2641253432892399E-010  0.9999999603101702E-008  0.1000000186292463E-007  0.8533276196662007E-008  0.9999999836530842E-008  0.1000000112527283E-007  0.1000000428145087E-007  0.1000000347683984E-007  0.9999999603143548E-008  0.1079180425511025E-007  0.9999999606162979E-008  0.1000001789798235E-007  0.2888471619205338E-007  0.9999999603932910E-008  0.1931331714972445E-007 -0.3522935832562049E-008 -0.2378119689630292E-015  0.1000000261377824E-007  0.9999995259639019E-008  0.1000000024756175E-007  0.9208195546056727E-008  0.9999999694291527E-008  0.9999981643637921E-008  0.2728291100828385E-001  0.1931331658569030E-007  0.9999999563766568E-008  0.9999999527491680E-008  0.9999999527512983E-008  0.9999999527533691E-008  0.8533276966824370E-008  0.4027013335080212E-007  0.9999994990914813E-008  0.9993505848948438E+002  0.9999997734762880E-008 -0.3512834288435301E-003  0.2935013164300907E-008  0.5000000000000000E+001  0.1246652378783419E-008  0.9999999563839110E-008  0.1997164437487341E+000  0.5165734023753743E-006  0.6349226935305585E-003  0.1411782416225711E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.7000000000000000E+001  0.1000000000000001E+001  0.9999999939729296E-008  0.9999999951002352E-008  0.9999999939376145E-008  0.9999999949517646E-008  0.9999999940125643E-008  0.9999999936230054E-008  0.9999999939225492E-008  0.9999999939225290E-008  0.1000000183660841E-007  0.9999999937853894E-008  0.9999999938353047E-008  0.9999999938668164E-008  0.9999999913259576E-008  0.9999999933780051E-008  0.9999984385409719E-008  0.9999999928223667E-008  0.9999998041842175E-008  0.9999999885189970E-008  0.9999999683612586E-008  0.4394236070581865E-009  0.4394236070581865E-009  0.1553111336820944E+001  0.9999996464499849E-008  0.4394236017369437E-009  0.1901388803175247E-008  0.3579670971580271E-008  0.9999999604898547E-008  0.1699964761795601E+004  0.9999999132889383E-008  0.8136551803987344E-008  0.4394234625482005E-009  0.9999999356207745E-008  0.3908399111795397E-009  0.7439603238866045E-009  0.9999990771728593E-008  0.1284731683716138E-028  0.1000000000385721E-007  0.1000000829061763E-007  0.9999997973166456E-008  0.9999999963193063E+002  0.2232176362798745E-010  0.9999999546661533E-008  0.1000000246542538E-007  0.8492415137942163E-008  0.9999999843763440E-008  0.1000000151268249E-007  0.1000000558916702E-007  0.1000000454994028E-007  0.9999999546703848E-008  0.1081478081213315E-007  0.9999999549751486E-008  0.1000002317612369E-007  0.2916974418744168E-007  0.9999999547501413E-008  0.1956057851123613E-007 -0.3529032571602833E-008  0.1646758890973348E-016  0.1000000343521963E-007  0.9999993895292929E-008  0.1000000037654624E-007  0.9185218969491898E-008  0.9999999663793183E-008  0.9999976309016215E-008  0.3523822270685933E-001  0.1956057781502585E-007  0.9999999500768338E-008  0.9999999458396827E-008  0.9999999458421636E-008  0.9999999458445791E-008  0.8492416284374664E-008  0.4054521687436517E-007  0.9999993457627332E-008  0.9992708010164537E+002  0.9999996992128869E-008  0.2735651498554141E-003  0.2973644577031113E-008  0.5000000000000000E+001  0.1172051865401752E-008  0.9999999500852956E-008  0.1998262881371450E+000  0.6481126217174297E-006 -0.9977107118288252E-004  0.1444170096386564E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.8000000000000000E+001  0.1000000000000002E+001  0.9999999939801298E-008  0.9999999952695440E-008  0.9999999939397671E-008  0.9999999950986356E-008  0.9999999940254123E-008  0.9999999936285710E-008  0.9999999939225570E-008  0.9999999939225290E-008  0.1000000226742109E-007  0.9999999937658197E-008  0.9999999938228579E-008  0.9999999938588662E-008  0.9999999909554294E-008  0.9999999933003019E-008  0.9999980853785701E-008  0.9999999925689609E-008  0.9999997611029493E-008  0.9999999872920913E-008  0.9999999625574118E-008  0.2811962831044264E-009  0.2811962831044264E-009  0.1552573711746121E+001  0.9999995675541825E-008  0.2811962797294795E-009  0.1867469898088972E-008  0.9702126788877298E-008  0.9999999518752808E-008  0.1699956760840580E+004  0.9999998949805777E-008  0.7936966252720116E-008  0.2811961905080662E-009  0.9999999339670097E-008  0.3891194496171039E-009  0.7413314682704209E-009  0.9999988692024465E-008  0.1658701740526836E-028  0.1000000005123120E-007  0.1000001021955138E-007  0.9999997526763271E-008  0.9999999953943545E+002  0.2213800635318064E-010  0.9999999490225124E-008  0.1000000307171366E-007  0.8490514453889201E-008  0.9999999851330832E-008  0.1000000190264463E-007  0.1000000690472006E-007  0.1000000562953041E-007  0.9999999490267282E-008  0.1081584984863481E-007  0.9999999493259069E-008  0.1000002848489815E-007  0.2932969384770635E-007  0.9999999491056747E-008  0.1971880638538796E-007 -0.3513869142570713E-008  0.2988473820118368E-015  0.1000000426170576E-007  0.9999992523115266E-008  0.1000000050657963E-007  0.9184149913344127E-008  0.9999999633421025E-008  0.9999970943772606E-008  0.4323917750665127E-001  0.1971880555753940E-007  0.9999999437764972E-008  0.9999999389296220E-008  0.9999999389324521E-008  0.9999999389352121E-008  0.8490516088038539E-008  0.4070473147723454E-007  0.9999991914833550E-008  0.9992668588521512E+002  0.9999996244456775E-008  0.2479840296315153E-003  0.3189634407521316E-008  0.5000000000000000E+001  0.1168630954905585E-008  0.9999999437861665E-008  0.1998405360666520E+000  0.7801549784092988E-006 -0.8844311809000959E-004  0.1438045257891679E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
 0.9000000000000000E+001  0.1000000000000002E+001  0.9999999939873299E-008  0.9999999954388411E-008  0.9999999939419198E-008  0.9999999952455065E-008  0.9999999940382602E-008  0.9999999936346417E-008  0.9999999939225663E-008  0.9999999939225290E-008  0.1000000269591884E-007  0.9999999937462499E-008  0.9999999938104111E-008  0.9999999938509162E-008  0.9999999905849012E-008  0.9999999932225989E-008  0.9999977341139905E-008  0.9999999923169496E-008  0.9999997182531740E-008  0.9999999860717780E-008  0.9999999567847514E-008  0.1799433357099909E-009  0.1799433357099909E-009  0.1552573698533153E+001  0.9999994890823211E-008  0.1799433335828199E-009  0.1834156050375386E-008  0.1714895013052797E-007  0.9999999433163638E-008  0.1699948802914864E+004  0.9999998767705947E-008  0.7742608248682973E-008  0.1799432764074174E-009  0.9999999323221698E-008  0.3891194498008939E-009  0.7413315819961630E-009  0.9999986623498296E-008  0.2102269969764313E-028  0.1000000009805135E-007  0.1000001213782056E-007  0.9999997082758761E-008  0.9999999944742198E+002  0.2213806324769347E-010  0.9999999433792662E-008  0.1000000367444479E-007  0.8490513830248525E-008  0.9999999858589896E-008  0.1000000229021204E-007  0.1000000821290468E-007  0.1000000670302005E-007  0.9999999433834652E-008  0.1081584981040510E-007  0.9999999436765521E-008  0.1000003376484450E-007  0.2943094865898162E-007  0.9999999434615302E-008  0.1982005987869757E-007 -0.3497489574036011E-008  0.6192471245528096E-015  0.1000000508345151E-007  0.9999991158310000E-008  0.1000000063563295E-007  0.9184149932001877E-008  0.9999999602912392E-008  0.9999965607361164E-008  0.5119710295088262E-001  0.1982005891993619E-007  0.9999999374764625E-008  0.9999999320198996E-008  0.9999999320230775E-008  0.9999999320261821E-008  0.8490516080105958E-008  0.4080598438569077E-007  0.9999990380981983E-008  0.9992668585843516E+002  0.9999995501521875E-008  0.2479860149486101E-003  0.3459727232709377E-008  0.5000000000000000E+001  0.1168631349407600E-008  0.9999999374873393E-008  0.1998405272489928E+000  0.9115176637465802E-006 -0.8844308295321554E-004  0.1430087193811914E+001  0.2000000000000000E+009  0.5000000000000000E+003  0.5000000000000000E+008  0.5000000000000000E+003
