  12.0   9.9999999392252903e-09   9.9999999392252903e-09   1.0000000000000000e+00   9.9999999392252903e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+00   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   3.0000000000000000e+02   1.0000000000000000e+01   9.9999999392252903e-09   9.9999999392252903e-09   5.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+02   2.0000000000000000e+01   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   5.0000000000000000e+01   9.9999999392252903e-09   1.2500000800000000e+08 
  13.0   6.0130339596398130e-10   9.9999999392252903e-09   1.0000000000000000e+00   9.9999999392252903e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+01   1.0000000827403710e-08   1.0000000000000000e+00   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999608593748235e-09   9.9999999392252903e-09   1.0000096750673038e-08   3.0000000000000000e+02   1.0000000000000000e+01   1.0000160699519256e-08   9.9999999392252903e-09   5.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+02   2.0000000000000000e+01   1.9181262800316290e-08   1.0001452110941500e-08   1.5148824417110518e-08   1.0001962813532828e-08   5.0000000000000000e+01   1.0000118066955110e-08   1.2500000800000000e+08 
  14.0  -4.7480366860419565e-11   9.9999999392252903e-09   1.0000000000000000e+00   9.9999990510468706e-09   1.0000000000000000e+01   9.9999999392252903e-09   1.0000000000000000e+01   1.0000007932831068e-08   1.0000000000000000e+00   9.9999999392252903e-09   9.9999981628684509e-09   1.0000002603760549e-08   9.9995247637707507e-09   1.0000001715582130e-08   1.0001185657415590e-08   3.0000000000000000e+02   1.0000000000000000e+01   1.0001967254424926e-08   1.0000000827403710e-08   5.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+01   1.0000000000000000e+02   2.0000000000000000e+01   1.9885268542907397e-08   1.0017709328735691e-08   1.9253130645324745e-08   1.0023949670312504e-08   5.0000000000000000e+01   1.0001437011908365e-08   1.2500000800000000e+08 
  15.0   1.5566472806941012e-12   2.2040814161300659e-02   5.8169045448303223e+00   1.6435917132184841e-05   9.1594228744506836e+00   2.6653112843632698e-02   7.0627923011779785e+00   1.0593925835564733e-03   2.4420037865638733e-01   2.4089111387729645e-01   6.7159795435145497e-05   8.9582748413085938e+00   5.7957901589134053e-08   1.0526645183563232e+00   3.4731891155242920e+00   3.0678088378906250e+02   1.5593517303466797e+01   2.1460724528878927e-03   4.2558720707893372e-01   4.8605991363525391e+01   1.9662633895874023e+01   2.4204647541046143e+00   6.2021574974060059e+00   1.2883630752563477e+01   9.5780563354492188e+01   4.5451797485351562e+01   1.8807666492648423e-04   3.4641129896044731e-03   4.9884279178513680e-06   3.1127085094340146e-04   9.6785354614257812e+00   1.2238752970006317e-04   1.2500000800000000e+08 
  16.0   1.7717562443217427e-12   1.3291005790233612e-01   1.2998060226440430e+01   4.4854568841401488e-05   8.0122785568237305e+00   3.2278139144182205e-02   4.1573114395141602e+00   8.3310477202758193e-04   1.8131291866302490e-01   3.6553826928138733e-01   7.9650446423329413e-05   2.0218332290649414e+01   7.8639232015120797e-08   1.1584175825119019e+00   3.4453620910644531e+00   3.1745736694335938e+02   1.4746260643005371e+01   3.9770212024450302e-03   5.8544152975082397e-01   4.7287311553955078e+01   2.2427883148193359e+01   2.8238570690155029e-01   3.0189158916473389e+00   1.2561051368713379e+01   1.2576576232910156e+02   3.0544704437255859e+01   2.6170106139034033e-04   7.8043965622782707e-03   3.1295289772970136e-06   5.5766740115359426e-04   4.2100315093994141e+00   2.5238626403734088e-04   1.2500000800000000e+08 
  17.0   1.5204739594112948e-12   7.1678495407104492e-01   1.9973920822143555e+01   8.2633458077907562e-05   6.8104081153869629e+00   2.7574349194765091e-02   2.1845426559448242e+00   1.7191695515066385e-03   9.1899879276752472e-02   4.2093864083290100e-01   6.2553561292588711e-05   2.9240512847900391e+01   7.8007808212987584e-08   7.2678089141845703e-01   2.5636157989501953e+00   3.2751095581054688e+02   1.1947864532470703e+01   8.7985433638095856e-03   4.6351388096809387e-01   4.6092403411865234e+01   2.1558134078979492e+01   2.0469421520829201e-02   1.2553499937057495e+00   1.0303607940673828e+01   1.4955905151367188e+02   1.5582728385925293e+01   2.6570708723738790e-04   1.7528699710965157e-02   1.3760974297838402e-06   9.2933024279773235e-04   1.2447671890258789e+00   5.0297810230404139e-04   1.2500000800000000e+08 
  18.0   7.9034386457274564e-13   2.2837655544281006e+00   2.3921556472778320e+01   9.8299642559140921e-05   6.0591931343078613e+00   2.2271189838647842e-02   1.3753997087478638e+00   3.4412869717925787e-03   3.2790731638669968e-02   2.3230913281440735e-01   2.3187207261798903e-05   3.3457820892333984e+01   3.4568291340519863e-08   2.6546636223793030e-01   1.9425787925720215e+00   3.3342022705078125e+02   1.0078929901123047e+01   1.4163305051624775e-02   3.0404850840568542e-01   4.5233913421630859e+01   2.0016901016235352e+01   2.8782938607037067e-03   6.3633745908737183e-01   8.5853576660156250e+00   1.5890342712402344e+02   7.2593374252319336e+00   1.1982366413576528e-04   2.0584568381309509e-02   4.2845147163461661e-07   1.6228863969445229e-03   2.5981914997100830e-01   8.2610978279262781e-04   1.2500000800000000e+08 
  19.0   1.1107983971655674e-13   3.2619397640228271e+00   2.4959943771362305e+01   2.2793110474594869e-05   5.8522119522094727e+00   5.1520645618438721e-02   1.1985065937042236e+00   4.7358488664031029e-03   1.7371026799082756e-02   6.5293766558170319e-02   2.7998928544548107e-06   3.5253582000732422e+01   4.3840122643246104e-09   9.4065116718411446e-03   1.7552461624145508e+00   3.3521606445312500e+02   9.4409589767456055e+00   1.6551332548260689e-02   2.2707101702690125e-01   4.4931003570556641e+01   1.9548746109008789e+01   1.3048475375398993e-03   4.7060376405715942e-01   8.1157693862915039e+00   1.5872088623046875e+02   4.2413282394409180e+00   1.5291521776816808e-05   9.7992215305566788e-03   4.7429441707436126e-08   6.5392977558076382e-03   2.1022165194153786e-02   1.1508859461173415e-03   1.2500000800000000e+08 
  20.0   0.0000000000000000e+00   3.3676044940948486e+00   2.5057846069335938e+01   2.3750042146275518e-06   5.8383812904357910e+00   5.1601011306047440e-02   1.1873283386230469e+00   6.2158619984984398e-03   1.6714300960302353e-02   1.0657142847776413e-02   2.7088711362921458e-07   3.7226772308349609e+01   4.2510855946531478e-10   2.7504906756803393e-04   1.7518912553787231e+00   3.3543746948242188e+02   9.2232751846313477e+00   1.2982282787561417e-02   1.9537207484245300e-01   4.4853191375732422e+01   1.9755411148071289e+01   7.6877459650859237e-04   4.0297675132751465e-01   8.0956754684448242e+00   1.5728038024902344e+02   2.2110693454742432e+00   1.4849007357042865e-06   3.1032932456582785e-03   2.7605579747198896e-43   1.2164414860308170e-02   3.1693762139184400e-06   2.1422521676868200e-03   1.2500000800000000e+08 
  21.0   0.0000000000000000e+00   3.4022896289825439e+00   2.5107004165649414e+01   4.7852327043074183e-06   5.8332848548889160e+00   2.4014884606003761e-02   1.1832289695739746e+00   7.4009052477777004e-03   1.6699302941560745e-02   5.0961584784090519e-03   2.7257948431724799e-07   3.8349548339843750e+01   4.2798359300988409e-10   2.9252699459902942e-04   1.7561337947845459e+00   3.3558065795898438e+02   9.0293531417846680e+00   1.3443593867123127e-02   1.6965119540691376e-01   4.4794040679931641e+01   1.9984752655029297e+01   4.5095128007233143e-04   3.4759053587913513e-01   8.0904483795166016e+00   1.5638082885742188e+02   1.0936791896820068e+00   1.4966565231588902e-06   3.0016726814210415e-03   0.0000000000000000e+00   1.1443725787103176e-02   1.4768198752790340e-06   4.3170624412596226e-03   1.2500000800000000e+08 
