  12.0   5.9447042843885356e-09   7.9856848686360673e-19   6.6926916789788377e-21   4.3187506522379682e-12   6.2245089631709116e-17   1.8498525415834689e-18   1.6502513733858242e-21   8.5666053390775414e-23   2.1825609207693945e-18   2.8924372662622599e-14   1.3173931945331674e-09   8.1981660483803167e-21   5.2240893498632109e-25   3.2094840007707971e-22   9.4768372277322372e-22   5.0442641677831025e-24   5.5779950711394272e-23   5.6092882366164584e-22   3.2357934428157860e-24   6.3475438238924653e-09   3.2750803344262433e-14   2.5526307007762349e-21   4.2010269923914382e-17   2.5355127876887539e-20   1.2527548468464138e-15   5.9999942778227888e-18   2.2162890012805692e-12   1.6748649810833258e-16   7.2024482261249192e-19   2.5523728934593440e-20   1.6477167810304374e-16   8.3569739670052989e-13   2.0988920153999620e-18   3.9100315737377601e-19   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   8.0006470198901170e-12   2.0599652812393820e-15   2.0385361616195710e-17   6.6686639543789283e-10   2.9795216129540692e-15   3.2914525072087796e-16   6.0831953091582460e-19   1.4887439801316111e-22   5.2033126416352038e-18   1.0018281343393554e-11   4.3546757911731631e-17   2.1886339358073078e-30   1.5754348458798027e-21   2.4162501050751214e-21   1.1291898885562675e-22   3.3081902758102065e-20   5.8542855631227405e-21   2.4317119605710058e-20   4.6646478761067050e-22   2.2821085465807300e-08   3.6693615505822060e-15   2.4916148295684475e-18   9.5392520176929875e-15   1.6104683334670009e-18   2.4341158429141974e-12   1.7285330203850938e-14   2.1217925194605414e-08   1.5151109533650953e-12   1.1124033933105075e-15   1.3841220336690305e-15   3.1968102210538918e-13   5.9740612456948838e-10   7.8681391913956733e-14   2.1021031798378574e-14   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.7355017162962172e-12   2.0166999580711886e-12   9.7640531854657395e-18   7.8380836043834279e-08   2.0010008190338158e-14   1.5479926910623443e-14   1.5888833548218114e-15   2.0233171302270038e-15   2.0065538436206676e-18   3.7490437837517376e-11   2.6316554729670372e-13   2.6975424770392895e-18   7.6570802358665938e-18   7.3052521972069643e-18   1.7017801809012702e-17   4.5023556546547054e-17   2.4812978193783799e-18   3.8083640247402710e-17   2.1240851063496687e-21   2.8110403036407661e-06   2.2222948307948354e-12   1.5216423431062102e-14   1.1119399845327393e-09   5.9166449917333244e-15   2.6880456971412059e-08   3.4176453334033852e-10   2.6329103093303274e-06   1.4520441793397509e-10   7.7711266241453636e-12   8.7938285125988003e-12   3.4041982566179740e-09   5.0523972277005669e-06   6.8840166900230315e-10   1.3191679693047575e-10   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.7278008190846350e-10   4.4112655195327477e-10   3.3376968723575207e-13   6.2446251831715927e-06   4.9930792833663418e-09   1.1578731307082535e-09   1.0630281377377315e-11   1.4411527526903001e-11   8.6491821734216434e-15   2.5700339079115508e-10   1.8264912152177182e-11   9.3621790653854268e-17   7.7689401136241121e-13   6.3636272426147340e-15   1.4297797565039974e-14   9.9032432509518417e-15   4.4401162163209412e-15   4.5567147060818214e-14   2.0328346041805900e-16   2.0739863975904882e-04   5.7395355135270165e-10   1.1895446650270203e-12   4.7922887880247345e-09   9.1525420055360573e-13   1.5089389080458204e-06   1.3454497960196932e-08   1.9907084060832858e-04   1.5443969658690548e-08   5.3906340502507533e-10   6.3233834834974800e-10   1.9775458781623456e-07   3.5556903458200395e-04   2.5169422102067074e-08   9.6768282276116224e-09   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   2.5592869837276488e-12   2.7895630250185377e-11   1.2464624818409042e-11   7.1543504454041340e-10   6.7175533331464976e-05   1.9372448090138050e-09   7.3153955115756730e-10   4.7734938224408552e-10   1.7479018527982059e-16   3.3585717540418614e-10   1.4406063198775651e-15   1.5254599883621212e-12   5.9472522392911564e-12   1.1341679331811072e-11   4.6321516067315827e-11   2.4771461601793068e-14   6.4480621363161017e-12   6.7000995029875554e-11   5.7088387565417537e-14   7.7522707897514920e-07   9.6850678925298680e-15   3.2926382974307611e-12   3.5923339964938350e-06   1.6352265136583555e-13   2.8344655220280401e-05   1.5563708757326822e-06   2.1525901061636432e-08   4.3587963793889628e-10   4.2213082936939580e-14   2.3535415838438212e-09   3.5897364796255715e-06   1.4324077923788536e-08   3.2681962238712003e-06   3.7547117415215325e-08   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   7.9290471757809122e-12   6.7198308549565322e-12   4.4295870083033151e-08   1.6474785979880835e-08   1.9005119611392729e-05   7.7433139722415945e-07   3.2592563314892686e-08   5.5296140999416821e-08   7.7915956191610281e-16   2.9993137218298216e-07   2.7927435212495022e-13   5.6030618367231000e-08   1.4257056646371780e-10   1.4251674285148397e-09   1.7844903332786544e-10   1.9114159040267698e-12   1.5649835594100381e-10   3.3554141687375250e-09   3.3204945141130510e-14   2.6088691811310127e-06   4.6955383368185721e-06   7.6399182119546438e-12   2.1567418571066810e-06   1.0300500008497693e-08   5.5433048373743077e-08   4.4647749746218324e-06   5.2154649665681063e-07   1.8728243844634562e-08   8.2379814775324078e-12   1.1341077197357663e-06   1.1325881388302150e-07   4.0213206098371757e-09   1.9121368950436590e-06   1.7424403267796151e-05   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   2.6527599561454451e-10   4.7560110942868050e-06   1.8857192117138766e-05   7.6096853263152298e-08   1.4053903214517049e-05   6.9353377512015868e-06   1.1650805618046434e-06   2.0971463527530432e-05   4.2851742391037534e-14   1.1057160918426234e-05   5.1072861217971166e-11   1.8425737507641315e-03   3.3728697612644964e-09   2.9166993265050678e-09   6.4321584432036616e-06   5.4125015580552827e-10   1.1784187137209301e-07   2.4192805980760568e-08   5.9177331479531858e-08   1.2929605145473033e-04   3.8444774691015482e-04   7.1551650762557983e-05   3.3996533602476120e-05   4.0013347302192415e-07   8.0351874203188345e-06   2.1620217012241483e-04   2.1672190086974297e-06   1.9184617485734634e-06   1.5075659609564696e-09   1.9710437726416785e-08   7.8781986303511076e-06   1.6281389431105353e-11   2.3287680232897401e-04   1.6597370233739639e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   1.6038104178051071e-10   3.0234469100832939e-02   1.7829076386988163e-04   6.2637946030008607e-07   1.6937310283537954e-04   2.1232987637631595e-04   5.6289503118023276e-04   1.5556851867586374e-03   1.4448972617334133e-12   3.0322851216624258e-06   3.6243207546249323e-08   3.2131125926971436e+00   1.7941677651833743e-04   9.6440210472792387e-04   7.8678997233510017e-03   2.0400290168254287e-07   1.9559791326173581e-05   1.1852574534714222e-03   5.6056222092593089e-05   1.7117147217504680e-04   5.6244429288199171e-05   8.3915665745735168e-02   5.5783353745937347e-02   1.7797920154407620e-03   1.0848206147784367e-04   2.3674999829381704e-04   1.9621624232968315e-05   2.1755886336904950e-05   8.5118188053456834e-07   8.0937015809467994e-06   1.0652033961378038e-04   9.0612809344747802e-07   2.2834565606899559e-04   1.7420502373965974e-08   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   8.5575885266919727e-10   6.2053650617599487e-03   2.6946960133500397e-04   7.4690840179414408e-09   7.9702600487507880e-05   2.6030159006040776e-06   1.6096241779450793e-06   2.6331157423555851e-03   6.0751284645249592e-13   2.1373351046349853e-05   9.5751829576329328e-08   8.4984797239303589e-01   3.5952859889221145e-07   3.2174275838769972e-04   2.8365012258291245e-03   2.9294652037492597e-08   1.1461056601547170e-05   2.4048178602242842e-05   7.8129873145371675e-05   5.3987663704901934e-04   6.3586333999410272e-04   1.7874430865049362e-02   8.5370289161801338e-03   3.2282245228998363e-04   8.7086584244389087e-05   7.2277511935681105e-04   2.4796412390060141e-07   1.8028092654276406e-06   3.2393722904089373e-06   4.2384290281916037e-06   1.1289780377410352e-04   3.1146066703513497e-06   7.1180379018187523e-04   1.2225739737914409e-05   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  13.0   2.6353024651371015e-08   1.7936205863952637e-01   5.5370847694575787e-03   7.2981634957614006e-07   5.6425877846777439e-03   1.5591107076033950e-03   1.0656864469638094e-04   9.5639295876026154e-02   1.8935497267391632e-11   6.4450112404301763e-04   1.2496927411120851e-05   1.0886768341064453e+01   1.5337202930822968e-03   2.0307749509811401e-02   1.4959941804409027e-01   4.4027086687492556e-07   1.3506582472473383e-03   2.1955394186079502e-04   1.0462198406457901e-02   2.7601165696978569e-02   1.9795553758740425e-02   5.3593248128890991e-01   1.3344037532806396e-01   1.0654423385858536e-02   1.7247836804017425e-03   1.9992845132946968e-02   2.3226168195833452e-05   2.4130543170031160e-04   3.5638874396681786e-04   2.3968332243384793e-05   4.2415591888129711e-03   3.9608680526725948e-04   2.1636119112372398e-02   2.6670553779695183e-05   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
