   0.0   9.9999999392252903e-09   9.9999999392252903e-09   2.0000000000000000e+00   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   9.9999999392252903e-09   2.0000000000000000e+00   9.9999999392252903e-09   5.0000000000000000e-01   1.0000000149011612e-01   9.9999999392252903e-09   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.0   1.2040699832141399e-02   4.6539653092622757e-02   1.9783105850219727e+00   3.3700469881296158e-02   4.2022123932838440e-02   9.0622717152655241e-07   4.7872606501186965e-07   1.9879878759384155e+00   7.8799047287247959e-07   1.7253808677196503e-01   3.8172081112861633e-01   3.1014330659218103e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.0   2.3117696866393089e-02   5.4917156696319580e-02   1.9662923812866211e+00   6.7943587899208069e-02   1.3384389877319336e-01   1.7567573422638816e-06   6.6032168888341403e-07   1.9657622575759888e+00   1.3920333685746300e-06   5.9143986552953720e-02   4.4979491829872131e-01   2.2477461669723198e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   3.2384488731622696e-02   5.2948512136936188e-02   1.9567052125930786e+00   1.0343553125858307e-01   2.6466807723045349e-01   3.1346839932666626e-06   9.4454117061104625e-07   1.9398562908172607e+00   2.3689988211117452e-06   3.0572842806577682e-02   4.3360745906829834e-01   2.0677111578493168e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   4.0556024760007858e-02   4.8902060836553574e-02   1.9477542638778687e+00   1.3941358029842377e-01   3.9824035763740540e-01   4.8197007345152088e-06   1.3012336239626165e-06   1.9128277301788330e+00   3.5720709092856850e-06   1.9589979201555252e-02   4.0044075250625610e-01   1.9971469811252973e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   4.7884646803140640e-02   4.4336505234241486e-02   1.9390251636505127e+00   1.7560873925685883e-01   5.2954745292663574e-01   6.8483368522720411e-06   1.7455977285862900e-06   1.8853597640991211e+00   5.0321991693635937e-06   1.3479678891599178e-02   3.6302730441093445e-01   1.9764488712326056e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   5.4448854178190231e-02   3.9562311023473740e-02   1.9303724765777588e+00   2.1193517744541168e-01   6.5892124176025391e-01   9.3473063316196203e-06   2.3052307369653136e-06   1.8576836585998535e+00   6.8419958552112803e-06   9.6992952749133110e-03   3.2391709089279175e-01   1.9769455406049019e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   6.0279633849859238e-02   3.4717507660388947e-02   1.9217282533645630e+00   2.4835805594921112e-01   7.8654623031616211e-01   1.2509401130955666e-05   3.0255760066211224e-06   1.8299020528793335e+00   9.1440915639395826e-06   7.1317614056169987e-03   2.8423097729682922e-01   1.9887437474608305e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   6.5388031303882599e-02   2.9863199219107628e-02   1.9130550622940063e+00   2.8486391901969910e-01   9.1262000799179077e-01   1.6652620615786873e-05   3.9815781747165602e-06   1.8020654916763306e+00   1.2173774848633911e-05   5.2802530117332935e-03   2.4446821212768555e-01   2.0074379492029948e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.1   6.9775454699993134e-02   2.5031520053744316e-02   1.9043294191360474e+00   3.2144936919212341e-01   1.0372843742370605e+00   2.2332214939524420e-05   5.3042053878016304e-06   1.7742002010345459e+00   1.6342002709279768e-05   3.8841562345623970e-03   2.0489142835140228e-01   2.0307684422959937e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
   0.2   7.3437772691249847e-02   2.0240895450115204e-02   1.8955359458923340e+00   3.5811591148376465e-01   1.1606274843215942e+00   3.0612547561759129e-05   7.2433654167980421e-06   1.7463190555572510e+00   2.2436077415477484e-05   2.7954815886914730e-03   1.6565129160881042e-01   2.0573226677811363e-08   1.3000000000000000e+04   2.0000000000000000e+05   9.9999999392252903e-09   9.9999999392252903e-09 
