   0.0   3.2288946008514600e-16   2.1490787378420560e-15   5.9499977569556300e-15   3.3170685437479775e-15   1.7330418180248915e-14   6.5451550288840726e-16   4.4560625708147068e-16   4.6915362562063525e-15   6.8198797612373377e-16   2.9069156947025401e-12   2.8823487449041294e-12   7.5924292509953450e-18   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   9.0908372794627008e-19   3.8392269841580464e-11   9.9912394183039912e-16   2.1673797409215697e-19   4.5368630015670360e-11   2.4628138936175251e-19   1.4573590486199032e-19   1.0210031269507783e-15   2.4694250182802059e-19   5.4747546889724206e-14   5.8520209647965557e-14   1.9667080548753987e-21   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   1.8639210210485250e-17   1.8311829798904579e-08   1.7622377871963352e-13   4.5257391133661746e-20   2.3694867014600338e-09   1.5684771304525777e-18   1.4829694737839487e-18   1.7818841101450170e-13   1.8984984077295810e-18   3.4297154079590004e-08   3.7121325530347849e-08   3.1120629864007163e-20   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   4.6966352545772554e-14   7.1337547940656398e-11   2.4703263430410125e-10   5.2233946394366061e-14   2.4519771326559946e-11   2.8662032324200496e-17   2.4252204738499254e-17   2.4076381801997582e-10   3.3029764074259627e-17   1.2627318203107405e-07   1.3603660840746207e-07   5.2689111320698925e-19   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   5.2883138855980143e-10   3.1645829441991981e-06   4.6538015828861493e-07   6.8536818231188652e-10   1.2740476720996880e-08   5.1734739659931626e-15   4.3910408269515302e-15   4.3570046140811630e-07   5.9638824588869265e-15   2.0330722261111884e-04   2.1371045811220378e-04   9.9582819325748461e-17   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   8.3905586276980995e-08   4.9912085565264986e-06   4.9034724924882977e-07   8.7440766249128543e-08   1.7437851934803850e-05   2.2134389822383330e-17   5.1698054320391900e-16   2.0474703002015862e-07   7.6485975170564642e-17   3.2078703265949523e-04   3.1992108716122396e-04   1.2699479405787531e-17   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 2 
   0.0   4.2353546165062373e-07   3.7917822662010447e-09   8.1544627153680592e-08   4.0227840994757340e-07   7.2439068171602981e-05   5.1312808486114824e-15   1.7156702266363389e-17   6.6905508137850936e-07   2.0624216225871685e-15   1.8000712506124446e-07   1.5989593459863258e-07   9.3048667734054681e-19   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.0   2.3627928523722795e-09   4.1354281021087262e-07   4.7124420512058463e-09   2.5920895267166936e-09   5.4157522401409738e-05   3.0770052844120730e-15   1.0206373048295930e-18   6.5714505843998262e-10   1.0934354391875335e-15   2.7732732202749188e-05   2.5723934795025730e-05   1.0638943763506799e-20   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.1   1.5895480538365777e-10   2.3081131191597862e-08   8.6886576033718669e-10   1.1896259813911248e-10   4.4617040948120376e-06   2.0558309926097919e-16   7.5529929280983654e-18   1.5036263555211777e-09   5.3200206108126183e-17   1.5521649033116891e-06   1.4382407995608054e-06   2.7342636161086843e-21   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
   0.1   1.5140646707558477e-11   3.5623823054183698e-09   1.1609542618977600e-10   1.0257710717057995e-11   6.3112327039071227e-07   1.4261358764343813e-19   1.8127389126894666e-17   1.8352879333389836e-10   3.8282126184918239e-18   2.3893663565070089e-07   2.2234759940623555e-07   1.9226758722023086e-22   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
