  12.0   8.5994024276733398e+00   4.6907451127213714e-16   1.5181660168452647e-25   4.0513261296727728e-24   1.0532068550617169e-09   9.8146983595892578e-11   6.4714032681458404e-18   0.0000000000000000e+00   3.6212752916432324e-17   1.6750402671033379e-23   2.6291309180683976e-18   7.7102932929992676e+00   5.6494593620300293e-01   2.7730641365051270e+00   8.7273344397544861e-03   5.2102053165435791e-01   3.3387266284989892e-07   5.6156098842620850e-01   2.0358227256767059e-11   4.3064670433290826e-17   2.2285320375230394e-16   2.1867833137512207e+00   3.3875356895805711e-15   2.7004655496899559e-14   1.1954129487276077e-01   2.7943747316072631e-10   4.9314939975738525e-01   9.1084400181113110e-44   3.3778922856505299e-17   7.4680565618806712e-16   1.3533651026839243e-15   8.2087154388427734e+00   7.9960398674011230e+00   1.4281593485945820e-13   9.1031131744384766e+00   9.5066747665405273e+00   3.0655277782898338e-07   1.4011230543842235e-11   2.3022167465057593e-14   4.8912866041064262e-03   3.8364800919454822e-11   6.1298866373474259e-14   9.2253160476684570e+00   2.7597911020409366e-15   3.9611950872209256e-12   1.4667624473571777e+01   3.6765019197429472e-13   1.6516122817993164e+01   2.5924095227274069e-13   1.0385869071770186e-14   3.9438009878222519e-14   2.3564373109047354e-12   1.5229905823890139e-13   7.0660324096679688e+00   2.7729628489236990e-12   1.0166077913298030e-13   6.7019294738769531e+01   1.8465048633515835e-03   4.0359317450555654e-12   6.8690977114271162e-14   3.6150862034803333e-13   3.1062157290762116e-09   2.1781912073493004e-02   1.6552469253540039e+01   1.1638248443603516e+01   1.3092894554138184e+00   2.0837163925170898e+00   1.2773780822753906e+01   1.2348332178692889e-16   1.3086851311557967e-14   1.1831070184707642e+00   2.7508068084716797e-01   2.3696098327636719e+01   2.0158102512359619e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 0 
  12.0   6.0902872085571289e+00   1.1634156349215425e-16   2.4003581342837432e-26   6.5221969472593181e-25   1.7347030756287296e-10   1.2418815108217185e-11   4.2580050024416807e-19   0.0000000000000000e+00   9.0568799361819051e-18   2.5022207218841845e-23   6.5755125302344942e-19   5.0853090286254883e+00   1.1491169780492783e-01   2.8133013248443604e+00   5.1041478291153908e-03   7.0375490188598633e-01   5.5289415712422851e-08   1.6145844757556915e-01   5.0902771581151640e-12   1.0770563246097813e-17   5.5736481847562172e-17   3.6609511375427246e+00   8.4723305878808917e-16   6.7539027552598364e-15   8.9193686842918396e-02   3.9123385087158624e-11   1.9754928350448608e-01   1.1210387714598537e-44   8.4482065270602727e-18   1.8677922196415597e-16   3.3847968614851836e-16   5.6351699829101562e+00   5.3959145545959473e+00   3.5723523070891813e-14   6.7090091705322266e+00   5.8080906867980957e+00   3.4547102956139497e-08   3.5042650205208137e-12   5.7573528227056279e-15   2.2715989034622908e-03   9.5951900938584522e-12   1.4844411642825697e-14   6.8759880065917969e+00   6.9023894308585282e-16   9.9072334537597673e-13   8.5871028900146484e+00   9.1948170811203406e-14   1.2021941184997559e+01   6.4831291919122125e-14   2.5975031892370385e-15   9.8634648896828853e-15   5.8934514169869945e-13   3.8089614741356609e-14   4.4239029884338379e+00   6.8296632455347450e-13   2.5196870347024385e-14   8.1103691101074219e+01   1.8348412122577429e-03   1.0093887531370527e-12   1.7179164788307978e-14   9.0413204809243475e-14   4.0492280639625733e-09   1.1629157699644566e-02   1.1995901107788086e+01   7.7610850334167480e+00   5.1970231533050537e-01   8.1363999843597412e-01   8.7477598190307617e+00   1.0682264197249615e-17   3.6168853184009604e-15   4.2703965306282043e-01   1.5625348687171936e-01   1.7442249298095703e+01   7.9221546649932861e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 0 
  12.0   4.0726566314697266e+00   3.0536434412301535e-17   4.5129788682021336e-27   1.2450989795341333e-25   3.3814673283671937e-11   1.8700646500086071e-12   3.4451287337486531e-20   2.4873631991535276e-29   2.3956176243495247e-18   3.2311736366965402e-23   1.7392676960694437e-19   3.0793690681457520e+00   1.4449975453317165e-02   1.6000987291336060e+00   2.1610208787024021e-03   4.4128206372261047e-01   1.0887307055895690e-08   4.5760102570056915e-02   1.3458987613637619e-12   2.8488902661520450e-18   1.4742595212071297e-17   4.2722787857055664e+00   2.2409688634688967e-16   1.7864632130104151e-15   6.3650242984294891e-02   6.7498320301118131e-12   7.4718505144119263e-02   1.4012984643248171e-45   2.2346065045257716e-18   4.9404185956619681e-17   8.9530475934828188e-17   3.6043598651885986e+00   3.3703923225402832e+00   9.4501475397736241e-15   4.7606835365295410e+00   2.4819803237915039e+00   4.7505168687678179e-09   9.2689517085936535e-13   1.5227390813663151e-15   1.0471759596839547e-03   2.5380056129647999e-12   3.7382634456766071e-15   4.9633698463439941e+00   1.8257036818880855e-16   2.6204339804818122e-13   4.4925990104675293e+00   2.4320106543321458e-14   8.5296888351440430e+00   1.7147453568828672e-14   6.8701682975449746e-16   2.6089150523771589e-15   1.5588390495958893e-13   1.0074781822330941e-14   2.5039689540863037e+00   1.7853513806231902e-13   6.6198068517976400e-15   7.1800247192382812e+01   1.8208944238722324e-03   2.6698806468612724e-13   4.5436499004967816e-15   2.3914260871039927e-14   1.2076750266487579e-08   5.8380640111863613e-03   8.4432086944580078e+00   4.6706533432006836e+00   1.8663363158702850e-01   2.9101812839508057e-01   5.7924313545227051e+00   1.3086027275886103e-18   9.6415367517881014e-16   1.6304625570774078e-01   7.9929918050765991e-02   1.1729106903076172e+01   3.2402810454368591e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 0 
  12.0   8.1967294681817293e-04   8.0068763412983005e-23   5.6919236442539858e-33   1.8241166170805949e-31   3.4090389444356016e-17   2.7999872449403334e-19   7.0798869944376129e-30   3.8865049986773868e-31   6.5619284197888401e-24   2.6464125046728261e-23   4.7641982332613339e-25   1.5686513506807387e-04   8.1223214465353522e-07   1.7977725292439573e-05   1.7868808654952772e-08   6.1343566812865902e-06   1.1787693352883002e-14   1.2563667439735582e-07   3.6220626021502603e-18   7.8025829816348615e-24   4.0379432621878794e-23   1.9241251051425934e-02   6.1376402603360974e-22   4.8926295359962423e-21   1.3364900041779038e-05   4.5748398373715021e-18   7.1312547333945986e-07   0.0000000000000000e+00   6.1203161964370655e-24   1.3531006727651789e-22   2.4522795156964527e-22   3.4557341132313013e-04   2.3910171876195818e-04   2.5891853387747947e-20   6.4515974372625351e-03   1.4216789168131072e-05   4.3876187553764550e-16   2.5386278464780520e-18   4.1698707822552310e-21   2.8932080908816715e-07   6.9520816444131613e-18   4.6530531354128941e-23   2.3434396833181381e-02   4.9671978689288195e-22   7.1657829284856234e-19   8.5441351984627545e-05   6.4795971900468200e-20   4.8105284571647644e-02   4.5574905253544207e-20   1.8400656960049109e-21   7.0639996465806805e-21   4.2690920660832470e-19   2.6915667110367047e-20   7.2714603447820991e-05   4.6864413912559315e-19   1.7672145100524306e-20   2.1678670309484005e-03   1.3476714957505465e-03   7.2661292425701969e-19   1.1570953798593373e-20   6.3349407492523415e-20   8.2643327914411202e-07   2.0188945200061426e-06   1.7425796017050743e-02   5.2058132132515311e-04   8.4464024985209107e-04   1.6961562323558610e-06   1.6345145180821419e-02   6.6769223368616952e-21   1.5023170274657126e-20   1.9663266357383691e-05   1.8105401977663860e-05   1.8058757996186614e-03   6.1668208218179643e-05   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   4.7271838411688805e-04   7.3279580338048548e-23   6.1976330689212421e-33   1.0891936698151430e-31   3.4215240777292320e-17   5.6712722888039093e-19   4.2681096230221159e-29   3.8865049986773868e-31   5.9653054229915893e-24   1.8175355256292112e-25   4.3317259495726762e-25   1.1536676902323961e-04   5.2402970140974503e-07   1.4903856936143711e-05   1.4843449136492382e-08   5.0073908823833335e-06   1.1577133667689792e-14   1.1574848457485132e-07   3.3538662457324985e-18   7.0937756810756780e-24   3.6708127611521760e-23   4.0436494164168835e-03   5.5798234613911122e-22   4.4484230457388961e-21   8.0013978731585667e-06   4.8768840108646276e-18   5.6643813195478288e-07   0.0000000000000000e+00   5.5656038018123966e-24   1.2303719650503009e-22   2.2295458381758760e-22   2.3111778136808425e-04   1.6789782966952771e-04   2.3541778337522243e-20   1.9896733574569225e-03   1.2447205335774925e-05   1.0248843493101674e-15   2.3081846336026697e-18   3.7916917225729428e-21   6.5207842681047623e-08   6.3303511893223793e-18   2.0264824388814214e-21   3.8035262841731310e-03   4.5482044334313935e-22   6.5306690012764632e-19   6.9398280174937099e-05   6.0703030530767535e-20   6.6405101679265499e-03   4.2794567037820218e-20   1.7147363221447982e-21   6.5051910790838770e-21   3.8821540361310745e-19   2.5119284467081892e-20   5.7080091210082173e-05   4.2799400228289971e-19   1.6190494986792775e-20   1.7567542381584644e-03   4.4271955630392767e-06   6.6515686856314480e-19   1.1370239715427088e-20   5.9680557745469566e-20   7.7265605025189643e-10   4.4340262661535235e-07   4.3224706314504147e-03   2.8053764253854752e-04   3.8970942114247009e-05   1.4563576087311958e-06   2.3919017985463142e-03   6.6768803315962140e-21   2.0448454041936368e-20   4.6130344344419427e-06   5.0724547691061161e-06   1.0723074665293097e-03   1.4759373698325362e-05   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   6.8870164453983307e-02   7.3401377382101699e-20   6.6135629311726236e-30   1.7427097287641158e-28   4.9072443835231419e-14   2.1308278458484400e-15   2.5697337258496239e-24   0.0000000000000000e+00   5.8552524920223753e-21   8.2718061255302767e-25   4.2511630878648735e-22   3.5412166267633438e-02   4.4009619159623981e-05   9.4231553375720978e-03   9.8623868325375952e-06   2.9341471381485462e-03   1.5881736897815912e-11   1.1640111915767193e-04   3.2881827482741412e-15   6.9631046144819517e-21   3.6033502903541477e-20   4.9333374947309494e-02   5.4773527188879231e-19   4.3662203373922595e-18   1.1953293578699231e-03   8.4016723699703588e-15   3.3072300720959902e-04   0.0000000000000000e+00   5.4617899780534628e-21   1.2074774161621650e-19   2.1883334523728841e-19   5.0683684647083282e-02   4.3296504765748978e-02   2.3101915392048459e-17   1.0693696886301041e-01   9.9922651425004005e-03   4.5616873993459262e-12   2.2655018492971375e-15   3.7215236261842489e-18   9.0159564933856018e-06   6.2027905090077193e-15   8.5186955501395915e-18   1.2212652713060379e-01   4.4620789898585796e-19   6.4021889469340781e-16   3.4045185893774033e-02   5.9447670679173184e-17   2.0471791923046112e-01   4.1908381124782551e-17   1.6794686382388774e-18   6.3765364052339713e-18   3.8099121098002762e-16   2.4623347038356017e-17   2.3183751851320267e-02   4.2742388955239346e-16   1.5987364721981919e-17   9.3102210760116577e-01   2.6029749022882243e-08   6.5256572338861932e-16   1.1106554084749503e-17   5.8451679047210334e-17   2.3861718156936718e-11   5.6618118833284825e-05   1.9243285059928894e-01   5.6504484266042709e-02   9.4565312610939145e-04   1.0961963562294841e-03   1.1242326349020004e-01   0.0000000000000000e+00   2.4104431824683126e-18   9.9897733889520168e-04   7.5889896834269166e-04   1.8532085418701172e-01   2.3124238941818476e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   7.7449992299079895e-02   7.5545903866221657e-19   1.1917083939122191e-28   3.1260233076465822e-27   8.5567821274737388e-13   9.3623446126810117e-14   4.7131785989959016e-22   1.5546019994709547e-30   5.8921102545569317e-20   1.8611559838138597e-24   4.2778812639884064e-21   6.0452900826931000e-02   3.8569772732444108e-04   3.2703828066587448e-02   4.6143919462338090e-05   8.7010823190212250e-03   2.5920254831390821e-10   1.1096069356426597e-03   3.3090443227320673e-14   7.0070030249666556e-20   3.6259793023506989e-19   1.3464435469359159e-03   5.5118679673200405e-18   4.3941458721539884e-17   1.1686923680827022e-03   2.0288260546390269e-13   1.4605077449232340e-03   0.0000000000000000e+00   5.4962481090180485e-20   1.2151959418554739e-18   2.2020364747016493e-18   6.9537900388240814e-02   6.5513819456100464e-02   2.3242454370737953e-16   8.8788695633411407e-02   5.6665617972612381e-02   2.3658933145931371e-10   2.2798506721269200e-14   3.7451803299587755e-17   2.2191332391230389e-05   6.2425447298376791e-14   1.0370434807982233e-16   9.2063359916210175e-02   4.4906758644054566e-18   6.4458449191564463e-15   9.2271551489830017e-02   5.9818747872431412e-16   1.5846359729766846e-01   4.2179022048064591e-16   1.6899642367231952e-17   6.4173419693137635e-17   3.8340192498142849e-15   2.4781833520232197e-16   5.0196152180433273e-02   4.4083545983812731e-15   1.6304828369273646e-16   1.3843353986740112e+00   3.9663694550995388e-10   6.5671569778622072e-15   1.1177262806999515e-16   5.8825691739026391e-16   5.9092457489751116e-12   1.2241629883646965e-04   1.5726248919963837e-01   8.9966878294944763e-02   6.4659556373953819e-03   6.5421536564826965e-03   1.1013975739479065e-01   2.4035446512559852e-19   2.2462797600481812e-17   3.6317338235676289e-03   1.7250544624403119e-03   2.1712559461593628e-01   7.1007497608661652e-03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   6.4205445349216461e-02   4.6153232973207661e-18   1.7278010569163656e-27   4.5669271703951333e-26   1.1399766547404155e-11   2.3753542535698280e-12   3.4200364037373131e-20   9.9494527966141103e-29   3.5224734168201143e-19   6.2555518047104613e-24   2.5573522945647145e-20   5.8331172913312912e-02   6.6370079293847084e-03   7.4897445738315582e-03   2.5993887902586721e-05   4.1155010694637895e-04   3.2804932104113504e-09   5.3989621810615063e-03   1.9798701252678880e-13   4.1889509309299883e-19   2.1677268840493279e-18   1.0525548830628395e-02   3.2951490781046056e-17   2.6267230201206741e-16   8.0242723925039172e-04   4.1011846696470400e-12   2.3792483843863010e-03   9.8090892502737195e-45   3.2855934463093624e-19   7.2641074063579642e-18   1.3164525682041619e-17   6.1636622995138168e-02   6.0232907533645630e-02   1.3889663209734962e-15   6.7482292652130127e-02   6.6535182297229767e-02   7.4519501680470057e-09   1.3629112487027750e-13   2.2395506126778378e-16   4.1119736124528572e-05   3.7317607229185590e-13   6.2415856767831504e-16   6.8281650543212891e-02   2.6844232684471065e-17   3.8533551485276166e-14   1.1007210612297058e-01   3.5760155551794667e-15   1.2128360569477081e-01   2.5218809347391218e-15   1.0101955803949161e-16   3.8362214825375868e-16   2.2920008515355146e-14   1.4814844475494128e-15   5.3996231406927109e-02   2.7326609332019129e-14   9.9569104114569269e-16   4.7177895903587341e-01   1.1965297641580719e-09   3.9259092802839887e-14   6.6816245868376797e-16   3.5165265254696659e-15   0.0000000000000000e+00   1.6770744696259499e-04   1.2158064544200897e-01   7.1445822715759277e-02   1.3626690953969955e-02   1.4866048470139503e-02   9.5641009509563446e-02   2.1630766814407080e-18   1.1285578468618639e-16   1.1144807562232018e-02   2.2142813540995121e-03   1.4302928745746613e-01   1.8034601584076881e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   5.7383514940738678e-02   2.7057916597750664e-17   4.1638574582772929e-26   1.0583464400667299e-24   2.2613518002589927e-10   6.8877743786277534e-11   2.2835431299498681e-18   2.4873631991535276e-29   2.0262632828711217e-18   3.3087208724903003e-24   1.4710591645870408e-19   5.5221416056156158e-02   3.8214698433876038e-02   4.4404231011867523e-02   7.8467320417985320e-04   4.2369939386844635e-02   6.7577452966816054e-08   2.0114626735448837e-02   1.1390651876580504e-12   2.4095897388713111e-18   1.2470059581327825e-17   3.4773685038089752e-02   1.8954559186521911e-16   1.5110042869150540e-15   8.6679396918043494e-04   1.4000166304040107e-10   1.6166380373761058e-03   2.4662852972116780e-43   1.8901378917760264e-18   4.1786812044516857e-17   7.5727590985841633e-17   5.6465674191713333e-02   5.5951431393623352e-02   7.9853455119995032e-15   5.8512032032012939e-02   3.9265866507776082e-04   3.1007002121441474e-07   7.8401732805585822e-13   1.2887695230933641e-15   7.6837546657770872e-05   2.1466476599757423e-12   3.5891526126749073e-15   5.8684416115283966e-02   1.5442753969760681e-16   2.2164358564648323e-13   9.4813928008079529e-02   2.0570361142528346e-14   1.0521309077739716e-01   1.4508920527143108e-14   5.8112516467217872e-16   2.2067645613280248e-15   1.3184454071037133e-13   8.5225914053885937e-15   5.3465317934751511e-02   1.6650366523908444e-13   5.9489804744947573e-15   7.5789399445056915e-02   9.3222540797910369e-11   2.2581342720186248e-13   3.8435132186035847e-15   2.0228705321055640e-14   6.1988296440329549e-11   1.1124968295916915e-04   1.0559966415166855e-01   1.9891407340764999e-02   3.3313713967800140e-02   1.0476423427462578e-02   8.9742675423622131e-02   5.4072148132991178e-17   3.1159472805376886e-16   4.3801743537187576e-02   4.3391561484895647e-04   4.4679701328277588e-02   5.2365161478519440e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
  12.0   3.1283378601074219e-02   9.0139704382140843e-17   1.2661726344081107e-24   3.3235571373069729e-23   4.7574357786572818e-09   1.6051964202290492e-09   9.0626490246460949e-17   8.9545072762114562e-28   6.6026441577238101e-18   3.3087200836293950e-24   4.7941098047252478e-19   3.0794100835919380e-02   1.0043723881244659e-01   1.7393864691257477e-01   1.6756411641836166e-02   1.4463819563388824e-01   1.9310612060507992e-06   3.3664088696241379e-02   3.7171303361727137e-12   7.8520243723688035e-18   4.0631399547457888e-17   6.7143172025680542e-02   6.1767304815942567e-16   4.9236758909636334e-15   2.8241805266588926e-03   6.3308047693055869e-09   2.5574109167791903e-04   3.5368773239558383e-42   6.1587959982304128e-18   1.3616569464326131e-16   2.4675020018605470e-16   3.1080067157745361e-02   3.0971176922321320e-02   2.5994577177628278e-14   3.1534425914287567e-02   9.3958549201488495e-02   1.3585863598564174e-05   2.5547437429440656e-12   4.2025789552741551e-15   7.9033845395315439e-05   6.9948842724987248e-12   1.1685876604491247e-14   3.1470473855733871e-02   5.0321274484312322e-16   7.2221476845810151e-13   9.2790359631180763e-03   6.7036335521259566e-14   4.4568005949258804e-02   4.7298648423463666e-14   1.8934214513920047e-15   7.1908243723102332e-15   4.2962362183443514e-13   2.7769490672886407e-14   3.0361507087945938e-02   5.9333760777866007e-13   2.1474008077911229e-14   4.0676426142454147e-03   7.1067818296910445e-10   7.3582340307659644e-13   1.2525462438073287e-14   6.5909544532186115e-14   8.0737014296339282e-11   7.9641089541837573e-05   4.4670056551694870e-02   4.0359400212764740e-02   5.4716914892196655e-02   1.3050061650574207e-02   3.9677716791629791e-02   1.5635488111276721e-15   1.0944071989642446e-16   1.3419547677040100e-01   1.8885692581534386e-02   3.1438056379556656e-02   9.0734384953975677e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00 1 
